t,phi,theta,psi,phi_b,theta_b,psi_b,tau_x,tau_y,tau_z
3.18,0.222043187378131,0,0,0.222043187378131,0,0,0.0308863306639203,-0,-0
3.19,0.222335527717992,0,0,0.222335527717992,0,0,0.0306242052297358,-0,-0
3.2,0.222625776058348,0,0,0.222625776058348,0,0,0.0303646175366712,-0,-0
3.21,0.222913946198668,0,0,0.222913946198668,0,0,0.0301075368579284,-0,-0
3.22,0.223200051856442,0,0,0.223200051856442,0,0,0.0298529328008302,-0,-0
3.23,0.223484106667178,0,0,0.223484106667178,0,0,0.0296007753068211,-0,-0
3.24,0.223766124184401,0,0,0.223766124184401,0,0,0.0293510346514674,-0,-0
3.25,0.224046117879654,0,0,0.224046117879654,0,0,0.0291036814444573,-0,-0
3.26,0.224324101142499,0,0,0.224324101142499,0,0,0.0288586866295996,-0,-0
3.27,0.224600087280515,0,0,0.224600087280515,0,0,0.028616021484826,-0,-0
3.28,0.224874089519299,0,0,0.224874089519299,0,0,0.0283756576221894,-0,-0
3.29,0.225146121002467,0,0,0.225146121002467,0,0,0.028137566987864,-0,-0
3.3,0.225416194865623,0,0,0.225416194865623,0,0,0.0279017219839425,-0,-0
3.31,0.225684324898138,0,0,0.225684324898138,0,0,0.0276680976872613,-0,-0
3.32,0.225950524429725,0,0,0.225950524429725,0,0,0.027436670975775,-0,-0
3.33,0.226214806547629,0,0,0.226214806547629,0,0,0.0272074188517893,-0,-0
3.34,0.226477184265468,0,0,0.226477184265468,0,0,0.0269803184945719,-0,-0
3.35,0.226737670523229,0,0,0.226737670523229,0,0,0.026755347260353,-0,-0
3.36,0.226996278187266,0,0,0.226996278187266,0,0,0.0265324826823255,-0,-0
3.37,0.227253020050308,0,0,0.227253020050308,0,0,0.0263117024706447,-0,-0
3.38,0.227507908831451,0,0,0.227507908831451,0,0,0.0260929845124278,-0,-0
3.39,0.227760957176163,0,0,0.227760957176163,0,0,0.0258763068717546,-0,-0
3.4,0.228012177656279,0,0,0.228012177656279,0,0,0.0256616477896673,-0,-0
3.41,0.228261582770009,0,0,0.228261582770009,0,0,0.0254489856841708,-0,-0
3.42,0.228509184941928,0,0,0.228509184941928,0,0,0.0252382991502315,-0,-0
3.43,0.228754996522986,0,0,0.228754996522986,0,0,0.0250295669597786,-0,-0
3.44,0.228999029790499,0,0,0.228999029790499,0,0,0.0248227680617047,-0,-0
3.45,0.229241296948156,0,0,0.229241296948156,0,0,0.0246178815818628,-0,-0
3.46,0.229481810126015,0,0,0.229481810126015,0,0,0.0244148868230704,-0,-0
3.47,0.229720581380503,0,0,0.229720581380503,0,0,0.0242137632651053,-0,-0
3.48,0.22995762269442,0,0,0.22995762269442,0,0,0.0240144905647094,-0,-0
3.49,0.230192945976933,0,0,0.230192945976933,0,0,0.0238170485555856,-0,-0
3.5,0.230426563063583,0,0,0.230426563063583,0,0,0.0236214172484003,-0,-0
3.51,0.230658485716276,0,0,0.230658485716276,0,0,0.0234275768307821,-0,-0
3.52,0.230888725623293,0,0,0.230888725623293,0,0,0.0232355076673208,-0,-0
3.53,0.231117294399282,0,0,0.231117294399282,0,0,0.0230451902995701,-0,-0
3.54,0.231344203585264,0,0,0.231344203585264,0,0,0.0228566054460452,-0,-0
3.55,0.231569464648626,0,0,0.231569464648626,0,0,0.0226697340022239,-0,-0
3.56,0.231793088983129,0,0,0.231793088983129,0,0,0.0224845570405466,-0,-0
3.57,0.232015087908903,0,0,0.232015087908903,0,0,0.0223010558104156,-0,-0
3.58,0.232235472672447,0,0,0.232235472672447,0,0,0.0221192117381958,-0,-0
3.59,0.232454254446631,0,0,0.232454254446631,0,0,0.0219390064272145,-0,-0
3.6,0.232671444330696,0,0,0.232671444330696,0,0,0.0217604216577615,-0,-0
3.61,0.232887053350252,0,0,0.232887053350252,0,0,0.021583439387089,-0,-0
3.62,0.233101092457279,0,0,0.233101092457279,0,0,0.0214080417494108,-0,-0
3.63,0.233313572530128,0,0,0.233313572530128,0,0,0.0212342110559042,-0,-0
3.64,0.23352450437352,0,0,0.23352450437352,0,0,0.0210619297947082,-0,-0
3.65,0.233733898718546,0,0,0.233733898718546,0,0,0.0208911806309247,-0,-0
3.66,0.233941766222666,0,0,0.233941766222666,0,0,0.0207219464066167,-0,-0
3.67,0.234148117469713,0,0,0.234148117469713,0,0,0.0205542101408116,-0,-0
3.68,0.234352962969887,0,0,0.234352962969887,0,0,0.0203879550294967,-0,-0
3.69,0.23455631355242,0,0,0.23455631355242,0,0,0.0202231652308897,-0,-0
3.7,0.234758180190485,0,0,0.234758180190485,0,0,0.0200598269924848,-0,-0
3.71,0.23495857325265,0,0,0.23495857325265,0,0,0.0198979265705955,-0,-0
3.72,0.235157503043113,0,0,0.235157503043113,0,0,0.0197374503081622,-0,-0
3.73,0.235354979806413,0,0,0.235354979806413,0,0,0.0195783846400228,-0,-0
3.74,0.235551013727434,0,0,0.235551013727434,0,0,0.0194207160929112,-0,-0
3.75,0.2357456149314,0,0,0.2357456149314,0,0,0.0192644312854567,-0,-0
3.76,0.235938793483877,0,0,0.235938793483877,0,0,0.0191095169281868,-0,-0
3.77,0.236130559390775,0,0,0.236130559390775,0,0,0.018955959823525,-0,-0
3.78,0.236320922598344,0,0,0.236320922598344,0,0,0.0188037468657918,-0,-0
3.79,0.236509892993177,0,0,0.236509892993177,0,0,0.0186528650412033,-0,-0
3.8,0.236697480402209,0,0,0.236697480402209,0,0,0.0185033014278733,-0,-0
3.81,0.236883694592718,0,0,0.236883694592718,0,0,0.0183550431958115,-0,-0
3.82,0.237068545272323,0,0,0.237068545272323,0,0,0.0182080776069242,-0,-0
3.83,0.237252042088986,0,0,0.237252042088986,0,0,0.0180623920150144,-0,-0
3.84,0.237434194631009,0,0,0.237434194631009,0,0,0.0179179738657822,-0,-0
3.85,0.23761501242704,0,0,0.23761501242704,0,0,0.0177748106968232,-0,-0
3.86,0.237794504946065,0,0,0.237794504946065,0,0,0.0176328901376306,-0,-0
3.87,0.237972681597415,0,0,0.237972681597415,0,0,0.0174921999095939,-0,-0
3.88,0.238149551730762,0,0,0.238149551730762,0,0,0.0173527278259985,-0,-0
3.89,0.23832512463612,0,0,0.23832512463612,0,0,0.0172144617920274,-0,-0
3.9,0.238499409543846,0,0,0.238499409543846,0,0,0.0170773898047596,-0,-0
3.91,0.238672415624637,0,0,0.238672415624637,0,0,0.0169414999531708,-0,-0
3.92,0.238844151989535,0,0,0.238844151989535,0,0,0.0168067804181334,-0,-0
3.93,0.239014627689923,0,0,0.239014627689923,0,0,0.0166732194724157,-0,-0
3.94,0.239183851717524,0,0,0.239183851717524,0,0,0.0165408054806843,-0,-0
3.95,0.239351833004407,0,0,0.239351833004407,0,0,0.0164095268995004,-0,-0
3.96,0.23951858042298,0,0,0.23951858042298,0,0,0.0162793722773229,-0,-0
3.97,0.239684102785994,0,0,0.239684102785994,0,0,0.016150330254507,-0,-0
3.98,0.239848408846543,0,0,0.239848408846543,0,0,0.0160223895633038,-0,-0
3.99,0.240011507298062,0,0,0.240011507298062,0,0,0.0158955390278632,-0,-0
4,0.240173406774329,0,0,0.240173406774329,0,0,0.015769767564229,-0,-0
4.01,0.240334115849464,0,0,0.240334115849464,0,0,0.0156450641803429,-0,-0
4.02,0.240493643037927,0,0,0.240493643037927,0,0,0.0155214179760434,-0,-0
4.03,0.240651996794525,0,0,0.240651996794525,0,0,0.0153988181430648,-0,-0
4.04,0.240809185514401,0,0,0.240809185514401,0,0,0.015277253965039,-0,-0
4.05,0.240965217533045,0,0,0.240965217533045,0,0,0.0151567148174931,-0,-0
4.06,0.241120101126287,0,0,0.241120101126287,0,0,0.0150371901678521,-0,-0
4.07,0.241273844510299,0,0,0.241273844510299,0,0,0.0149186695754368,-0,-0
4.08,0.241426455841596,0,0,0.241426455841596,0,0,0.0148011426914651,-0,-0
4.09,0.241577943217035,0,0,0.241577943217035,0,0,0.0146845992590512,-0,-0
4.1,0.241728314673814,0,0,0.241728314673814,0,0,0.0145690291132057,-0,-0
4.11,0.241877578314208,0,0,0.241877578314208,0,0,0.0144544225627646,-0,-0
4.12,0.242025742636091,0,0,0.242025742636091,0,0,0.0143407721026437,-0,-0
4.13,0.242172815532982,0,0,0.242172815532982,0,0,0.0142280695825718,-0,-0
4.14,0.242318804772083,0,0,0.242318804772083,0,0,0.0141163067132392,-0,-0
4.15,0.242463718075529,0,0,0.242463718075529,0,0,0.0140054752568109,-0,-0
4.16,0.242607563120381,0,0,0.242607563120381,0,0,0.0138955670269203,-0,-0
4.17,0.242750347538634,0,0,0.242750347538634,0,0,0.0137865738886733,-0,-0
4.18,0.242892078917209,0,0,0.242892078917209,0,0,0.0136784877586477,-0,-0
4.19,0.243032764797957,0,0,0.243032764797957,0,0,0.0135713006048919,-0,-0
4.2,0.243172412677661,0,0,0.243172412677661,0,0,0.0134650044469261,-0,-0
4.21,0.243311030008032,0,0,0.243311030008032,0,0,0.0133595913557416,-0,-0
4.22,0.24344862419571,0,0,0.24344862419571,0,0,0.0132550534538012,-0,-0
4.23,0.243585202602265,0,0,0.243585202602265,0,0,0.0131513829150386,-0,-0
4.24,0.243720772544197,0,0,0.243720772544197,0,0,0.01304857196486,-0,-0
4.25,0.243855341292936,0,0,0.243855341292936,0,0,0.0129466128801417,-0,-0
4.26,0.24398891607484,0,0,0.24398891607484,0,0,0.0128454979892321,-0,-0
4.27,0.244121504071199,0,0,0.244121504071199,0,0,0.0127452196719508,-0,-0
4.28,0.24425311241823,0,0,0.24425311241823,0,0,0.0126457703595886,-0,-0
4.29,0.244383748207081,0,0,0.244383748207081,0,0,0.0125471425349079,-0,-0
4.3,0.24451341848383,0,0,0.24451341848383,0,0,0.0124493287321422,-0,-0
4.31,0.244642130249484,0,0,0.244642130249484,0,0,0.0123523215369968,-0,-0
4.32,0.244769890459979,0,0,0.244769890459979,0,0,0.0122561135866474,-0,-0
4.33,0.244896706026182,0,0,0.244896706026182,0,0,0.0121606975697431,-0,-0
4.34,0.245022583813888,0,0,0.245022583813888,0,0,0.0120660662264016,-0,-0
4.35,0.245147530643822,0,0,0.245147530643822,0,0,0.0119722123482142,-0,-0
4.36,0.245271553291641,0,0,0.245271553291641,0,0,0.011879128778242,-0,-0
4.37,0.245394658487928,0,0,0.245394658487928,0,0,0.011786808411019,-0,-0
4.38,0.245516852918197,0,0,0.245516852918197,0,0,0.0116952441925491,-0,-0
4.39,0.245638143222893,0,0,0.245638143222893,0,0,0.0116044291203083,-0,-0
4.4,0.245758535997388,0,0,0.245758535997388,0,0,0.0115143562432447,-0,-0
4.41,0.245878037791986,0,0,0.245878037791986,0,0,0.0114250186617759,-0,-0
4.42,0.24599665511192,0,0,0.24599665511192,0,0,0.0113364095277922,-0,-0
4.43,0.246114394417351,0,0,0.246114394417351,0,0,0.0112485220446555,-0,-0
4.44,0.246231262123371,0,0,0.246231262123371,0,0,0.0111613494671979,-0,-0
4.45,0.246347264600002,0,0,0.246347264600002,0,0,0.0110748851017237,-0,-0
4.46,0.246462408172194,0,0,0.246462408172194,0,0,0.0109891223060082,-0,-0
4.47,0.246576699119829,0,0,0.246576699119829,0,0,0.0109040544892984,-0,-0
4.48,0.246690143677716,0,0,0.246690143677716,0,0,0.0108196751123124,-0,-0
4.49,0.246802748035595,0,0,0.246802748035595,0,0,0.01073597768724,-0,-0
4.5,0.246914518338136,0,0,0.246914518338136,0,0,0.0106529557777418,-0,-0
4.51,0.247025460684937,0,0,0.247025460684937,0,0,0.0105706029989499,-0,-0
4.52,0.247135581130527,0,0,0.247135581130527,0,0,0.0104889130174682,-0,-0
4.53,0.247244885684364,0,0,0.247244885684364,0,0,0.0104078795513717,-0,-0
4.54,0.247353380310836,0,0,0.247353380310836,0,0,0.0103274963702071,-0,-0
4.55,0.247461070933435,0,0,0.247461070933435,0,0,0.010247757305929,-0,-0
4.56,0.247567963728211,0,0,0.247567963728211,0,0,0.0101686572635455,-0,-0
4.57,0.24767406463609,0,0,0.24767406463609,0,0,0.0100901914398104,-0,-0
4.58,0.247779379345898,0,0,0.247779379345898,0,0,0.01001235463715,-0,-0
4.59,0.247883913513666,0,0,0.247883913513666,0,0,0.00993514168860408,-0,-0
4.6,0.247987672762622,0,0,0.247987672762622,0,0,0.00985854745782692,-0,-0
4.61,0.248090662683199,0,0,0.248090662683199,0,0,0.00978256683908541,-0,-0
4.62,0.24819288883303,0,0,0.24819288883303,0,0,0.00970719475726192,-0,-0
4.63,0.248294356736948,0,0,0.248294356736948,0,0,0.0096324261678515,-0,-0
4.64,0.24839507188699,0,0,0.24839507188699,0,0,0.00955825605696392,-0,-0
4.65,0.248495039742393,0,0,0.248495039742393,0,0,0.00948467944132182,-0,-0
4.66,0.248594265729594,0,0,0.248594265729594,0,0,0.00941169136826236,-0,-0
4.67,0.248692755242235,0,0,0.248692755242235,0,0,0.00933928691573688,-0,-0
4.68,0.248790513641157,0,0,0.248790513641157,0,0,0.00926746119231003,-0,-0
4.69,0.248887546254402,0,0,0.248887546254402,0,0,0.0091962093371603,-0,-0
4.7,0.248983858377214,0,0,0.248983858377214,0,0,0.00912552652008049,-0,-0
4.71,0.24907945527204,0,0,0.24907945527204,0,0,0.0090554079414768,-0,-0
4.72,0.249174342168525,0,0,0.249174342168525,0,0,0.0089858488323696,-0,-0
4.73,0.249268524263519,0,0,0.249268524263519,0,0,0.00891684445439313,-0,-0
4.74,0.249362006721071,0,0,0.249362006721071,0,0,0.00884839009979539,-0,-0
4.75,0.249454794672433,0,0,0.249454794672433,0,0,0.00878048109143843,-0,-0
4.76,0.249546893216056,0,0,0.249546893216056,0,0,0.00871311278279749,-0,-0
4.77,0.249638307417596,0,0,0.249638307417596,0,0,0.00864628055796275,-0,-0
4.78,0.249729042309906,0,0,0.249729042309906,0,0,0.00857997983163763,-0,-0
4.79,0.249819102893045,0,0,0.249819102893045,0,0,0.00851420604913946,-0,-0
4.8,0.249908494134271,0,0,0.249908494134271,0,0,0.00844895468639945,-0,-0
4.81,0.249997220968042,0,0,0.249997220968042,0,0,0.00838422124996256,-0,-0
4.82,0.25008528829602,0,0,0.25008528829602,0,0,0.00832000127698798,-0,-0
4.83,0.250172700987068,0,0,0.250172700987068,0,0,0.00825629033524886,-0,-0
4.84,0.250259463877249,0,0,0.250259463877249,0,0,0.00819308402313149,-0,-0
4.85,0.250345581769829,0,0,0.250345581769829,0,0,0.00813037796963643,-0,-0
4.86,0.250431059435273,0,0,0.250431059435273,0,0,0.00806816783437872,-0,-0
4.87,0.250515901611251,0,0,0.250515901611251,0,0,0.0080064493075858,-0,-0
4.88,0.250600113002631,0,0,0.250600113002631,0,0,0.00794521811010047,-0,-0
4.89,0.250683698281485,0,0,0.250683698281485,0,0,0.00788446999337883,-0,-0
4.9,0.250766662087084,0,0,0.250766662087084,0,0,0.00782420073949115,-0,-0
4.91,0.250849009025903,0,0,0.250849009025903,0,0,0.00776440616112033,-0,-0
4.92,0.250930743671616,0,0,0.250930743671616,0,0,0.00770508210156497,-0,-0
4.93,0.2510118705651,0,0,0.2510118705651,0,0,0.00764622443473553,-0,-0
4.94,0.251092394214432,0,0,0.251092394214432,0,0,0.00758782906515863,-0,-0
4.95,0.251172319094893,0,0,0.251172319094893,0,0,0.00752989192797327,-0,-0
4.96,0.251251649648962,0,0,0.251251649648962,0,0,0.00747240898893209,-0,-0
4.97,0.251330390286322,0,0,0.251330390286322,0,0,0.0074153762444028,-0,-0
4.98,0.251408545383856,0,0,0.251408545383856,0,0,0.00735878972136607,-0,-0
4.99,0.251486119285649,0,0,0.251486119285649,0,0,0.00730264547741643,-0,-0
5,0.251563116302987,0,0,0.251563116302987,0,0,0.00724693960076228,-0,-0
5.01,0.251639540714358,0,0,0.251639540714358,0,0,0.00719166821022685,-0,-0
5.02,0.251715396931674,0,0,0.251715396931674,0,0,0.00713682784408799,-0,-0
5.03,0.251790689254089,0,0,0.251790689254089,0,0,0.00708241537681755,-0,-0
5.04,0.25186542174916,0,0,0.25186542174916,0,0,0.00702842746885052,-0,-0
5.05,0.2519395984613,0,0,0.2519395984613,0,0,0.00697486079941734,-0,-0
5.06,0.252013223411779,0,0,0.252013223411779,0,0,0.00692171206654466,-0,-0
5.07,0.25208630059872,0,0,0.25208630059872,0,0,0.00686897798705447,-0,-0
5.08,0.252158833997106,0,0,0.252158833997106,0,0,0.00681665529656553,-0,-0
5.09,0.252230827558773,0,0,0.252230827558773,0,0,0.00676474074949203,-0,-0
5.1,0.252302285212415,0,0,0.252302285212415,0,0,0.00671323111904377,-0,-0
5.11,0.252373210863582,0,0,0.252373210863582,0,0,0.00666212319722654,-0,-0
5.12,0.252443608394678,0,0,0.252443608394678,0,0,0.00661141379484252,-0,-0
5.13,0.252513481664967,0,0,0.252513481664967,0,0,0.00656109974148911,-0,-0
5.14,0.252582834510566,0,0,0.252582834510566,0,0,0.00651117788555983,-0,-0
5.15,0.252651670744449,0,0,0.252651670744449,0,0,0.0064616450942442,-0,-0
5.16,0.252719994156446,0,0,0.252719994156446,0,0,0.0064124982535274,-0,-0
5.17,0.252787808513245,0,0,0.252787808513245,0,0,0.00636373426819103,-0,-0
5.18,0.252855117558386,0,0,0.252855117558386,0,0,0.00631535006181128,-0,-0
5.19,0.25292192501227,0,0,0.25292192501227,0,0,0.00626734257676139,-0,-0
5.2,0.25298823457215,0,0,0.25298823457215,0,0,0.00621970877420999,-0,-0
5.21,0.253054049912138,0,0,0.253054049912138,0,0,0.00617244563412279,-0,-0
5.22,0.253119374683201,0,0,0.253119374683201,0,0,0.00612555015525907,-0,-0
5.23,0.253184212513162,0,0,0.253184212513162,0,0,0.00607901935517589,-0,-0
5.24,0.253248567006701,0,0,0.253248567006701,0,0,0.00603285027022503,-0,-0
5.25,0.253312441745352,0,0,0.253312441745352,0,0,0.00598703995555533,-0,-0
5.26,0.253375840287508,0,0,0.253375840287508,0,0,0.00594158548511019,-0,-0
5.27,0.253438766168416,0,0,0.253438766168416,0,0,0.00589648395162978,-0,-0
5.28,0.25350122290018,0,0,0.25350122290018,0,0,0.00585173246665025,-0,-0
5.29,0.25356321397176,0,0,0.25356321397176,0,0,0.00580732816050245,-0,-0
5.3,0.253624742848973,0,0,0.253624742848973,0,0,0.00576326818231437,-0,-0
5.31,0.25368581297449,0,0,0.25368581297449,0,0,0.00571954970000969,-0,-0
5.32,0.25374642776784,0,0,0.25374642776784,0,0,0.00567616990030682,-0,-0
5.33,0.253806590625408,0,0,0.253806590625408,0,0,0.00563312598872183,-0,-0
5.34,0.253866304920435,0,0,0.253866304920435,0,0,0.00559041518956534,-0,-0
5.35,0.253925574003016,0,0,0.253925574003016,0,0,0.00554803474594445,-0,-0
5.36,0.253984401200106,0,0,0.253984401200106,0,0,0.0055059819197622,-0,-0
5.37,0.254042789815513,0,0,0.254042789815513,0,0,0.00546425399171609,-0,-0
5.38,0.254100743129903,0,0,0.254100743129903,0,0,0.00542284826130165,-0,-0
5.39,0.254158264400797,0,0,0.254158264400797,0,0,0.00538176204680917,-0,-0
5.4,0.254215356862572,0,0,0.254215356862572,0,0,0.00534099268532483,-0,-0
5.41,0.254272023726463,0,0,0.254272023726463,0,0,0.00530053753273084,-0,-0
5.42,0.254328268180558,0,0,0.254328268180558,0,0,0.00526039396370525,-0,-0
5.43,0.254384093389805,0,0,0.254384093389804,0,0,0.00522055937172178,-0,-0
5.44,0.254439502496004,0,0,0.254439502496004,0,0,0.00518103116905016,-0,-0
5.45,0.254494498617814,0,0,0.254494498617814,0,0,0.0051418067867563,-0,-0
5.46,0.254549084850751,0,0,0.254549084850751,0,0,0.0051028836747017,-0,-0
5.47,0.254603264267183,0,0,0.254603264267183,0,0,0.0050642593015436,-0,-0
5.48,0.254657039916338,0,0,0.254657039916338,0,0,0.00502593115473601,-0,-0
5.49,0.254710414824298,0,0,0.254710414824298,0,0,0.0049878967405266,-0,-0
5.5,0.254763392023179,0,0,0.254763392023179,0,0,0.00495015362300238,-0,-0
5.51,0.254815974637843,0,0,0.254815974637843,0,0,0.00491269969323586,-0,-0
5.52,0.254868165551593,0,0,0.254868165551593,0,0,0.0048755328061699,-0,-0
5.53,0.254919967593174,0,0,0.254919967593174,0,0,0.00483865079570261,-0,-0
5.54,0.254971383575499,0,0,0.254971383575499,0,0,0.00480205150753218,-0,-0
5.55,0.255022416295649,0,0,0.255022416295649,0,0,0.00476573279915354,-0,-0
5.56,0.255073068534873,0,0,0.255073068534873,0,0,0.0047296925398603,-0,-0
5.57,0.255123343058587,0,0,0.255123343058587,0,0,0.00469392861074308,-0,-0
5.58,0.255173242616376,0,0,0.255173242616376,0,0,0.00465843890469255,-0,-0
5.59,0.255222769941992,0,0,0.255222769941992,0,0,0.0046232213263947,-0,-0
5.6,0.255271927753355,0,0,0.255271927753355,0,0,0.0045882737923365,-0,-0
5.61,0.255320718752552,0,0,0.255320718752552,0,0,0.00455359423080078,-0,-0
5.62,0.25536914562584,0,0,0.25536914562584,0,0,0.00451918058186983,-0,-0
5.63,0.255417211043641,0,0,0.255417211043641,0,0,0.00448503079742273,-0,-0
5.64,0.255464917660546,0,0,0.255464917660546,0,0,0.00445114284113749,-0,-0
5.65,0.255512268115315,0,0,0.255512268115315,0,0,0.00441751468849056,-0,-0
5.66,0.255559265030874,0,0,0.255559265030874,0,0,0.00438414432675478,-0,-0
5.67,0.255605911014317,0,0,0.255605911014317,0,0,0.0043510297550031,-0,-0
5.68,0.255652208656907,0,0,0.255652208656907,0,0,0.00431816898410578,-0,-0
5.69,0.255698160534073,0,0,0.255698160534073,0,0,0.00428556003672941,-0,-0
5.7,0.255743769205415,0,0,0.255743769205415,0,0,0.00425320094734169,-0,-0
5.71,0.255789037214696,0,0,0.255789037214696,0,0,0.00422108976220629,-0,-0
5.72,0.255833967089851,0,0,0.255833967089851,0,0,0.00418922453938568,-0,-0
5.73,0.255878561342981,0,0,0.255878561342981,0,0,0.00415760334873956,-0,-0
5.74,0.255922822470354,0,0,0.255922822470354,0,0,0.00412622427192751,-0,-0
5.75,0.255966752952408,0,0,0.255966752952408,0,0,0.00409508540240543,-0,-0
5.76,0.256010355253747,0,0,0.256010355253747,0,0,0.00406418484542711,-0,-0
5.77,0.256053631823143,0,0,0.256053631823143,0,0,0.00403352071804591,-0,-0
5.78,0.256096585093536,0,0,0.256096585093536,0,0,0.00400309114911275,-0,-0
5.79,0.256139217482035,0,0,0.256139217482035,0,0,0.00397289427927515,-0,-0
5.8,0.256181531389915,0,0,0.256181531389915,0,0,0.00394292826098115,-0,-0
5.81,0.25622352920262,0,0,0.25622352920262,0,0,0.00391319125847515,-0,-0
5.82,0.25626521328976,0,0,0.25626521328976,0,0,0.00388368144779998,-0,-0
5.83,0.256306586005116,0,0,0.256306586005116,0,0,0.00385439701679654,-0,-0
5.84,0.256347649686632,0,0,0.256347649686632,0,0,0.0038253361651039,-0,-0
5.85,0.256388406656426,0,0,0.256388406656426,0,0,0.00379649710415897,-0,-0
5.86,0.256428859220778,0,0,0.256428859220778,0,0,0.00376787805719708,-0,-0
5.87,0.256469009670139,0,0,0.256469009670139,0,0,0.00373947725925131,-0,-0
5.88,0.256508860279127,0,0,0.256508860279127,0,0,0.00371129295715327,-0,-0
5.89,0.256548413306528,0,0,0.256548413306528,0,0,0.00368332340953116,-0,-0
5.9,0.256587670995295,0,0,0.256587670995295,0,0,0.00365556688681369,-0,-0
5.91,0.256626635572549,0,0,0.256626635572549,0,0,0.0036280216712256,-0,-0
5.92,0.256665309249581,0,0,0.256665309249581,0,0,0.00360068605679065,-0,-0
5.93,0.256703694221846,0,0,0.256703694221846,0,0,0.00357355834932989,-0,-0
5.94,0.25674179266897,0,0,0.25674179266897,0,0,0.00354663686646301,-0,-0
5.95,0.256779606754745,0,0,0.256779606754745,0,0,0.00351991993760846,-0,-0
5.96,0.256817138627132,0,0,0.256817138627132,0,0,0.00349340590398103,-0,-0
5.97,0.256854390418257,0,0,0.256854390418257,0,0,0.00346709311859513,-0,-0
5.98,0.256891364244418,0,0,0.256891364244418,0,0,0.00344097994626208,-0,-0
5.99,0.256928062206078,0,0,0.256928062206078,0,0,0.00341506476359256,-0,-0
6,0.256964486387869,0,0,0.256964486387869,0,0,0.00338934595899322,-0,-0
6.01,0.257000638858676,0,0,0.257000638858676,0,0,0.00336382193272882,-0,-0
6.02,0.257036521755971,0,0,0.257036521755971,0,0,0.0033384911920192,-0,-0
6.03,0.257072137123508,0,0,0.257072137123508,0,0,0.00331335235203336,-0,-0
6.04,0.25710748688682,0,0,0.25710748688682,0,0,0.00328840400061184,-0,-0
6.05,0.257142572960959,0,0,0.257142572960959,0,0,0.00326364473304458,-0,-0
6.06,0.257177397250495,0,0,0.257177397250495,0,0,0.00323907315207017,-0,-0
6.07,0.257211961649517,0,0,0.257211961649517,0,0,0.00321468786787631,-0,-0
6.08,0.257246268041632,0,0,0.257246268041632,0,0,0.00319048749809958,-0,-0
6.09,0.257280318299967,0,0,0.257280318299967,0,0,0.00316647066782577,-0,-0
6.1,0.257314114287168,0,0,0.257314114287168,0,0,0.00314263600958921,-0,-0
6.11,0.257347657855399,0,0,0.257347657855399,0,0,0.00311898216337219,-0,-0
6.12,0.257380950846342,0,0,0.257380950846342,0,0,0.00309550777660831,-0,-0
6.13,0.2574139950912,0,0,0.2574139950912,0,0,0.00307221150417789,-0,-0
6.14,0.257446792410693,0,0,0.257446792410693,0,0,0.00304909200841106,-0,-0
6.15,0.257479344615062,0,0,0.257479344615062,0,0,0.00302614795908649,-0,-0
6.16,0.257511653504063,0,0,0.257511653504063,0,0,0.00300337803343207,-0,-0
6.17,0.257543720866975,0,0,0.257543720866975,0,0,0.00298078091612422,-0,-0
6.18,0.257575548482594,0,0,0.257575548482594,0,0,0.00295835529928913,-0,-0
6.19,0.257607138119234,0,0,0.257607138119234,0,0,0.00293609988250097,-0,-0
6.2,0.257638491534729,0,0,0.257638491534729,0,0,0.00291401337278279,-0,-0
6.21,0.257669610476431,0,0,0.257669610476431,0,0,0.00289209448460772,-0,-0
6.22,0.257700496681212,0,0,0.257700496681212,0,0,0.00287034193989592,-0,-0
6.23,0.257731151875462,0,0,0.257731151875462,0,0,0.00284875446801854,-0,-0
6.24,0.25776157777509,0,0,0.25776157777509,0,0,0.00282733080579323,-0,-0
6.25,0.257791776085523,0,0,0.257791776085523,0,0,0.00280606969748887,-0,-0
6.26,0.257821748501708,0,0,0.257821748501708,0,0,0.00278496989482174,-0,-0
6.27,0.257851496708111,0,0,0.257851496708111,0,0,0.00276403015695816,-0,-0
6.28,0.257881022378716,0,0,0.257881022378716,0,0,0.00274324925051244,-0,-0
6.29,0.257910327177026,0,0,0.257910327177026,0,0,0.0027226259495472,-0,-0
6.3,0.257939412756062,0,0,0.257939412756062,0,0,0.00270215903557623,-0,-0
6.31,0.257968280758366,0,0,0.257968280758366,0,0,0.00268184729755991,-0,-0
6.32,0.257996932815997,0,0,0.257996932815997,0,0,0.00266168953190888,-0,-0
6.33,0.258025370550533,0,0,0.258025370550533,0,0,0.00264168454248184,-0,-0
6.34,0.258053595573071,0,0,0.258053595573071,0,0,0.0026218311405869,-0,-0
6.35,0.258081609484228,0,0,0.258081609484228,0,0,0.00260212814498107,-0,-0
6.36,0.258109413874138,0,0,0.258109413874138,0,0,0.00258257438186995,-0,-0
6.37,0.258137010322456,0,0,0.258137010322456,0,0,0.00256316868490887,-0,-0
6.38,0.258164400398352,0,0,0.258164400398352,0,0,0.00254390989520054,-0,-0
6.39,0.258191585660519,0,0,0.258191585660519,0,0,0.00252479686129805,-0,-0
6.4,0.258218567657167,0,0,0.258218567657167,0,0,0.00250582843920276,-0,-0
6.41,0.258245347926025,0,0,0.258245347926025,0,0,0.00248700349236432,-0,-0
6.42,0.25827192799434,0,0,0.25827192799434,0,0,0.0024683208916824,-0,-0
