case_id,mean_amp_last10s,amp_bias_last10s,amp_std_last10s,amp_rmse_full
baseline,1.03755364007691,0.0375536400769101,0.00928860938220759,0.0577898923722176
noisy_010,1.02982407460274,0.0298240746027423,0.0256668926303844,0.0680809500725862
interf_5hz_r05,1.0476356011664,0.0476356011664042,0.0974387269967829,1.12164950261699
