Time_s,Signal,Predicted,EstFreq_Hz,PhaseCorr
0,0.005376671395461,0,0.6,0
0.01,0.0685781441451157,0.00537208864529545,0.6,0
0.02,0.0777531759053087,0.0685322735444836,0.6,0
0.03,0.158802261407178,0.0777383021414648,0.6,0
0.04,0.202817764895459,0.159529214838277,0.6,0
0.05,0.235488690339275,0.204808635043063,0.6,0
0.06,0.292527489861825,0.238874378433288,0.6,0
0.07,0.347828002211499,0.298512371458648,0.6,0
0.08,0.426844662507173,0.356175836079402,0.6,0
0.09,0.464416909738584,0.437568201522568,0.6,0
0.1,0.467773291822613,0.476607283172031,0.6,0
0.11,0.554946490145839,0.480406911759484,0.6,0
0.12,0.573842676907584,0.564615922014087,0.6,0
0.13,0.606509953054276,0.586817910825929,0.6,0
0.14,0.653298146080534,0.617944510824547,0.6,0
0.15,0.681471394417379,0.66182054543128,0.6,0
0.16,0.717916008469941,0.691031776529147,0.6,0
0.17,0.767867218742608,0.724466161057324,0.6,0
0.18,0.798964730880109,0.767962395050839,0.6,0
0.19,0.828961602834696,0.800350443297159,0.6,0
0.2,0.849355928517735,0.82894929734997,0.6,0
0.21,0.856283416970624,0.850751148448934,0.6,0
0.22,0.899049521042267,0.863193525686682,0.6,0
0.23,0.929440889773548,0.888527464501637,0.6,0
0.24,0.936978179413785,0.913671670894699,0.6,0
0.25,0.959028774680045,0.929651691747437,0.6,0
0.26,0.970143758069992,0.946048102671005,0.6,0
0.27,0.971598649325244,0.958905674573608,0.6,0
0.28,0.986865802436524,0.966761511503704,0.6,0
0.29,0.982861183781537,0.975320310558693,0.6,0
0.3,1.00392109119309,0.979277189636892,0.6,0
0.31,0.985355387556781,0.98602097836228,0.6,0
0.32,0.985408152655469,0.985870409092617,0.6,0
0.33,0.98475679927483,0.984744806545313,0.6,0
0.34,0.957656733613703,0.982688714416574,0.6,0
0.35,0.993239057775576,0.975318273035564,0.6,0
0.36,0.971392052695759,0.974112438303837,0.6,0
0.37,0.947432528203439,0.968610411770931,0.6,0
0.38,0.953116957033317,0.959557843922742,0.6,0
