Time_s,Signal,Predicted,EstFreq_Hz,PhaseCorr
0,0.00429396048436078,0,0.9,0
0.01,0.0644620069699555,0.00428839516743084,0.9,0
0.02,0.0813202508792302,0.0644398274375716,0.9,0
0.03,0.148066721895181,0.0813635633896545,0.9,0
0.04,0.215350068552143,0.14959081741953,0.9,0
0.05,0.236336000340566,0.22000264207726,0.9,0
0.06,0.279074581477145,0.241922851475077,0.9,0
0.07,0.359599427301505,0.286357595696514,0.9,0
0.08,0.397200593518693,0.369701318702627,0.9,0
0.09,0.437577451941301,0.408184915655826,0.9,0
0.1,0.488286928016136,0.448486990775312,0.9,0
0.11,0.54138902687226,0.498666762949064,0.9,0
0.12,0.567291025826884,0.550871659882588,0.9,0
0.13,0.604456408285169,0.576792419989705,0.9,0
0.14,0.646050669921455,0.611452245685437,0.9,0
0.15,0.675057422303429,0.650020759962427,0.9,0
0.16,0.718449157575686,0.677800308227811,0.9,0
0.17,0.751100218719635,0.714759635148865,0.9,0
0.18,0.764411478837243,0.744537901648116,0.9,0
0.19,0.803170389489256,0.759600814275465,0.9,0
0.2,0.852994766875033,0.785231529424811,0.9,0
0.21,0.844549596445862,0.818538549130949,0.9,0
0.22,0.897044254371014,0.826653837569494,0.9,0
0.23,0.914855140160004,0.849187247068671,0.9,0
0.24,0.930107643673537,0.864397646679543,0.9,0
0.25,0.965620489312377,0.874619063863505,0.9,0
0.26,0.985499540757845,0.887259521955411,0.9,0
0.27,0.983850706051477,0.896686268046085,0.9,0
0.28,0.98495028512307,0.899094705251122,0.9,0
0.29,0.989407619736541,0.897646833107858,0.9,0
0.3,0.99201813092688,0.89443076022089,0.9,0
0.31,0.99792195797071,0.889845015239863,0.9,0
0.32,0.997633987320331,0.885047149190926,0.9,0
0.33,0.982094651847097,0.879251461859416,0.9,0
0.34,0.988909668198513,0.870298642882392,0.9,0
0.35,0.967920626961323,0.862566189034789,0.9,0
0.36,0.97154110715619,0.851543054830073,0.9,0
0.37,0.94501852552449,0.84171786791946,0.9,0
0.38,0.93532682971193,0.828393026814357,0.9,0
0.39,0.909089769278532,0.814685732774069,0.9,0
0.4,0.894112462141189,0.798291038100461,0.9,0
0.41,0.893147371066405,0.781258584817082,0.9,0
0.42,0.850328862770304,0.765716802846109,0.9,0
0.43,0.829794952981542,0.745711186025166,0.9,0
0.44,0.815730146509813,0.724859357208189,0.9,0
0.45,0.777488375318995,0.704157775638004,0.9,0
0.46,0.710779637083368,0.680465911611607,0.9,0
0.47,0.718561412728065,0.650586905198031,0.9,0
0.48,0.668751345188655,0.624561401068407,0.9,0
0.49,0.60564339989184,0.595025048916205,0.9,0
0.5,0.59736952388488,0.560957572664769,0.9,0
0.51,0.546869444753388,0.529214157044428,0.9,0
0.52,0.503611931069581,0.494963162011216,0.9,0
0.53,0.44173194965857,0.459397790475056,0.9,0
0.54,0.393662676151651,0.420931654783232,0.9,0
0.55,0.374454250102578,0.381435145440314,0.9,0
0.56,0.319563363336254,0.343857769640086,0.9,0
0.57,0.255587722799879,0.30487856222579,0.9,0
0.58,0.218159525734273,0.264072459048261,0.9,0
0.59,0.185135699660844,0.224023192463428,0.9,0
0.6,0.138479314059576,0.185127060298972,0.9,0
0.61,0.0701000183708021,0.146370094747192,0.9,0
0.62,0.027465768427596,0.106356651559194,0.9,0
0.63,-0.0302232135212762,0.0672038897649765,0.9,0
0.64,-0.0639580177246364,0.0279882545023675,0.9,0
0.65,-0.111104341725445,-0.00958286671939029,0.9,0
0.66,-0.16404359507919,-0.0463549158492426,0.9,0
0.67,-0.219656243580996,-0.0825989083775359,0.9,0
0.68,-0.283940860612178,-0.118377316925068,0.9,0
0.69,-0.325120816110245,-0.154101454115335,0.9,0
0.7,-0.364984268136003,-0.188395580138163,0.9,0
0.71,-0.413145565017172,-0.221228085736015,0.9,0
0.72,-0.45086417013526,-0.253113027156748,0.9,0
0.73,-0.491790926955983,-0.283537907422626,0.9,0
0.74,-0.532255817352545,-0.312778155978176,0.9,0
0.75,-0.584456125665694,-0.340920938607004,0.9,0
0.76,-0.619780938690867,-0.368761412072378,0.9,0
0.77,-0.652027372020285,-0.395483439258695,0.9,0
0.78,-0.695235818384176,-0.421060529394309,0.9,0
0.79,-0.739466918914303,-0.446316138715931,0.9,0
0.8,-0.762454567811998,-0.471495774738811,0.9,0
0.81,-0.782635141463499,-0.495402997214912,0.9,0
0.82,-0.814638964214648,-0.517964577004538,0.9,0
0.83,-0.857092563233003,-0.540095675387958,0.9,0
0.84,-0.883452943864852,-0.562658858399414,0.9,0
0.85,-0.892982424000699,-0.58459216470064,0.9,0
0.86,-0.904745030133022,-0.604684560474925,0.9,0
0.87,-0.940671777703106,-0.623130413096974,0.9,0
0.88,-0.948806075676667,-0.641870248334918,0.9,0
0.89,-0.964489987590476,-0.658698352572073,0.9,0
0.9,-0.981625862405005,-0.67425657200996,0.9,0
0.91,-0.98790277961697,-0.688691636203798,0.9,0
0.92,-0.96934924071466,-0.701117936999564,0.9,0
0.93,-0.991249939955188,-0.709489631067111,0.9,0
0.94,-0.978441734285821,-0.71738138370111,0.9,0
0.95,-0.995713139589587,-0.72187017959528,0.9,0
0.96,-0.978704880463959,-0.725675970185586,0.9,0
0.97,-0.961277481260115,-0.7259370439533,0.9,0
0.98,-0.980690791239149,-0.722826669846953,0.9,0
0.99,-0.941753971391486,-0.719652315678897,0.9,0
1,-0.941618833004352,-0.711589765800283,0.9,0
1.01,-0.915827163962607,-0.70218115633757,0.9,0
1.02,-0.894902102092553,-0.689464721491577,0.9,0
1.03,-0.899301126161106,-0.67410487939857,0.9,0
1.04,-0.843751330842964,-0.65833773283185,0.9,0
1.05,-0.84419588525184,-0.637568031667455,0.9,0
1.06,-0.794418820504516,-0.61652191265492,0.9,0
1.07,-0.793071467658879,-0.591493063939818,0.9,0
1.08,-0.740172992350762,-0.566436791213818,0.9,0
1.09,-0.702938456153515,-0.53767757261202,0.9,0
1.1,-0.685085089280146,-0.506703977391225,0.9,0
1.11,-0.639858902653489,-0.475121223374804,0.9,0
1.12,-0.607690685755359,-0.441189456676512,0.9,0
1.13,-0.573333224747566,-0.406060750881302,0.9,0
1.14,-0.515106072041355,-0.369779578482044,0.9,0
1.15,-0.489947021436719,-0.331014052923548,0.9,0
1.16,-0.422336617649043,-0.292140206729981,0.9,0
1.17,-0.387391485603873,-0.250683587798804,0.9,0
1.18,-0.342754884486874,-0.208926736436615,0.9,0
