Time_s,Signal,Predicted,EstFreq_Hz,PhaseCorr
0,0.005376671395461,0,0.6,0
0.01,0.0685731204669038,0.00537208864529545,0.6,0
0.02,0.0777331095831047,0.068527253057095,0.6,0
0.03,0.158757214006165,0.0777182093984179,0.6,0
0.04,0.202737928818741,0.159483886301129,0.6,0
0.05,0.235364438618143,0.204727596838027,0.6,0
0.06,0.292349425240502,0.238746972663717,0.6,0
0.07,0.347587005339962,0.298328496247799,0.6,0
0.08,0.426531939058743,0.355926310181725,0.6,0
0.09,0.464024036272667,0.437244568978155,0.6,0
0.1,0.467292260217278,0.476201653139869,0.6,0
0.11,0.554369750429806,0.479911947578813,0.6,0
0.12,0.573163178326683,0.564024901041277,0.6,0
0.13,0.605721183213435,0.586124807881854,0.6,0
0.14,0.652394168008974,0.617144083429948,0.6,0
0.15,0.680446881411728,0.660908404454072,0.6,0
0.16,0.716766276577607,0.690004426246079,0.6,0
0.17,0.766588256755784,0.723320997151106,0.6,0
0.18,0.797553227719292,0.766697660601591,0.6,0
0.19,0.827414972209537,0.798965156628457,0.6,0
0.2,0.847672330762326,0.827443172936458,0.6,0
0.21,0.854461777960023,0.849124528935278,0.6,0
0.22,0.897089548107055,0.861447333551781,0.6,0
0.23,0.927343084539522,0.886663172954418,0.6,0
0.24,0.93474384750445,0.911691288813175,0.6,0
0.25,0.956660032230375,0.927557756512079,0.6,0
0.26,0.967643535010913,0.943843675758589,0.6,0
0.27,0.968970689409469,0.956594336294247,0.6,0
0.28,0.984114659987622,0.964347352581316,0.6,0
0.29,0.97999221715953,0.972807919195802,0.6,0
0.3,1.00094045298126,0.976671633316449,0.6,0
0.31,0.98227001148582,0.983327780027391,0.6,0
0.32,0.982225737292552,0.983095517606333,0.6,0
0.33,0.9814857885165,0.981894561540303,0.6,0
0.34,0.954306294032785,0.979769805851203,0.6,0
0.35,0.989819052883426,0.972337696017366,0.6,0
0.36,0.967913014192142,0.971077444052651,0.6,0
0.37,0.943905624297113,0.965528455993506,0.6,0
0.38,0.949553957926891,0.956436534370298,0.6,0
0.39,0.90077450825749,0.948489896249037,0.6,0
0.4,0.896594888993384,0.934585690297581,0.6,0
0.41,0.872671549681225,0.921200708626727,0.6,0
0.42,0.85354566868139,0.905938480523059,0.6,0
0.43,0.826611988003522,0.889589604909604,0.6,0
0.44,0.785895342063451,0.871471862894085,0.6,0
0.45,0.763309223008078,0.850452063756604,0.6,0
0.46,0.72911032254582,0.828636900295803,0.6,0
0.47,0.702353078993541,0.805004889164174,0.6,0
0.48,0.670581402051929,0.780424300440315,0.6,0
0.49,0.632662762443113,0.754532569157521,0.6,0
0.5,0.573300163092489,0.726922813337714,0.6,0
0.51,0.541623042349055,0.695937130623226,0.6,0
0.52,0.486271491672381,0.664240075381149,0.6,0
0.53,0.443599034894016,0.629944140147744,0.6,0
0.54,0.409855911056815,0.594331531873538,0.6,0
0.55,0.379423675785213,0.558247913713588,0.6,0
0.56,0.309672436882546,0.522012409442612,0.6,0
0.57,0.273571740790063,0.48259749854638,0.6,0
0.58,0.219428406861369,0.442878785539165,0.6,0
0.59,0.184143485585852,0.401544046027709,0.6,0
0.6,0.112947579815884,0.360167178322228,0.6,0
0.61,0.0747389762353661,0.316137401601993,0.6,0
0.62,0.0303456765117873,0.272104435764148,0.6,0
0.63,-0.013809340536971,0.227672428238836,0.6,0
0.64,-0.0589266479894542,0.182940500580429,0.6,0
0.65,-0.122855135110363,0.137919492466823,0.6,0
0.66,-0.187643838841655,0.0913802914592855,0.6,0
0.67,-0.228708596518195,0.0434315695130258,0.6,0
0.68,-0.279880735077405,-0.00414766026174013,0.6,0
0.69,-0.293040435908879,-0.0519882018500019,0.6,0
0.7,-0.369162736199895,-0.0974653809909994,0.6,0
0.71,-0.40105226020612,-0.144792926391992,0.6,0
0.72,-0.454933517079032,-0.190892947328794,0.6,0
0.73,-0.487437614525209,-0.237170060243034,0.6,0
0.74,-0.546015749750072,-0.282171551539701,0.6,0
0.75,-0.593056959649301,-0.327521296248945,0.6,0
0.76,-0.632446356759306,-0.372394559013171,0.6,0
0.77,-0.650951917411905,-0.416267968775886,0.6,0
0.78,-0.693547437421082,-0.457874864720537,0.6,0
0.79,-0.727912518448034,-0.498698505009852,0.6,0
0.8,-0.744090031173619,-0.53823081792175,0.6,0
0.81,-0.785770371908024,-0.575447707209233,0.6,0
