Time_s,Signal,Predicted,EstFreq_Hz,PhaseCorr
0,0.0151447014371971,0,0.6,0
0.01,0.0106292764050441,0.0151317930078151,0.6,0
0.02,0.0902366834336877,0.010616010790114,0.6,0
0.03,0.163927379138296,0.0903607823149494,0.6,0
0.04,0.200030194527555,0.164848547851088,0.6,0
0.05,0.260197009353551,0.201980787685866,0.6,0
0.06,0.313669045578231,0.264638368449502,0.6,0
0.07,0.346103299544439,0.320725794663227,0.6,0
0.08,0.396052671271989,0.354498325639321,0.6,0
0.09,0.446328169157131,0.40566072492949,0.6,0
0.1,0.496900418306175,0.456941559194011,0.6,0
0.11,0.523691764299578,0.508052781780683,0.6,0
0.12,0.566676117349628,0.535611876885322,0.6,0
0.13,0.605499438169056,0.577297579904323,0.6,0
0.14,0.657333477009407,0.615598497945798,0.6,0
0.15,0.681672945523099,0.664643690669881,0.6,0
0.16,0.732320840088439,0.691378453589014,0.6,0
0.17,0.735067897676094,0.735425999590738,0.6,0
0.18,0.772484701876453,0.74706618288837,0.6,0
0.19,0.817795353786453,0.775171204530703,0.6,0
0.2,0.850332386098269,0.811767358519491,0.6,0
0.21,0.87975766502446,0.843226448098893,0.6,0
0.22,0.895980211679037,0.871027932136694,0.6,0
0.23,0.906430287431673,0.891029958424649,0.6,0
0.24,0.943384048871753,0.905120358259122,0.6,0
0.25,0.931019215834431,0.926514033121167,0.6,0
0.26,0.979841582620937,0.93386468260635,0.6,0
0.27,0.979770654856485,0.953459696211718,0.6,0
0.28,0.98754759850326,0.965044642971857,0.6,0
0.29,0.988920730365628,0.973964721282215,0.6,0
0.3,0.984205386772374,0.979494695013143,0.6,0
0.31,0.997019967626963,0.981342346135687,0.6,0
0.32,1.00154496645251,0.98443651760051,0.6,0
0.33,0.981371425119194,0.986534989038184,0.6,0
0.34,0.965899215946235,0.983248983654063,0.6,0
0.35,0.979397538774749,0.976931153348937,0.6,0
0.36,0.974905390237074,0.972991006148374,0.6,0
0.37,0.967860545723602,0.96793778377216,0.6,0
0.38,0.9317387393951,0.961591698474443,0.6,0
0.39,0.913541558648557,0.95036012938275,0.6,0
0.4,0.895418356633914,0.937545817199879,0.6,0
0.41,0.878555328668502,0.923423264921493,0.6,0
0.42,0.851601108956637,0.908318882697292,0.6,0
0.43,0.813911877387481,0.891269701124658,0.6,0
0.44,0.795969491667653,0.871453357070208,0.6,0
0.45,0.778209248176782,0.851193372646937,0.6,0
0.46,0.735085264437956,0.83050768268042,0.6,0
0.47,0.711320653129003,0.807052166813669,0.6,0
0.48,0.668547054019868,0.782904067793563,0.6,0
0.49,0.635965731580213,0.756430907613689,0.6,0
0.5,0.599167793347872,0.728764297117771,0.6,0
0.51,0.548919662342408,0.699659054688575,0.6,0
0.52,0.522036261213917,0.668128570416824,0.6,0
0.53,0.440618803365071,0.636341780130329,0.6,0
0.54,0.412998955462674,0.599894324572477,0.6,0
0.55,0.359689173008227,0.563534265726771,0.6,0
0.56,0.327566112284302,0.525240797156782,0.6,0
0.57,0.277921661047259,0.486851036164096,0.6,0
0.58,0.224821779645969,0.447053534440279,0.6,0
0.59,0.177628905135019,0.405730962359369,0.6,0
0.6,0.130473251221712,0.363480699794347,0.6,0
0.61,0.0800212361565813,0.320416722967199,0.6,0
0.62,0.0345728357302593,0.276403731023819,0.6,0
0.63,-0.00564003553213295,0.231920794902783,0.6,0
0.64,-0.0758019588778107,0.187428345807209,0.6,0
0.65,-0.128455155373352,0.140874365195738,0.6,0
0.66,-0.152141711430641,0.0936809537901784,0.6,0
0.67,-0.217767213814748,0.0479535288720481,0.6,0
0.68,-0.273637113197241,0.000808975245327137,0.6,0
0.69,-0.313194653649981,-0.0469316314412473,0.6,0
0.7,-0.368460004504864,-0.0940658766251792,0.6,0
0.71,-0.416049732574672,-0.141583873799524,0.6,0
0.72,-0.443904479578825,-0.188876229490961,0.6,0
0.73,-0.477946860668221,-0.234603994808753,0.6,0
0.74,-0.562943811760356,-0.279175002670513,0.6,0
0.75,-0.590706499880289,-0.325757939276024,0.6,0
0.76,-0.619496550146102,-0.37060239450925,0.6,0
0.77,-0.6265959124928,-0.413797984014595,0.6,0
0.78,-0.693378973005527,-0.454077689938491,0.6,0
0.79,-0.712412041386642,-0.495059674116697,0.6,0
0.8,-0.748688510665011,-0.53385231755635,0.6,0
0.81,-0.792837095833132,-0.571502836977134,0.6,0
0.82,-0.844565483112677,-0.608443746957456,0.6,0
0.83,-0.853227145251386,-0.645049813501163,0.6,0
0.84,-0.883966101303452,-0.678952978276248,0.6,0
0.85,-0.887348182291392,-0.711425247827698,0.6,0
0.86,-0.900744842817344,-0.74108369206767,0.6,0
0.87,-0.940664017205712,-0.768562905171615,0.6,0
0.88,-0.958668046141652,-0.795250739279848,0.6,0
0.89,-0.956458410807347,-0.820068531490033,0.6,0
0.9,-0.990089153151353,-0.842127442664062,0.6,0
0.91,-0.964555245416556,-0.86321150349924,0.6,0
0.92,-0.981616675883198,-0.880652381445537,0.6,0
0.93,-0.988009367564231,-0.896533004932351,0.6,0
0.94,-1.01395279755311,-0.910439077791725,0.6,0
0.95,-0.983066694050947,-0.923274031669722,0.6,0
0.96,-0.976782558282434,-0.932700334583193,0.6,0
0.97,-0.993161934997086,-0.939900877514779,0.6,0
0.98,-0.971065240133968,-0.945875655157068,0.6,0
0.99,-0.949580986996768,-0.94915616003059,0.6,0
1,-0.947241720666423,-0.949898122994587,0.6,0
1.01,-0.935388860543683,-0.948942361883588,0.6,0
1.02,-0.91049567511623,-0.94600369309586,0.6,0
1.03,-0.898774242868417,-0.940691019066325,0.6,0
1.04,-0.851084687313891,-0.933584621144462,0.6,0
1.05,-0.826248045601754,-0.923477489719233,0.6,0
1.06,-0.816152104044304,-0.911305583382692,0.6,0
1.07,-0.77170678655254,-0.897668490436525,0.6,0
1.08,-0.742158477098652,-0.881430094411318,0.6,0
1.09,-0.712352412318456,-0.8632040188715,0.6,0
1.1,-0.679450069843145,-0.843055893512545,0.6,0
1.11,-0.641192335861257,-0.820949547123444,0.6,0
1.12,-0.610986500015244,-0.796768975684994,0.6,0
1.13,-0.544083120916746,-0.770865144272196,0.6,0
1.14,-0.513007622528481,-0.742012296990206,0.6,0
1.15,-0.470110531410156,-0.711548886562712,0.6,0
1.16,-0.424070851742424,-0.679115941084592,0.6,0
1.17,-0.383221981922538,-0.644663475235562,0.6,0
1.18,-0.345077975368999,-0.608447306794454,0.6,0
1.19,-0.300461998855636,-0.570638228125963,0.6,0
1.2,-0.254985754454237,-0.531064424698814,0.6,0
1.21,-0.189751780085138,-0.489767071785103,0.6,0
1.22,-0.142760225809,-0.446042801519898,0.6,0
1.23,-0.0881170013826703,-0.400693162716452,0.6,0
1.24,-0.0231645337976926,-0.353492638576921,0.6,0
1.25,-0.0124928180815784,-0.304096216241752,0.6,0
1.26,0.0455855958916545,-0.25491360629068,0.6,0
1.27,0.0875258921916573,-0.204019832027567,0.6,0
1.28,0.154140631928059,-0.152234513536195,0.6,0
1.29,0.181601919515341,-0.0985594982694085,0.6,0
1.3,0.254156793927844,-0.0449079676008938,0.6,0
1.31,0.308078936033936,0.0107006438345887,0.6,0
1.32,0.333544369523962,0.0672680414468717,0.6,0
1.33,0.388545888434907,0.123288936298336,0.6,0
1.34,0.417277139605078,0.180081759235763,0.6,0
1.35,0.4715632593214,0.236216301056532,0.6,0
1.36,0.536885466474453,0.29286181213824,0.6,0
1.37,0.544970185304618,0.350468337035343,0.6,0
1.38,0.599688134208691,0.405973692715039,0.6,0
1.39,0.640490476735515,0.461712107446768,0.6,0
1.4,0.687498710634126,0.516857622079558,0.6,0
1.41,0.698858860036538,0.571653783776874,0.6,0
1.42,0.759851840375591,0.624133910919171,0.6,0
1.43,0.777194060939174,0.676899035966159,0.6,0
1.44,0.790041785436919,0.727543936201477,0.6,0
1.45,0.814119759560037,0.775811014876887,0.6,0
1.46,0.833955469536226,0.822301640279898,0.6,0
1.47,0.884056708748768,0.86678524387212,0.6,0
1.48,0.909443173254885,0.910886663995441,0.6,0
1.49,0.919990904863879,0.953254641814796,0.6,0
1.5,0.949342415578225,0.993116878649824,0.6,0
1.51,0.972501078678783,1.03151728372014,0.6,0
1.52,0.949652352239606,1.06814675615457,0.6,0
1.53,0.973077445113961,1.1006334986044,0.6,0
1.54,0.983549984448354,1.1315255960194,0.6,0
1.55,0.987947537443347,1.16019321367347,0.6,0
1.56,0.989876713471369,1.1863964046923,0.6,0
1.57,0.999883201250538,1.21009717106078,0.6,0
1.58,0.972739764377441,1.23179678234202,0.6,0
1.59,0.98901171547465,1.24971305408093,0.6,0
1.6,0.961219254204962,1.26616219271239,0.6,0
1.61,0.940247616019828,1.27903956106306,0.6,0
1.62,0.941653235091447,1.28884299218728,0.6,0
1.63,0.9247310456713,1.29679176401454,0.6,0
1.64,0.911825412834622,1.30210059000252,0.6,0
1.65,0.883855303873643,1.30508668112776,0.6,0
1.66,0.847982496160579,1.30516655334796,0.6,0
1.67,0.846842035522861,1.3021282819647,0.6,0
1.68,0.80756353654941,1.29770694274632,0.6,0
1.69,0.791303196888759,1.29027029490681,0.6,0
1.7,0.749498281757759,1.28099656130645,0.6,0
1.71,0.731451026830923,1.26887471037051,0.6,0
1.72,0.673208920025333,1.25508352531026,0.6,0
1.73,0.651092050883374,1.23801604097785,0.6,0
1.74,0.603324610083324,1.21936930475837,0.6,0
1.75,0.583035770431381,1.19818090893368,0.6,0
1.76,0.519633986043324,1.17571737790799,0.6,0
1.77,0.503087147044327,1.1503326833739,0.6,0
1.78,0.458644949638426,1.1240523887108,0.6,0
1.79,0.400613444509366,1.09585290273373,0.6,0
1.8,0.376594363646409,1.06533502879188,0.6,0
1.81,0.317133697894044,1.03393106311266,0.6,0
1.82,0.270549509206727,1.00035685712477,0.6,0
1.83,0.223317465629755,0.96501215437491,0.6,0
1.84,0.196483946124168,0.928024253362125,0.6,0
1.85,0.110251990197502,0.890285430740889,0.6,0
1.86,0.0788864286042188,0.849749954724417,0.6,0
1.87,0.0290078855134912,0.808589659843732,0.6,0
1.88,-0.0172822672357788,0.766246606907032,0.6,0
1.89,-0.0764849690714398,0.722972487438239,0.6,0
1.9,-0.120097797301556,0.678298430363076,0.6,0
1.91,-0.151920619140111,0.632877027298618,0.6,0
1.92,-0.226165266155329,0.587232752093842,0.6,0
1.93,-0.269550180913887,0.540028485479404,0.6,0
1.94,-0.310044384505375,0.492461191583064,0.6,0
1.95,-0.365624517889786,0.444730752261339,0.6,0
1.96,-0.418315157104866,0.396439782659181,0.6,0
1.97,-0.46258911356046,0.347796294220393,0.6,0
1.98,-0.497428623017744,0.299168394017201,0.6,0
1.99,-0.547275468529332,0.250927273335933,0.6,0
2,-0.580775263272263,0.202671127962879,0.6,0
2.01,-0.612153403393331,0.154964694939288,0.6,0
2.02,-0.676798157938051,0.10790814671241,0.6,0
2.03,-0.721494285950379,0.0605785410565276,0.6,0
2.04,-0.730482035736251,0.0136247362770055,0.6,0
2.05,-0.747855109260011,-0.0319298431609837,0.6,0
2.06,-0.78894988888569,-0.0763400349993811,0.6,0
2.07,-0.834365033443517,-0.120244833422721,0.6,0
2.08,-0.830588739746458,-0.163729390070498,0.6,0
2.09,-0.860596134323768,-0.205522777415582,0.6,0
2.1,-0.892541419284312,-0.246516217110311,0.6,0
2.11,-0.883159634570619,-0.286755007439053,0.6,0
2.12,-0.931473172912101,-0.325249568049738,0.6,0
2.13,-0.947290996882497,-0.363401901984678,0.6,0
2.14,-0.950924369811849,-0.400474133535621,0.6,0
2.15,-0.951388731459163,-0.436282320153443,0.6,0
2.16,-0.968584746803653,-0.470752799387491,0.6,0
