Time_s,Signal,Predicted,EstFreq_Hz,PhaseCorr
0,0.00408401049513718,0,0.6,0
0.01,0.0441694489545793,0.004080529531099,0.6,0
0.02,0.10263719971608,0.0441396377288206,0.6,0
0.03,0.141598697804016,0.102725320076486,0.6,0
0.04,0.200597740838936,0.142100688070194,0.6,0
0.05,0.240904967298627,0.20260177389981,0.6,0
0.06,0.282396403310538,0.244718160435284,0.6,0
0.07,0.339526687926914,0.288128505591306,0.6,0
0.08,0.413420394110987,0.347516947163746,0.6,0
0.09,0.45273685835652,0.423701766019597,0.6,0
0.1,0.483285948575133,0.464416680361347,0.6,0
0.11,0.515842623336971,0.495289132839369,0.6,0
0.12,0.549202012259489,0.527588633078122,0.6,0
0.13,0.602226091792658,0.560459191073862,0.6,0
0.14,0.645032706291329,0.611044444741253,0.6,0
0.15,0.67832108680108,0.653493769171948,0.6,0
0.16,0.724954423118137,0.686752982193008,0.6,0
0.17,0.767593468292016,0.728833299164871,0.6,0
0.18,0.790469011441325,0.768929742374908,0.6,0
0.19,0.823594658705407,0.794920484995031,0.6,0
0.2,0.84634288845429,0.823413389064489,0.6,0
0.21,0.853252165642536,0.846484664814109,0.6,0
0.22,0.894513949968506,0.859432543132815,0.6,0
0.23,0.916770456145479,0.884295356665489,0.6,0
0.24,0.915267307194637,0.905777431169456,0.6,0
0.25,0.949370284368508,0.916338664661668,0.6,0
0.26,0.972101367649344,0.933911073593795,0.6,0
0.27,0.952725433124612,0.951209411170655,0.6,0
0.28,0.981493813899298,0.955678627173543,0.6,0
0.29,0.991299827858568,0.965720309079263,0.6,0
0.3,1.00212740090971,0.974134167688145,0.6,0
0.31,1.01587210809493,0.981583344161914,0.6,0
0.32,0.997025250507359,0.988849967883292,0.6,0
0.33,0.992422004468731,0.989335783000699,0.6,0
0.34,0.987607841596572,0.98773238628165,0.6,0
0.35,0.98866789700536,0.984511480251844,0.6,0
0.36,0.944510707942883,0.980956241375816,0.6,0
0.37,0.947137480580458,0.970284162951559,0.6,0
0.38,0.950821446100951,0.960847893822802,0.6,0
0.39,0.925772450976226,0.952357165153944,0.6,0
0.4,0.906374661509952,0.94092810776356,0.6,0
0.41,0.88773312743446,0.92779788103118,0.6,0
0.42,0.853147777321422,0.913322643788455,0.6,0
0.43,0.804976168933773,0.895993989725571,0.6,0
0.44,0.818835214572052,0.874865169120933,0.6,0
0.45,0.761609081868123,0.856580953970024,0.6,0
0.46,0.722092266616901,0.833863241935013,0.6,0
0.47,0.692906532687646,0.808932338589064,0.6,0
0.48,0.665030228678976,0.782967355804806,0.6,0
0.49,0.622031638345128,0.756173358591233,0.6,0
0.5,0.587396239593153,0.72730518630643,0.6,0
0.51,0.544862634887097,0.697286151094755,0.6,0
0.52,0.501886854745517,0.665563536545092,0.6,0
0.53,0.468525970621243,0.632268065964219,0.6,0
0.54,0.412910113029286,0.598335922523563,0.6,0
0.55,0.37731014746014,0.562053569355411,0.6,0
0.56,0.315919395142346,0.525226407183018,0.6,0
0.57,0.267725897054934,0.48591424843651,0.6,0
0.58,0.223001378087333,0.44536377788901,0.6,0
0.59,0.179212374353887,0.403969193169853,0.6,0
0.6,0.127804984368981,0.36190280229904,0.6,0
0.61,0.0806133162477845,0.318693311950278,0.6,0
0.62,0.0199476753319593,0.274778293311921,0.6,0
0.63,-0.00690197296333849,0.229286281730365,0.6,0
0.64,-0.0644807831867129,0.184793764450206,0.6,0
0.65,-0.140037027007381,0.139124725709567,0.6,0
0.66,-0.185122959678863,0.0911686350823855,0.6,0
0.67,-0.241773276338725,0.0432447493488175,0.6,0
0.68,-0.275422261845938,-0.00536477756453801,0.6,0
0.69,-0.330158499727221,-0.0529922687885994,0.6,0
0.7,-0.371073103432262,-0.101025474004485,0.6,0
0.71,-0.392705643479609,-0.148446082332858,0.6,0
0.72,-0.451301118633305,-0.193956204286607,0.6,0
0.73,-0.491612766745139,-0.239966667110514,0.6,0
0.74,-0.550014167650572,-0.285199831885697,0.6,0
0.75,-0.574821398130492,-0.33074757423104,0.6,0
0.76,-0.611326956373466,-0.374431531206635,0.6,0
0.77,-0.667650555534384,-0.416999298936632,0.6,0
0.78,-0.701653962915327,-0.459620197497344,0.6,0
0.79,-0.736431306306087,-0.500890040391869,0.6,0
0.8,-0.75555275592698,-0.540859108312059,0.6,0
0.81,-0.803711819199322,-0.578645852711421,0.6,0
0.82,-0.822008384707026,-0.615934921559059,0.6,0
0.83,-0.852880212362749,-0.651045693965161,0.6,0
0.84,-0.854829406752575,-0.684725701078361,0.6,0
0.85,-0.895240193999619,-0.715481249685986,0.6,0
0.86,-0.911088977998823,-0.74542367198478,0.6,0
0.87,-0.948048670378699,-0.773294995295499,0.6,0
0.88,-0.93931609694503,-0.800207875212146,0.6,0
0.89,-0.97086779599433,-0.823953688780259,0.6,0
