Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/07/21 19:28:36.754,-0.242,-0.111,-23.517,23.51850705295725
2025/07/21 19:28:36.854,-0.245,-0.101,-23.539,23.540491647372196
2025/07/21 19:28:36.954,-0.258,-0.088,-23.557,23.558577142943076
2025/07/21 19:28:37.054,-0.25,-0.074,-23.518,23.51944514651653
2025/07/21 19:28:37.154,-0.256,-0.097,-23.535,23.53659214924709
2025/07/21 19:28:37.254,-0.27,-0.092,-23.583,23.584724993096696
2025/07/21 19:28:37.354,-0.26,-0.087,-23.544,23.545596297397097
2025/07/21 19:28:37.454,-0.249,-0.08,-23.499,23.50045535729042
2025/07/21 19:28:37.554,-0.256,-0.069,-23.533,23.534493536084433
2025/07/21 19:28:37.654,-0.252,-0.068,-23.552,23.553446287114756
2025/07/21 19:28:37.754,-0.242,-0.065,-23.524,23.52533453534721
2025/07/21 19:28:37.854,-0.248,-0.068,-23.537,23.538404725044558
2025/07/21 19:28:37.954,-0.261,-0.063,-23.589,23.590527993243388
2025/07/21 19:28:38.054,-0.257,-0.08,-23.533,23.53453925616561
2025/07/21 19:28:38.154,-0.26,-0.101,-23.522,23.523653734060954
2025/07/21 19:28:38.254,-0.264,-0.081,-23.579,23.580616997865008
2025/07/21 19:28:38.354,-0.245,-0.083,-23.546,23.547420877879595
2025/07/21 19:28:38.454,-0.242,-0.081,-23.489,23.49038624629233
2025/07/21 19:28:38.554,-0.241,-0.082,-23.544,23.54537621275141
2025/07/21 19:28:38.654,-0.241,-0.07,-23.563,23.564336400586374
2025/07/21 19:28:38.754,-0.242,-0.063,-23.515,23.516329603065188
2025/07/21 19:28:38.854,-0.254,-0.054,-23.521,23.522433398779132
2025/07/21 19:28:38.954,-0.259,-0.057,-23.588,23.589490753299447
2025/07/21 19:28:39.054,-0.248,-0.069,-23.526,23.527408293307616
2025/07/21 19:28:39.154,-0.253,-0.069,-23.486,23.487464018067172
2025/07/21 19:28:39.254,-0.243,-0.046,-23.53,23.531299687862546
