Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/07/21 19:48:08.825,1.409,-0.103,-23.432,23.474550347131252
2025/07/21 19:48:08.926,1.413,-0.101,-23.5,23.54265851597903
2025/07/21 19:48:09.019,1.4,-0.108,-23.437,23.479025384372328
2025/07/21 19:48:09.119,1.396,-0.102,-23.409,23.45081024186584
2025/07/21 19:48:09.219,1.408,-0.094,-23.504,23.54632277023315
2025/07/21 19:48:09.320,1.404,-0.1,-23.457,23.499192858479205
2025/07/21 19:48:09.419,1.401,-0.095,-23.402,23.444091579756297
2025/07/21 19:48:09.519,1.399,-0.092,-23.486,23.527810374108338
2025/07/21 19:48:09.619,1.404,-0.098,-23.483,23.525137810435883
2025/07/21 19:48:09.719,1.396,-0.102,-23.401,23.44282450985802
2025/07/21 19:48:09.819,1.403,-0.1,-23.45,23.492145687442004
2025/07/21 19:48:09.919,1.408,-0.103,-23.502,23.544364017743185
2025/07/21 19:48:10.019,1.395,-0.102,-23.407,23.448754295271208
2025/07/21 19:48:10.119,1.406,-0.101,-23.429,23.471367194946268
2025/07/21 19:48:10.219,1.407,-0.103,-23.516,23.558279096742186
2025/07/21 19:48:10.320,1.403,-0.104,-23.441,23.483179214067246
2025/07/21 19:48:10.419,1.403,-0.102,-23.421,23.46320638787461
2025/07/21 19:48:10.519,1.405,-0.099,-23.5,23.54217122527147
2025/07/21 19:48:10.619,1.403,-0.109,-23.462,23.504164184246157
2025/07/21 19:48:10.720,1.401,-0.099,-23.396,23.438118909161634
2025/07/21 19:48:10.819,1.409,-0.095,-23.502,23.54439020233907
2025/07/21 19:48:10.920,1.412,-0.1,-23.492,23.534608728423766
2025/07/21 19:48:11.019,1.52,-0.379,-23.334,23.386525971165533
2025/07/21 19:48:11.120,1.363,-0.029,-23.535,23.574453015923826
2025/07/21 19:48:11.219,1.447,-0.04,-23.452,23.49663195013277
2025/07/21 19:48:11.320,1.381,-0.069,-23.431,23.471763525564075
2025/07/21 19:48:11.419,1.412,-0.119,-23.44,23.48279167816297
2025/07/21 19:48:11.520,1.396,-0.097,-23.502,23.543623956392096
2025/07/21 19:48:11.619,1.386,-0.076,-23.437,23.478069362705277
2025/07/21 19:48:11.720,1.392,-0.05,-23.426,23.467373947674673
2025/07/21 19:48:11.819,1.412,-0.074,-23.516,23.55846930511403
2025/07/21 19:48:11.920,1.402,-0.099,-23.449,23.491083542484798
2025/07/21 19:48:12.019,1.398,-0.09,-23.395,23.436905277787847
2025/07/21 19:48:12.120,1.426,-0.107,-23.496,23.53947622611854
2025/07/21 19:48:12.219,1.415,-0.1,-23.451,23.493863581795143
2025/07/21 19:48:12.320,1.406,-0.087,-23.392,23.434377930723915
2025/07/21 19:48:12.419,1.392,-0.093,-23.492,23.533388557536718
2025/07/21 19:48:12.520,1.394,-0.129,-23.458,23.499737041081968
2025/07/21 19:48:12.619,1.385,-0.118,-23.411,23.452229531539214
2025/07/21 19:48:12.720,1.388,-0.128,-23.469,23.510357058113772
2025/07/21 19:48:12.819,1.4,-0.132,-23.496,23.538042399485988
2025/07/21 19:48:12.920,1.405,-0.116,-23.414,23.45640375249369
2025/07/21 19:48:13.019,1.413,-0.1,-23.453,23.49573957124993
2025/07/21 19:48:13.120,1.419,-0.11,-23.527,23.570010394567078
2025/07/21 19:48:13.219,1.407,-0.117,-23.423,23.46551228931514
2025/07/21 19:48:13.320,1.423,-0.095,-23.438,23.481350003779596
2025/07/21 19:48:13.419,1.431,-0.104,-23.512,23.555736477554678
2025/07/21 19:48:13.520,1.401,-0.1,-23.428,23.470065722106533
2025/07/21 19:48:13.620,1.403,-0.078,-23.446,23.48806950347346
2025/07/21 19:48:13.720,1.402,-0.082,-23.521,23.562889657255536
2025/07/21 19:48:13.819,1.418,-0.087,-23.447,23.490000042571307
2025/07/21 19:48:13.920,1.425,-0.101,-22.606,22.651094057462217
2025/07/21 19:48:14.019,1.462,0.005,-22.66,22.70711494223782
2025/07/21 19:48:14.120,1.398,-0.151,-22.63,22.673643399330423
2025/07/21 19:48:14.219,1.368,-0.165,-22.498,22.540156454647782
2025/07/21 19:48:14.320,1.409,-0.011,-22.583,22.62691518965853
2025/07/21 19:48:14.419,1.425,0.025,-22.587,22.631920355992772
2025/07/21 19:48:14.519,1.405,-0.096,-22.533,22.576964587827128
2025/07/21 19:48:14.619,1.393,-0.16,-22.594,22.637466399754192
2025/07/21 19:48:14.719,1.392,-0.091,-22.571,22.614066109393065
2025/07/21 19:48:14.819,1.428,-0.005,-22.484,22.529302363810558
2025/07/21 19:48:14.919,1.432,-0.028,-22.568,22.61340381278325
2025/07/21 19:48:15.019,1.413,-0.131,-22.648,22.692413578110198
2025/07/21 19:48:15.119,1.388,-0.209,-22.559,22.602626086364392
2025/07/21 19:48:15.219,1.383,-0.174,-22.527,22.5700840494669
2025/07/21 19:48:15.319,1.402,-0.045,-22.574,22.617539764527884
2025/07/21 19:48:15.419,1.432,0.026,-22.493,22.53855250454208
2025/07/21 19:48:15.520,1.413,-0.026,-22.542,22.586257082571255
2025/07/21 19:48:15.619,1.401,-0.145,-22.654,22.697743103665616
2025/07/21 19:48:15.720,1.366,-0.191,-22.601,22.643048337182872
2025/07/21 19:48:15.819,1.38,-0.147,-22.49,22.532778545931702
2025/07/21 19:48:15.919,1.413,-0.057,-22.555,22.59928855074867
2025/07/21 19:48:16.019,1.406,-0.061,-22.597,22.64078103776458
