Timestamp,Force_X_N,Force_Y_N,Force_Z_N,Force_Magnitude_N
2025/08/04 16:00:31.858,0.13,-0.039,-23.398,23.398393641444706
2025/08/04 16:00:31.957,0.088,-0.001,-23.431,23.431165271919365
2025/08/04 16:00:32.058,0.028,-0.001,-23.459,23.459016731312502
2025/08/04 16:00:32.157,-0.044,0.038,-23.492,23.492071939273472
2025/08/04 16:00:32.258,-0.07,0.107,-23.524,23.524347493607554
2025/08/04 16:00:32.357,-0.111,0.126,-23.511,23.511599647833407
2025/08/04 16:00:32.458,-0.167,0.13,-23.553,23.553950793868957
2025/08/04 16:00:32.557,-0.145,0.215,-23.569,23.570426618964703
2025/08/04 16:00:32.658,-0.158,0.219,-23.563,23.564547396459794
2025/08/04 16:00:32.757,-0.183,0.175,-23.568,23.569360152537023
2025/08/04 16:00:32.858,-0.149,0.215,-23.574,23.57545125761117
2025/08/04 16:00:32.957,-0.13,0.218,-23.561,23.562367134903912
2025/08/04 16:00:33.058,-0.162,0.146,-23.568,23.569008973650124
2025/08/04 16:00:33.157,-0.128,0.148,-23.558,23.55881261863594
2025/08/04 16:00:33.258,-0.084,0.167,-23.536,23.536742361677838
2025/08/04 16:00:33.357,-0.104,0.101,-23.532,23.532446557891088
2025/08/04 16:00:33.458,-0.065,0.07,-23.52,23.52019398304359
2025/08/04 16:00:33.557,0.001,0.102,-23.497,23.497221410200826
2025/08/04 16:00:33.658,0.023,0.018,-23.456,23.456018182973853
2025/08/04 16:00:33.757,0.062,-0.029,-23.448,23.44809990169779
2025/08/04 16:00:33.858,0.127,0.014,-23.423,23.423348479668743
2025/08/04 16:00:33.957,0.16,-0.011,-23.379,23.379550081214138
2025/08/04 16:00:34.058,0.153,-0.076,-23.397,23.397623682758894
2025/08/04 16:00:34.157,0.18,-0.016,-23.395,23.395697916497383
2025/08/04 16:00:34.258,0.162,-0.013,-23.407,23.40756420476082
2025/08/04 16:00:34.357,0.095,-0.066,-23.43,23.430285550970137
2025/08/04 16:00:34.458,0.056,-0.001,-23.464,23.464066846989674
2025/08/04 16:00:34.557,0.008,0.062,-23.485,23.485083201896476
2025/08/04 16:00:34.658,-0.089,0.049,-23.511,23.51121951324516
2025/08/04 16:00:34.757,-0.142,0.099,-23.561,23.56163589396967
2025/08/04 16:00:34.858,-0.156,0.2,-23.572,23.573364630446797
2025/08/04 16:00:34.957,-0.201,0.194,-23.587,23.58865417949909
2025/08/04 16:00:35.058,-0.226,0.197,-23.602,23.603904105041604
2025/08/04 16:00:35.157,-0.183,0.285,-23.543,23.545436139515445
2025/08/04 16:00:35.258,-0.193,0.254,-23.538,23.54016161796686
2025/08/04 16:00:35.357,-0.168,0.196,-23.523,23.524416443346684
2025/08/04 16:00:35.458,-0.067,0.161,-23.492,23.49264723269815
2025/08/04 16:00:35.557,-0.009,0.133,-23.424,23.424379308745834
2025/08/04 16:00:35.658,-0.041,0.048,-23.392,23.392085178538487
2025/08/04 16:00:35.757,-0.051,0.106,-23.425,23.425295344989784
2025/08/04 16:00:35.858,-0.058,0.138,-23.441,23.441477961084278
2025/08/04 16:00:35.957,-0.113,0.058,-23.423,23.42334438119373
2025/08/04 16:00:36.058,-0.122,0.114,-23.455,23.455594322037545
2025/08/04 16:00:36.157,-0.123,0.206,-23.477,23.47822595512702
2025/08/04 16:00:36.258,-0.153,0.19,-23.485,23.48626692345976
2025/08/04 16:00:36.357,-0.17,0.124,-23.498,23.498942103847995
2025/08/04 16:00:36.458,-0.118,0.162,-23.48,23.48085535068942
2025/08/04 16:00:36.557,-0.135,0.203,-23.475,23.476265865763235
2025/08/04 16:00:36.658,-0.213,0.159,-23.525,23.52650154612878
2025/08/04 16:00:36.757,-0.209,0.244,-23.558,23.56019059770103
2025/08/04 16:00:36.858,-0.154,0.242,-23.541,23.54274752445007
2025/08/04 16:00:36.957,-0.102,0.14,-23.504,23.504638265670035
2025/08/04 16:00:37.058,-0.013,0.11,-23.46,23.460261486181267
2025/08/04 16:00:37.157,0.027,0.099,-23.4,23.40022499891828
2025/08/04 16:00:37.258,-0.028,0.045,-23.384,23.384060062358717
2025/08/04 16:00:37.357,-0.046,0.009,-23.417,23.41704691031728
2025/08/04 16:00:37.458,-0.012,0.091,-23.391,23.391180089939883
2025/08/04 16:00:37.557,-0.026,0.106,-23.387,23.38725467001204
2025/08/04 16:00:37.658,-0.056,0.055,-23.422,23.422131521277052
2025/08/04 16:00:37.757,-0.033,0.13,-23.426,23.426383950580163
2025/08/04 16:00:37.858,-0.021,0.098,-22.693,22.693221322676955
2025/08/04 16:00:37.957,-0.035,0.019,-20.339,20.339038989096803
2025/08/04 16:00:38.058,0.026,0.105,-17.46,17.460335076968025
2025/08/04 16:00:38.157,-0.008,0.158,-14.639,14.639854814853868
2025/08/04 16:00:38.258,0.136,0.617,-11.372,11.389537699134236
2025/08/04 16:00:38.357,-0.465,0.023,-8.327,8.340004976017699
