Time_s,Signal,TrueAmp,TruePhase_rad,TrueFreq_Hz
27.46,-0.115314850378271,0.577411554901973,138.029014828121,0.8
27.47,-0.0867246443368112,0.577296084138454,138.079280310579,0.8
27.48,-0.0579268384547292,0.577180636466778,138.129545793036,0.8
27.49,-0.028994248116285,0.577065211882328,138.179811275493,0.8
27.5,-1.13078127829054e-14,0.576949810380487,138.230076757951,0.8
27.51,0.0289826527362792,0.576834431956638,138.280342240408,0.8
27.52,0.0578805155156054,0.576719076606166,138.330607722866,0.8
27.53,0.0866206371803756,0.576603744324457,138.380873205323,0.8
27.54,0.115130494141978,0.576488435106898,138.431138687781,0.8
27.55,0.143338173376944,0.576373148948877,138.481404170238,0.8
27.56,0.17117255380788,0.576257885845782,138.531669652696,0.8
27.57,0.198563485611594,0.576142645793002,138.581935135153,0.8
27.58,0.225441967002761,0.576027428785928,138.63220061761,0.8
27.59,0.251740318046965,0.575912234819952,138.682466100068,0.8
27.6,0.277392351066214,0.575797063890464,138.732731582525,0.8
27.61,0.302333537206961,0.57568191599286,138.782997064983,0.8
27.62,0.326501168752338,0.575566791122532,138.83326254744,0.8
27.63,0.349834516769738,0.575451689274876,138.883528029898,0.8
27.64,0.372274983697778,0.575336610445288,138.933793512355,0.8
27.65,0.393766250489203,0.575221554629164,138.984058994812,0.8
27.66,0.414254417940205,0.575106521821902,139.03432447727,0.8
27.67,0.433688141851801,0.574991512018901,139.084589959727,0.8
27.68,0.452018761683884,0.574876525215561,139.134855442185,0.8
27.69,0.469200422380261,0.574761561407282,139.185120924642,0.8
27.7,0.485190189059048,0.574646620589466,139.2353864071,0.8
27.71,0.49994815428221,0.574531702757514,139.285651889557,0.8
27.72,0.513437537635864,0.574416807906831,139.335917372015,0.8
27.73,0.52562477737314,0.57430193603282,139.386182854472,0.8
27.74,0.536479613891241,0.574187087130886,139.436448336929,0.8
27.75,0.545975164835162,0.574072261196436,139.486713819387,0.8
27.76,0.554087991641714,0.573957458224877,139.536979301844,0.8
27.77,0.56079815735921,0.573842678211615,139.587244784302,0.8
27.78,0.56608927560034,0.573727921152062,139.637510266759,0.8
27.79,0.569948550507988,0.573613187041625,139.687775749217,0.8
27.8,0.57236680763684,0.573498475875715,139.738041231674,0.8
27.81,0.573338515676272,0.573383787649745,139.788306714131,0.8
27.82,0.572861798963385,0.573269122359126,139.838572196589,0.8
27.83,0.570938440758254,0.573154479999273,139.888837679046,0.8
27.84,0.567573877276814,0.573039860565598,139.939103161504,0.8
27.85,0.562777182500137,0.572925264053518,139.989368643961,0.8
27.86,0.556561043802196,0.572810690458449,140.039634126419,0.8
27.87,0.548941728461251,0.572696139775808,140.089899608876,0.8
27.88,0.539939041143234,0.572581612001012,140.140165091334,0.8
27.89,0.529576272467942,0.57246710712948,140.190430573791,0.8
27.9,0.517880138791666,0.572352625156633,140.240696056248,0.8
27.91,0.504880713361753,0.572238166077891,140.290961538706,0.8
27.92,0.490611349020479,0.572123729888676,140.341227021163,0.8
27.93,0.475108592656814,0.57200931658441,140.391492503621,0.8
27.94,0.458412091625434,0.571894926160517,140.441757986078,0.8
27.95,0.440564492372615,0.571780558612421,140.492023468536,0.8
27.96,0.421611331527947,0.571666213935547,140.542288950993,0.8
27.97,0.401600919740343,0.571551892125322,140.59255443345,0.8
27.98,0.380584218554063,0.571437593177173,140.642819915908,0.8
27.99,0.358614710639162,0.571323317086528,140.693085398365,0.8
28,0.335748263706126,0.571209063848815,140.743350880823,0.8
28.01,0.312042988451405,0.571094833459465,140.79361636328,0.8
28.02,0.287559090894759,0.570980625913908,140.843881845738,0.8
28.03,0.262358719483656,0.570866441207577,140.894147328195,0.8
28.04,0.236505807353065,0.570752279335903,140.944412810652,0.8
28.05,0.210065910140659,0.57063814029432,140.99467829311,0.8
28.06,0.183106039769411,0.570524024078263,141.044943775567,0.8
28.07,0.155694494618273,0.570409930683168,141.095209258025,0.8
28.08,0.127900686511912,0.570295860104469,141.145474740482,0.8
28.09,0.0997949649673974,0.570181812337605,141.19574022294,0.8
28.1,0.0714484391429394,0.570067787378013,141.246005705397,0.8
28.11,0.042932797939268,0.569953785221134,141.296271187855,0.8
28.12,0.0143201287087435,0.569839805862405,141.346536670312,0.8
28.13,-0.0143172649693668,0.569725849297269,141.396802152769,0.8
28.14,-0.0429070459868605,0.569611915521167,141.447067635227,0.8
28.15,-0.0713770264161087,0.569498004529542,141.497333117684,0.8
28.16,-0.0996553497698829,0.569384116317836,141.547598600142,0.8
28.17,-0.127670672351037,0.569270250881496,141.597864082599,0.8
28.18,-0.155352343234634,0.569156408215966,141.648129565057,0.8
28.19,-0.182630582428393,0.569042588316692,141.698395047514,0.8
28.2,-0.209436656762243,0.568928791179122,141.748660529971,0.8
28.21,-0.23570305306366,0.568815016798703,141.798926012429,0.8
28.22,-0.26136364818249,0.568701265170885,141.849191494886,0.8
28.23,-0.286353875437126,0.568587536291118,141.899456977344,0.8
28.24,-0.310610887062991,0.568473830154853,141.949722459801,0.8
28.25,-0.334073712254869,0.56836014675754,141.999987942259,0.8
28.26,-0.356683410405397,0.568246486094634,142.050253424716,0.8
28.27,-0.378383219154837,0.568132848161587,142.100518907174,0.8
28.28,-0.399118696880188,0.568019232953854,142.150784389631,0.8
28.29,-0.418837859266023,0.567905640466891,142.201049872088,0.8
28.3,-0.437491309614468,0.567792070696153,142.251315354546,0.8
28.31,-0.455032362567743,0.567678523637098,142.301580837003,0.8
28.32,-0.471417160933351,0.567564999285185,142.351846319461,0.8
28.33,-0.48660478531977,0.567451497635871,142.402111801918,0.8
28.34,-0.500557356308428,0.567338018684617,142.452377284376,0.8
28.35,-0.513240128907045,0.567224562426884,142.502642766833,0.8
28.36,-0.524621579048818,0.567111128858134,142.55290824929,0.8
28.37,-0.53467348192217,0.566997717973829,142.603173731748,0.8
28.38,-0.543370981936511,0.566884329769432,142.653439214205,0.8
28.39,-0.550692654150628,0.566770964240409,142.703704696663,0.8
28.4,-0.556620557012005,0.566657621382225,142.75397017912,0.8
28.41,-0.561140276277303,0.566544301190345,142.804235661578,0.8
28.42,-0.564240960006662,0.566431003660238,142.854501144035,0.8
28.43,-0.565915344546948,0.566317728787371,142.904766626493,0.8
28.44,-0.566159771441962,0.566204476567213,142.95503210895,0.8
28.45,-0.564974195230534,0.566091246995234,143.005297591407,0.8
28.46,-0.562362182116424,0.565978040066905,143.055563073865,0.8
28.47,-0.558330899517068,0.565864855777698,143.105828556322,0.8
28.48,-0.552891096521195,0.565751694123085,143.15609403878,0.8
28.49,-0.546057075308312,0.56563855509854,143.206359521237,0.8
28.5,-0.537846653605869,0.565525438699537,143.256625003695,0.8
28.51,-0.528281118282466,0.565412344921552,143.306890486152,0.8
28.52,-0.517385170197911,0.565299273760061,143.357155968609,0.8
28.53,-0.505186860452867,0.565186225210541,143.407421451067,0.8
28.54,-0.491717518202559,0.565073199268469,143.457686933524,0.8
28.55,-0.477011670220222,0.564960195929326,143.507952415982,0.8
28.56,-0.461106952416736,0.564847215188591,143.558217898439,0.8
28.57,-0.444044013543196,0.564734257041745,143.608483380897,0.8
28.58,-0.425866411322549,0.564621321484268,143.658748863354,0.8
28.59,-0.406620501276055,0.564508408511645,143.709014345811,0.8
28.6,-0.386355318527727,0.564395518119358,143.759279828269,0.8
28.61,-0.365122452888691,0.564282650302892,143.809545310726,0.8
28.62,-0.342975917539055,0.564169805057732,143.859810793184,0.8
28.63,-0.319972011641953,0.564056982379365,143.910076275641,0.8
28.64,-0.296169177238945,0.563944182263277,143.960341758099,0.8
28.65,-0.271627850790534,0.563831404704956,144.010607240556,0.8
28.66,-0.246410309739003,0.563718649699891,144.060872723014,0.8
28.67,-0.220580514482755,0.563605917243572,144.111138205471,0.8
28.68,-0.194203946163719,0.563493207331491,144.161403687928,0.8
28.69,-0.167347440678351,0.563380519959137,144.211669170386,0.8
28.7,-0.14007901933388,0.563267855122005,144.261934652843,0.8
28.71,-0.112467716577988,0.563155212815586,144.312200135301,0.8
28.72,-0.08458340523882,0.563042593035377,144.362465617758,0.8
28.73,-0.0564966197173575,0.562929995776871,144.412731100216,0.8
28.74,-0.0282783775796336,0.562817421035565,144.462996582673,0.8
28.75,-7.16818626474195e-15,0.562704868806956,144.51326206513,0.8
