Time_s,Signal,TrueAmp,TruePhase_rad,TrueFreq_Hz
51.03,-0.536586823166327,0.600315457158221,256.504756980299,0.8
51.04,-0.522332522632079,0.600255428613983,256.555022462757,0.8
51.05,-0.506761742104872,0.600195406072298,256.605287945214,0.8
51.06,-0.489914074219882,0.600135389532568,256.655553427672,0.8
51.07,-0.471832328913142,0.600075378994192,256.705818910129,0.8
51.08,-0.45256242464676,0.600015374456569,256.756084392587,0.8
51.09,-0.432153271804537,0.599955375919101,256.806349875044,0.8
51.1,-0.410656648553577,0.599895383381186,256.856615357501,0.8
51.11,-0.388127069487129,0.599835396842224,256.906880839959,0.8
51.12,-0.364621647382157,0.599775416301617,256.957146322416,0.8
51.13,-0.340199948421608,0.599715441758764,257.007411804874,0.8
51.14,-0.31492384124895,0.599655473213065,257.057677287331,0.8
51.15,-0.288857340237238,0.599595510663922,257.107942769789,0.8
51.16,-0.262066443369622,0.599535554110733,257.158208252246,0.8
51.17,-0.234618965141947,0.5994756035529,257.208473734704,0.8
51.18,-0.206584364910853,0.599415658989822,257.258739217161,0.8
51.19,-0.178033571121075,0.599355720420902,257.309004699618,0.8
51.2,-0.149038801857672,0.599295787845538,257.359270182076,0.8
51.21,-0.119673382176405,0.599235861263133,257.409535664533,0.8
51.22,-0.0900115586745943,0.599175940673086,257.459801146991,0.8
51.23,-0.060128311771693,0.599116026074799,257.510066629448,0.8
51.24,-0.030099166173583,0.599056117467671,257.560332111906,0.8
51.25,-1.87835544135015e-14,0.598996214851105,257.610597594363,0.8
51.26,0.0300931469422879,0.598936318224502,257.66086307682,0.8
51.27,0.0601042652566045,0.598876427587261,257.711128559278,0.8
51.28,0.0899575679382267,0.598816542938784,257.761394041735,0.8
51.29,0.119577681755933,0.598756664278473,257.811659524193,0.8
51.3,0.148889837550379,0.598696791605729,257.86192500665,0.8
51.31,0.177820058968639,0.598636924919953,257.912190489108,0.8
51.32,0.206295349158176,0.598577064220546,257.962455971565,0.8
51.33,0.234243874949889,0.598517209506909,258.012721454023,0.8
51.34,0.261595148064578,0.598457360778445,258.06298693648,0.8
51.35,0.288280202886491,0.598397518034554,258.113252418937,0.8
51.36,0.314231770355289,0.598337681274638,258.163517901395,0.8
51.37,0.339384447537866,0.5982778504981,258.213783383852,0.8
51.38,0.363674862452697,0.598218025704339,258.26404886631,0.8
51.39,0.387041833731641,0.598158206892759,258.314314348767,0.8
51.4,0.409426524716263,0.598098394062761,258.364579831225,0.8
51.41,0.430772591601266,0.598038587213747,258.414845313682,0.8
51.42,0.451026325251706,0.597978786345119,258.465110796139,0.8
51.43,0.470136786336855,0.597918991456279,258.515376278597,0.8
51.44,0.488055933441286,0.597859202546629,258.565641761054,0.8
51.45,0.504738743830329,0.59779941961557,258.615907243512,0.8
51.46,0.520143326566877,0.597739642662506,258.666172725969,0.8
51.47,0.534231027695097,0.597679871686839,258.716438208427,0.8
51.48,0.546966527226931,0.59762010668797,258.766703690884,0.8
51.49,0.558317927688128,0.597560347665302,258.816969173342,0.8
51.5,0.568256834001899,0.597500594618237,258.867234655799,0.8
51.51,0.576758424510071,0.597440847546179,258.917500138256,0.8
51.52,0.583801512954041,0.597381106448529,258.967765620714,0.8
51.53,0.58936860126104,0.59732137132469,259.018031103171,0.8
51.54,0.593445923003903,0.597261642174065,259.068296585629,0.8
51.55,0.596023477426719,0.597201918996056,259.118562068086,0.8
51.56,0.59709505395209,0.597142201790067,259.168827550544,0.8
51.57,0.596658247110135,0.597082490555499,259.219093033001,0.8
51.58,0.594714461853387,0.597022785291757,259.269358515458,0.8
51.59,0.591268909246089,0.596963085998242,259.319623997916,0.8
51.6,0.586330592540722,0.596903392674358,259.369889480373,0.8
51.61,0.579912283678813,0.596843705319508,259.420154962831,0.8
51.62,0.57203049027734,0.596784023933095,259.470420445288,0.8
51.63,0.562705413186037,0.596724348514522,259.520685927746,0.8
51.64,0.55196089472456,0.596664679063193,259.570951410203,0.8
51.65,0.539824357732359,0.596605015578511,259.62121689266,0.8
51.66,0.526326735586734,0.596545358059879,259.671482375118,0.8
51.67,0.511502393367996,0.5964857065067,259.721747857575,0.8
51.68,0.495389040372325,0.596426060918379,259.772013340033,0.8
51.69,0.478027634195121,0.596366421294318,259.82227882249,0.8
51.7,0.459462276629016,0.596306787633921,259.872544304948,0.8
51.71,0.439740101640796,0.596247159936592,259.922809787405,0.8
51.72,0.418911155711915,0.596187538201735,259.973075269863,0.8
51.73,0.397028270846479,0.596127922428753,260.02334075232,0.8
51.74,0.374146930568841,0.59606831261705,260.073606234777,0.8
51.75,0.350325129250561,0.596008708766031,260.123871717235,0.8
51.76,0.325623225123464,0.595949110875099,260.174137199692,0.8
51.77,0.30010378735161,0.595889518943657,260.22440268215,0.8
51.78,0.273831437548973,0.595829932971111,260.274668164607,0.8
51.79,0.246872686145091,0.595770352956864,260.324933647065,0.8
51.8,0.219295764012124,0.595710778900321,260.375199129522,0.8
51.81,0.19117044978046,0.595651210800886,260.42546461198,0.8
51.82,0.162567893279152,0.595591648657963,260.475730094437,0.8
51.83,0.133560435548263,0.595532092470956,260.525995576894,0.8
51.84,0.104221425878511,0.59547254223927,260.576261059352,0.8
51.85,0.0746250363408278,0.595412997962309,260.626526541809,0.8
51.86,0.0448460742746588,0.595353459639479,260.676792024267,0.8
51.87,0.0149597932091377,0.595293927270183,260.727057506724,0.8
51.88,-0.0149582973045969,0.595234400853826,260.777322989182,0.8
51.89,-0.0448326224702316,0.595174880389814,260.827588471639,0.8
51.9,-0.0745877331492163,0.59511536587755,260.877853954096,0.8
51.91,-0.104148496408673,0.59505585731644,260.928119436554,0.8
51.92,-0.133440285232006,0.594996354705888,260.978384919011,0.8
51.93,-0.162389166914051,0.5949368580453,261.028650401469,0.8
51.94,-0.190922089664782,0.594877367334081,261.078915883926,0.8
51.95,-0.218967066950518,0.594817882571635,261.129181366384,0.8
51.96,-0.246453359107599,0.594758403757368,261.179446848841,0.8
51.97,-0.273311651770474,0.594698930890686,261.229712331298,0.8
51.98,-0.299474230664042,0.594639463970992,261.279977813756,0.8
51.99,-0.324875152319195,0.594580002997693,261.330243296213,0.8
52,-0.349450410281715,0.594520547970194,261.380508778671,0.8
52.01,-0.373138096395293,0.594461098887901,261.430774261128,0.8
52.02,-0.395878556752207,0.594401655750219,261.481039743586,0.8
52.03,-0.417614541918947,0.594342218556553,261.531305226043,0.8
52.04,-0.438291351058572,0.594282787306309,261.581570708501,0.8
52.05,-0.4578569695869,0.594223361998893,261.631836190958,0.8
52.06,-0.476262200015906,0.594163942633711,261.682101673415,0.8
52.07,-0.493460785655624,0.594104529210169,261.732367155873,0.8
52.08,-0.50940952686327,0.594045121727671,261.78263263833,0.8
52.09,-0.524068389547421,0.593985720185625,261.832898120788,0.8
52.1,-0.537400605654811,0.593926324583436,261.883163603245,0.8
52.11,-0.549372765387603,0.59386693492051,261.933429085703,0.8
52.12,-0.559954900919776,0.593807551196254,261.98369456816,0.8
52.13,-0.569120561402819,0.593748173410073,262.033960050617,0.8
52.14,-0.576846879073114,0.593688801561374,262.084225533075,0.8
52.15,-0.583114626295829,0.593629435649563,262.134491015532,0.8
52.16,-0.587908263402985,0.593570075674046,262.18475649799,0.8
52.17,-0.591215977206676,0.59351072163423,262.235021980447,0.8
52.18,-0.593029710092149,0.593451373529522,262.285287462905,0.8
52.19,-0.593345179619042,0.593392031359327,262.335552945362,0.8
52.2,-0.592161888583189,0.593332695123052,262.38581842782,0.8
52.21,-0.589483125515518,0.593273364820104,262.436083910277,0.8
52.22,-0.585315955618667,0.59321404044989,262.486349392734,0.8
52.23,-0.579671202166108,0.593154722011817,262.536614875192,0.8
52.24,-0.572563418412713,0.59309540950529,262.586880357649,0.8
52.25,-0.564010850089592,0.593036102929718,262.637145840107,0.8
52.26,-0.554035388579794,0.592976802284507,262.687411322564,0.8
52.27,-0.542662514894984,0.592917507569063,262.737676805022,0.8
52.28,-0.529921234596591,0.592858218782795,262.787942287479,0.8
52.29,-0.515844003827416,0.592798935925109,262.838207769936,0.8
52.3,-0.500466646642383,0.592739658995412,262.888473252394,0.8
52.31,-0.483828263849075,0.592680387993112,262.938738734851,0.8
52.32,-0.465971133589934,0.592621122917616,262.989004217309,0.8
52.33,-0.446940603918834,0.592561863768331,263.039269699766,0.8
52.34,-0.426784977644968,0.592502610544665,263.089535182224,0.8
52.35,-0.405555389736715,0.592443363246025,263.139800664681,0.8
52.36,-0.383305677596245,0.592384121871818,263.190066147139,0.8
52.37,-0.360092244534136,0.592324886421453,263.240331629596,0.8
52.38,-0.335973916790326,0.592265656894337,263.290597112053,0.8
52.39,-0.311011794463705,0.592206433289877,263.340862594511,0.8
52.4,-0.285269096728016,0.592147215607481,263.391128076968,0.8
52.41,-0.258811001726237,0.592088003846558,263.441393559426,0.8
52.42,-0.231704481549046,0.592028798006515,263.491659041883,0.8
52.43,-0.204018132715066,0.591969598086759,263.541924524341,0.8
52.44,-0.175822002581834,0.5919104040867,263.592190006798,0.8
52.45,-0.147187412126856,0.591851216005745,263.642455489255,0.8
52.46,-0.118186775547417,0.591792033843301,263.692720971713,0.8
52.47,-0.0888934171348944,0.591732857598779,263.74298645417,0.8
52.48,-0.0593813858869451,0.591673687271585,263.793251936628,0.8
52.49,-0.0297252683264197,0.591614522861127,263.843517419085,0.8
52.5,2.32115771769696e-15,0.591555364366815,263.893782901543,0.8
52.51,0.0297193238671912,0.591496211788057,263.944048384,0.8
52.52,0.059357638082439,0.59143706512426,263.994313866458,0.8
52.53,0.0888400970822335,0.591377924374835,264.044579348915,0.8
52.54,0.118092263936669,0.591318789539188,264.094844831372,0.8
52.55,0.147040298283882,0.59125966061673,264.14511031383,0.8
52.56,0.175611142719929,0.591200537606868,264.195375796287,0.8
52.57,0.203732707173768,0.591141420509011,264.245641278745,0.8
52.58,0.231334050802164,0.591082309322569,264.295906761202,0.8
52.59,0.258345560945475,0.59102320404695,264.34617224366,0.8
52.6,0.284699128692559,0.590964104681563,264.396437726117,0.8
52.61,0.310328320612792,0.590905011225816,264.446703208574,0.8
52.62,0.335168546221266,0.59084592367912,264.496968691032,0.8
52.63,0.359157220755966,0.590786842040884,264.547234173489,0.8
52.64,0.382233922855828,0.590727766310515,264.597499655947,0.8
52.65,0.404340546743131,0.590668696487425,264.647765138404,0.8
52.66,0.425421448526618,0.590609632571021,264.698030620862,0.8
