Time_s,Signal,Primary,Secondary,TrueAmp,TrueFreq_Primary_Hz,TrueFreq_Secondary_Hz
0,0.005376671395461,0,0,1,0.8,5
0.01,0.161273972411279,0.0502392939991648,0.092695828266163,0.999900004999833,0.8,5
0.02,0.254053488004389,0.100341644515345,0.176300312099081,0.999800019998667,0.8,5
0.03,0.401434559110805,0.150180528203496,0.242632297703628,0.9997000449955,0.8,5
0.04,0.488020615824363,0.19963011249687,0.285202850928904,0.999600079989334,0.8,5
0.05,0.535338727833026,0.248565573302328,0.299850037493751,0.999500124979169,0.8,5
0.06,0.57767330592422,0.296863410084881,0.285145816062395,0.999400179964005,0.8,5
0.07,0.590363266404041,0.344401757546112,0.242535264192542,0.999300244942843,0.8,5
0.08,0.603039226146705,0.391060693109916,0.176194563639532,0.999200319914684,0.8,5
0.09,0.55703861099689,0.436722539439735,0.0926217012583067,0.999100404878527,0.8,5
0.1,0.467773291822613,0.481272161224178,3.67026829340265e-17,0.999000499833375,0.8,5
0.11,0.462343311375473,0.52459725548252,-0.0926031787703655,0.998900604778228,0.8,5
0.12,0.397718576999823,0.566588634658123,-0.176124099907762,0.998800719712086,0.8,5
0.13,0.364120166372632,0.607140501786172,-0.242389786681644,0.998700844633952,0.8,5
0.14,0.368380355448655,0.646150717042273,-0.284917790631879,0.998600979542827,0.8,5
0.15,0.381921057086065,0.683521055000376,-0.299550337331313,0.998501124437711,0.8,5
0.16,0.433055195698212,0.719157451952104,-0.284860812771728,0.998401279317606,0.8,5
0.17,0.525574368587039,0.752970242664754,-0.24229285015557,0.998301444181515,0.8,5
0.18,0.622946273736294,0.784874385982105,-0.176018457143816,0.998201619028437,0.8,5
0.19,0.73643247698223,0.8147896787004,-0.092529125852466,0.998101803857376,0.8,5
0.2,0.849355928517735,0.842640957181654,-7.33319971926366e-17,0.998001998667333,0.8,5
0.21,0.948794038848379,0.868358286197475,0.0925106218777545,0.99790220345731,0.8,5
0.22,1.07499758488282,0.891877134528979,0.175948063840557,0.997802418226309,0.8,5
0.23,1.17158840782302,0.913138536881901,0.242147518049468,0.997702642973332,0.8,5
0.24,1.22161119466645,0.932089241710668,0.284633015252668,0.997602877697382,0.8,5
0.25,1.25827971139928,0.948681844580867,0.299250936719238,0.99750312239746,0.8,5
0.26,1.25471985241189,0.962874906736159,0.284576094341898,0.99740337707257,0.8,5
0.27,1.21364932773671,0.974633058573105,0.242050678411467,0.997303641721713,0.8,5
0.28,1.1627083291031,0.983927087765558,0.175842526666571,0.997203916343893,0.8,5
0.29,1.0752978267573,0.990734011819123,0.0924366429757588,0.997104200938112,0.8,5
0.3,1.00392109119309,0.995037134875511,1.09888052773835e-16,0.997004495503373,0.8,5
0.31,0.892937230061008,0.996826088626472,-0.092418157495773,0.996904800038679,0.8,5
0.32,0.809635948934038,0.996096857237149,-0.175772203721431,0.996805114543033,0.8,5
0.33,0.74285130771,0.992851786219079,-0.24190549156483,0.996705439015438,0.8,5
0.34,0.673308209107207,0.987099575233652,-0.284348524506496,0.996605773454898,0.8,5
0.35,0.694287222417452,0.978855254847425,-0.298951835358124,0.996506117860415,0.8,5
0.36,0.687100392207573,0.968140147301197,-0.284291660488186,0.996406472230993,0.8,5
0.37,0.705623779485376,0.954981811395136,-0.241808748718063,0.996306836565637,0.8,5
0.38,0.777450185001449,0.939413971632365,-0.175666772031868,0.996207210863348,0.8,5
0.39,0.812017015078857,0.921476431803096,-0.0923442525357023,0.996107595123132,0.8,5
0.4,0.900192548769875,0.90121497323073,-1.46370959529037e-16,0.996007989343991,0.8,5
0.41,0.968592553055859,0.878681237939975,0.0923257855319573,0.995908393524931,0.8,5
0.42,1.03272118381129,0.853932597045116,0.175596519374524,0.995808807664954,0.8,5
0.43,1.07182429764589,0.827032004693816,0.241663706985703,0.995709231763066,0.8,5
0.44,1.07346335687388,0.798047837938252,0.284064318108872,0.99560966581827,0.8,5
0.45,1.06540624292777,0.767053722940864,0.298653032948871,0.995510109829571,0.8,5
0.46,1.01648706869049,0.734128347956425,0.284007510926158,0.995410563795972,0.8,5
0.47,0.947199397274161,0.699355263565446,0.241567060833428,0.99531102771648,0.8,5
0.48,0.849246520420413,0.662822670666066,0.175491193063952,0.995211501590097,0.8,5
0.49,0.727967884178404,0.624623196762354,0.092251954439906,0.99511198541583,0.8,5
0.5,0.576217132896543,0.58485366111643,1.82780827163249e-16,0.995012479192682,0.8,5
0.51,0.4521549143772,0.543614829359831,-0.0922335058939343,0.99491298291966,0.8,5
0.52,0.313448977125722,0.501011158186026,-0.17542101062415,0.994813496595767,0.8,5
0.53,0.20459335928578,0.457150530770952,-0.241422164070304,0.994714020220009,0.8,5
0.54,0.12829509453506,0.412143983591684,-0.28378039577559,0.994614553791391,0.8,5
0.55,0.0830771992251764,0.366105425335005,-0.298354529192676,0.994515097308919,0.8,5
0.56,0.0277310440982207,0.319151348607422,-0.283723645371664,0.994415650771598,0.8,5
0.57,0.0337887087879895,0.271400535176262,-0.241325614515874,0.994316214178433,0.8,5
0.58,0.0454021218776947,0.222973755487651,-0.175315789587243,0.994216787528431,0.8,5
0.59,0.0930072760135521,0.17399346322148,-0.0921597485960724,0.994117370820596,0.8,5
0.6,0.113692842705364,0.124583485655886,-2.19117765235252e-16,0.994017964053935,0.8,5
0.61,0.167335603755218,0.0748687106241443,0.0921413184894239,0.993918567227454,0.8,5
0.62,0.205745718361292,0.0249747708553679,0.175245677294801,0.993819180340158,0.8,5
0.63,0.227214691252745,-0.0249722735031518,0.241180862577089,0.993719803391055,0.8,5
0.64,0.224092622798055,-0.0748462533797119,0.283496757222727,0.993620436379149,0.8,5
0.65,0.17439442563939,-0.124521209483399,0.298056323791034,0.993521079303448,0.8,5
0.66,0.0946524500187856,-0.173871710415678,0.28344006354084,0.993421732162957,0.8,5
0.67,0.0108882217663582,-0.222773169384997,0.241084409523954,0.993322394956684,0.8,5
0.68,-0.106577414631564,-0.271102158724703,0.175140561426339,0.993223067683635,0.8,5
0.69,-0.203164514268283,-0.318736721420297,0.0920676349119936,0.993123750342816,0.8,5
0.7,-0.371712697674419,-0.365556678859749,-8.02997573379859e-16,0.993024442933235,0.8,5
0.71,-0.496012389419501,-0.4114439340303,-0.0920492232262406,0.992925145453899,0.8,5
0.72,-0.633277473713871,-0.456282769396844,-0.175070519211145,0.992825857903813,0.8,5
0.73,-0.732013836721082,-0.499960138710534,-0.240939802264755,0.992726580281987,0.8,5
0.74,-0.833227846544124,-0.5423659520118,-0.283213402166645,0.992627312587426,0.8,5
0.75,-0.895174459248354,-0.583393353109225,-0.297758416445742,0.992528054819138,0.8,5
0.76,-0.920319513235971,-0.622938988834954,-0.283156765150103,0.992428806976131,0.8,5
0.77,-0.896864775916018,-0.660903269398153,-0.240843445616464,0.992329569057412,0.8,5
0.78,-0.873929879152907,-0.697190619180708,-0.174965508406011,0.992230341061989,0.8,5
0.79,-0.825645865517219,-0.731709717343587,-0.0919756132955583,0.992131122988869,0.8,5
0.8,-0.750180626131754,-0.764373727638179,-2.91573290197734e-16,0.992031914837061,0.8,5
0.81,-0.700227453092174,-0.795100516844305,0.0919572200122893,0.991932716605571,0.8,5
0.82,-0.646939214552753,-0.823812861285419,0.174895536198023,0.991833528293409,0.8,5
0.83,-0.593862667109788,-0.850438640901774,0.240698982892246,0.991734349899582,0.8,5
0.84,-0.600025349633339,-0.874911020393833,0.282930330323989,0.991635181423098,0.8,5
0.85,-0.592741565963592,-0.897168616980978,0.29746080685889,0.991536022862967,0.8,5
0.86,-0.625931022787573,-0.917155654354454,0.282873749916154,0.991436874218195,0.8,5
0.87,-0.696656531289791,-0.934822102438452,0.240602722552441,0.991337735487793,0.8,5
0.88,-0.773176471393912,-0.950123802609155,0.174790630351205,0.991238606670767,0.8,5
0.89,-0.882797333718442,-0.963022578058365,0.091883683654744,0.991139487766128,0.8,5
0.9,-0.98496585681492,-0.973486329025934,3.27692095476298e-16,0.991040378772884,0.8,5
0.91,-1.07230567425886,-0.981489112663464,-0.0918653087555645,0.990941279690043,0.8,5
0.92,-1.15450939508884,-0.987011207330643,-0.17472072808045,0.990842190516615,0.8,5
0.93,-1.20464265285749,-0.990039161164918,-0.240458404218738,0.99074311125161,0.8,5
0.94,-1.27988227292367,-0.990565824804972,-0.282647541411687,0.990644041894035,0.8,5
0.95,-1.28388055267561,-0.988590368188528,-0.29716349473287,0.9905449824429,0.8,5
0.96,-1.2675342431949,-0.984118281385215,-0.282591017555979,0.990445932897216,0.8,5
0.97,-1.23685382873529,-0.977161359465616,-0.240362240091159,0.990346893255991,0.8,5
0.98,-1.14674326007427,-0.967737671447878,-0.174615927087045,0.990247863518235,0.8,5
0.99,-1.0656101477157,-0.955871513403525,-0.091791845897622,0.990148843682957,0.8,5
1,-0.933189590546541,-0.94159334584408,-3.63738407969186e-16,0.990049833749168,0.8,5
1.01,-0.842046547008931,-0.924939715549797,0.0917734893641563,0.989950833715877,0.8,5
1.02,-0.730406139026039,-0.905953162041054,0.174546094683622,0.989851843582095,0.8,5
1.03,-0.649909332227973,-0.884682108931722,0.240218066003655,0.989752863346831,0.8,5
1.04,-0.575780497348524,-0.861180740441968,0.28236503514695,0.989653893009096,0.8,5
1.05,-0.544645649236308,-0.835508863385341,0.29686647977037,0.989554932567899,0.8,5
1.06,-0.520523533983097,-0.807731754981681,0.282308567786845,0.989455982022252,0.8,5
1.07,-0.530404367654876,-0.777919996883057,0.240121997992136,0.989357041371165,0.8,5
1.08,-0.554589019566092,-0.746149295834733,0.174441398438826,0.989258110613648,0.8,5
1.09,-0.622741426852038,-0.712500291426807,0.0917000999323515,0.989159189748712,0.8,5
1.1,-0.6984419041191,-0.6770583514247,-6.54442057962252e-16,0.989060278775369,0.8,5
1.11,-0.739991004417558,-0.639913355197946,-0.091681761746246,0.988961377692628,0.8,5
1.12,-0.761985158349523,-0.601159465796669,-0.174371635832901,0.9888624864995,0.8,5
1.13,-0.811594412144251,-0.56089489125375,-0.239977968006658,0.988763605194998,0.8,5
1.14,-0.791694908267579,-0.519221635717713,-0.282082811247272,0.988664733778132,0.8,5
1.15,-0.77157450472134,-0.476245241046998,-0.296569761674374,0.988565872247913,0.8,5
1.16,-0.699733953619312,-0.432074519520199,-0.282026400326302,0.988467020603353,0.8,5
1.17,-0.64631227434796,-0.386821278339175,-0.239881996015135,0.988368178843463,0.8,5
1.18,-0.516844063114329,-0.340600036622566,-0.174267044232021,0.988269346967255,0.8,5
1.19,-0.397214636125797,-0.293527735606009,-0.0916084456671906,0.98817052497374,0.8,5
1.2,-0.216643362475126,-0.245723442782419,-4.35613989774386e-16,0.988071712861931,0.8,5
1.21,-0.0974657359784588,-0.197308050730847,0.0915901258101031,0.987972910630838,0.8,5
1.22,0.0395830997373134,-0.148403971395683,0.17419735135383,0.987874118279475,0.8,5
1.23,0.130021480818465,-0.0991348265893106,0.239738109987649,0.987775335806853,0.8,5
1.24,0.227489578118697,-0.0496251355007249,0.281800869430428,0.987676563211984,0.8,5
1.25,0.293548646055662,-2.41886798456763e-16,0.296273340148164,0.987577800493881,0.8,5
1.26,0.34234397253713,0.0496152114660608,0.281744514892183,0.987479047651556,0.8,5
1.27,0.335958695180674,0.0990951805884032,0.239642233920147,0.987380304684022,0.8,5
1.28,0.329423234594124,0.148314955720218,0.174092864292273,0.987281571590291,0.8,5
1.29,0.268148987423374,0.197150267412004,0.091516883010481,0.987182848369375,0.8,5
1.3,0.241939342182669,0.245477842160414,-5.80604716271787e-16,0.987084135020288,0.8,5
1.31,0.193441266863078,0.29317571357874,-0.0914985814640937,0.986985431542042,0.8,5
1.32,0.150329718903497,0.340123530203617,-0.174023241072128,0.98688673793365,0.8,5
1.33,0.151784113963393,0.386202859161104,-0.23949849170677,0.986788054194126,0.8,5
1.34,0.152598116148224,0.431297484925996,-0.281519209414477,0.986689380322482,0.8,5
1.35,0.179651286347836,0.475293702420711,-0.29597721489532,0.986590716317733,0.8,5
1.36,0.22328091307767,0.518080603714554,-0.281462911202603,0.98649206217889,0.8,5
1.37,0.331422568916504,0.559550357600501,-0.239402711467413,0.986393417904968,0.8,5
1.38,0.429181417005369,0.59959848134474,-0.173918858445404,0.98629478349498,0.8,5
1.39,0.54370803175016,0.638124103924152,-0.0914254118706621,0.98619615894794,0.8,5
1.4,0.675259118016048,0.67503022008853,1.59479243596455e-15,0.986097544262862,0.8,5
1.41,0.799011108874655,0.710223934607643,0.0914071286166734,0.985998939438759,0.8,5
1.42,0.899963877217412,0.743616696088201,0.173849304813678,0.985900344474645,0.8,5
1.43,1.01152712298064,0.775124519772192,0.239259112924402,0.985801759369535,0.8,5
1.44,1.07759236455814,0.804668198756057,0.281237830917759,0.985703184122443,0.8,5
1.45,1.11806282566756,0.832173503099517,0.295681385619715,0.985604618732382,0.8,5
1.46,1.12718893874286,0.857571366323539,0.281181588975958,0.985506063198368,0.8,5
1.47,1.11462591615317,0.880798058828914,0.239163428417411,0.985407517519414,0.8,5
1.48,1.05551401695861,0.901795347800029,0.173745026517409,0.985308981694536,0.8,5
1.49,1.02148696957521,0.920510643192631,0.0913340321562646,0.985210455722747,0.8,5
1.5,0.942097730454207,0.93689712943965,1.59283258152978e-15,0.985111939603063,0.8,5
1.51,0.859397836852431,0.950913882545247,-0.0913157671763912,0.985013433334498,0.8,5
1.52,0.788502719009416,0.962525972274251,-0.17367554240455,0.984914936916067,0.8,5
1.53,0.72470293993505,0.97170454918186,-0.239019973401169,0.984816450346786,0.8,5
1.54,0.707657035429199,0.978426916266809,-0.280956733658896,0.98471797362567,0.8,5
1.55,0.685958558249493,0.98267658507009,-0.29538585202552,0.984619506751733,0.8,5
1.56,0.696397466511855,0.98444331608065,-0.280900547930924,0.984521049723991,0.8,5
1.57,0.758312616502542,0.983723143349132,-0.238924384530857,0.98442260254146,0.8,5
1.58,0.804699304355679,0.980518383250659,-0.173571368334454,0.984324165203155,0.8,5
1.59,0.877704593294581,0.974837627377694,-0.091242743775905,0.984225737708091,0.8,5
1.6,0.963758183606744,0.966695719584098,-5.785000187804e-16,0.984127320055285,0.8,5
1.61,1.03885895185704,0.956113717241538,0.0912244970518839,0.984028912243752,0.8,5
1.62,1.10541950746781,0.943118836809272,0.173501953670979,0.983930514272508,0.8,5
1.63,1.19178545367702,0.927744383857912,0.238781072897928,0.98383212614057,0.8,5
1.64,1.20726056101271,0.910029667727052,0.28067591735679,0.983733747846952,0.8,5
1.65,1.18818586644494,0.890019901035357,0.295090613817202,0.983635379390672,0.8,5
1.66,1.13581468849294,0.867766084300001,0.280619787786462,0.983537020770746,0.8,5
1.67,1.073355775223,0.843324875959844,0.238685579568708,0.98343867198619,0.8,5
1.68,0.988390990714132,0.816758448133564,0.173397883722883,0.983340333036021,0.8,5
1.69,0.887200035734542,0.788134328479957,0.0911515466382987,0.983242003919255,0.8,5
1.7,0.744205184349432,0.757525228562583,1.66189032589857e-15,0.98314368463491,0.8,5
1.71,0.610576869445083,0.725008859155013,-0.0911333181518792,0.983045375182001,0.8,5
1.72,0.50284822158802,0.690667732955782,-0.173328538439374,0.982947075559546,0.8,5
1.73,0.419381652368754,0.654588955213875,-0.238542411175779,0.982848785766561,0.8,5
1.74,0.340382157109729,0.616864002796023,-0.280395381730623,0.982750505802065,0.8,5
1.75,0.287309615745918,0.577588492256158,-0.294795670699522,0.982652235665073,0.8,5
1.76,0.255219782701769,0.536861937495038,-0.280339308261811,0.982553975354604,0.8,5
1.77,0.258177375290709,0.494787497624247,-0.238447013292157,0.982455724869675,0.8,5
1.78,0.273485612997988,0.451471715673388,-0.173224572509209,0.982357484209303,0.8,5
1.79,0.324584024265584,0.407024248802262,-0.0910604406522466,0.982259253372505,0.8,5
1.8,0.347940645992513,0.361557590701221,-6.49512196843421e-16,0.982161032358301,0.8,5
1.81,0.410779312832019,0.315186786882373,0.0910422303852023,0.982062821165706,0.8,5
1.82,0.432697346319224,0.268029143582237,0.173155296536324,0.98196461979374,0.8,5
1.83,0.455159049618777,0.220203931012355,0.238303987996062,0.98186642824142,0.8,5
1.84,0.45747504166789,0.171832081708582,0.280115126499863,0.981768246507765,0.8,5
1.85,0.427927813654488,0.123035884741901,0.294501022377537,0.981670074591791,0.8,5
1.86,0.342821398807844,0.0739386765640042,0.280059109076492,0.981571912492519,0.8,5
1.87,0.275479801823032,0.0246645292691832,0.23820868546264,0.981473760208966,0.8,5
1.88,0.154990802991017,-0.0246620629395741,0.173051434520122,0.98137561774015,0.8,5
1.89,0.0163742719032701,-0.0739164982879438,0.0909694257266408,0.981277485085091,0.8,5
1.9,-0.124926594155441,-0.122974382176453,-3.60843848223777e-16,0.981179362242806,0.8,5
1.91,-0.264839138502621,-0.171711841340426,-0.0909512336607633,0.981081249212315,0.8,5
1.92,-0.396019140632387,-0.220005836630286,-0.172982227788583,0.980983145992636,0.8,5
1.93,-0.505569820498586,-0.267734473622486,-0.238065803120351,0.980885052582789,0.8,5
1.94,-0.594099558102651,-0.314777310276887,-0.279835151384252,0.980786968981793,0.8,5
1.95,-0.646961701518642,-0.361015660864158,-0.2942066685566,0.980688895188666,0.8,5
1.96,-0.670842318479165,-0.406332895396193,-0.279779189950305,0.980590831202428,0.8,5
1.97,-0.683916185289174,-0.450614733804192,-0.237970595841829,0.980492777022099,0.8,5
1.98,-0.668725137088738,-0.493749534122364,-0.172878469582487,0.980394732646697,0.8,5
1.99,-0.620255172150177,-0.535628573950583,-0.0908785017704702,0.980296698075243,0.8,5
2,-0.574314051856345,-0.576146324486358,-7.2023830067616e-16,0.980198673306755,0.8,5
2.01,-0.534638063983607,-0.615200716435506,0.0908603278875656,0.980100658340255,0.8,5
2.02,-0.470391846797047,-0.652693397131444,0.172809332023086,0.980002653174761,0.8,5
2.03,-0.447631502713519,-0.688529978215452,0.237827856310466,0.979904657809293,0.8,5
2.04,-0.441713067729368,-0.722620273254179,0.279555456103816,0.979806672242872,0.8,5
2.05,-0.455813452398617,-0.754878524696221,0.293912608942355,0.979708696474518,0.8,5
2.06,-0.503110005752762,-0.785223619596648,0.279499550603332,0.979610730503251,0.8,5
2.07,-0.585261407084745,-0.813579293566825,0.237732744191634,0.979512774328091,0.8,5
2.08,-0.668792021641486,-0.83987432243678,0.172705677523332,0.979414827948058,0.8,5
2.09,-0.774715578798906,-0.864042701148398,0.090787668692807,0.979316891362175,0.8,5
2.1,-0.8913439231983,-0.886023809430212,-2.88171039496679e-16,0.97921896456946,0.8,5
2.11,-0.979711040865963,-0.905762563837898,-0.0907695129746974,0.979121047568934,0.8,5
2.12,-1.10460345830777,-0.923209555779232,-0.172636609066936,0.979023140359619,0.8,5
2.13,-1.18074947300719,-0.938321175177632,-0.237590147328454,0.978925242940536,0.8,5
2.14,-1.23745580533396,-0.951059719464828,-0.27927604037886,0.978827355310705,0.8,5
2.15,-1.26675445418561,-0.961393487630295,-0.293618843240744,0.978729477469148,0.8,5
2.16,-1.2504394450242,-0.969296859092875,-0.279220190755932,0.978631609414885,0.8,5
2.17,-1.21498618977193,-0.974750357198407,-0.237495130274202,0.978533751146938,0.8,5
2.18,-1.13497303021169,-0.977740697186056,-0.17253305816987,0.978435902664329,0.8,5
2.19,-1.07144799233326,-0.978260818505302,-0.0906969264028201,0.978338063966079,0.8,5
2.2,-0.986952035533954,-0.976309901405062,1.29456528858094e-15,0.97824023505121,0.8,5
2.21,-0.865180005943673,-0.971893367756229,0.0906787888313557,0.978142415918743,0.8,5
2.22,-0.780212015892348,-0.965022866108664,0.172464058747408,0.9780446065677,0.8,5
2.23,-0.720659829596586,-0.955716241023566,0.237352675936611,0.977946806997103,0.8,5
2.24,-0.680062179871641,-0.94399748676181,0.278996903929966,0.977849017205975,0.8,5
2.25,-0.64101759245484,-0.929896685448371,0.293325371158001,0.977751237193336,0.8,5
2.26,-0.636068230100606,-0.913449929872105,0.278941110128746,0.97765346695821,0.8,5
2.27,-0.654680794727746,-0.894699231118981,0.237257753851919,0.977555706499619,0.8,5
2.28,-0.703943436383364,-0.873692411275079,0.17236061134948,0.977457955816584,0.8,5
2.29,-0.755442487534559,-0.850482981473371,0.0906062748097712,0.97736021490813,0.8,5
2.3,-0.821211063500915,-0.825130005595237,-2.29894746734287e-15,0.977262483773277,0.8,5
2.31,-0.900792894408945,-0.797697949973871,-0.0905881553668103,0.977164762411049,0.8,5
2.32,-0.950027809597243,-0.768256519481977,-0.172291680891951,0.977067050820469,0.8,5
2.33,-0.981406983257393,-0.736880480420525,-0.237115441897464,0.97696934900056,0.8,5
2.34,-0.987445692639318,-0.703649470658537,-0.278718046477999,0.976871656950343,0.8,5
2.35,-0.964885744972675,-0.668647797506019,-0.293032192400653,0.976773974668844,0.8,5
2.36,-0.910501841862127,-0.631964223833048,-0.278662308442695,0.976676302155084,0.8,5
2.37,-0.861004131079004,-0.593691742977552,-0.237020614687411,0.976578639408087,0.8,5
2.38,-0.730685826311068,-0.553927343012633,-0.172188336889719,0.976480986426877,0.8,5
2.39,-0.590862990730028,-0.512771760970935,-0.0905157138230005,0.976383343210476,0.8,5
2.4,-0.480996241638723,-0.470329227648875,-8.60835722045994e-16,0.976285709757909,0.8,5
2.41,-0.326872309520067,-0.426707203637207,0.0904976124904279,0.976188086068199,0.8,5
2.42,-0.20639342190468,-0.382016107246433,0.172119475328192,0.97609047214037,0.8,5
2.43,-0.0997806476791571,-0.336369035015849,0.236878444973779,0.975992867973446,0.8,5
2.44,-0.00961748609456961,-0.289881475513733,0.278439467744103,0.97589527356645,0.8,5
2.45,0.034417729381171,-0.242671017152844,0.292739306675522,0.975797688918407,0.8,5
2.46,0.0826813398602917,-0.194857050760505,0.278383785418974,0.975700114028341,0.8,5
2.47,0.10626270839406,-0.146560467655505,0.236783712543537,0.975602548895276,0.8,5
2.48,0.0750963583692922,-0.0979033539954148,0.172016234618306,0.975504993518237,0.8,5
2.49,0.0418302973198322,-0.0490086821670152,0.0904252433519513,0.975407447896248,0.8,5
2.5,-0.00734169112696801,-4.77764064776874e-16,-1.43691438203193e-16,0.975309912028333,0.8,5
2.51,-0.0417164160010978,0.0489988814106909,-0.0904071601116655,0.975212385913517,0.8,5
2.52,-0.0717597712726384,0.0978642004850398,-0.171947441883923,0.975114869550825,0.8,5
2.53,-0.0859052516039477,0.146472557750521,-0.236641684928558,0.975017362939282,0.8,5
2.54,-0.0871880274094058,0.194701227457528,-0.278161167449698,0.974919866077912,0.8,5
2.55,-0.0523827920965272,0.242428467430767,-0.292446713689722,0.974822378965741,0.8,5
2.56,0.0316651944612856,0.289533826374317,-0.278105540779062,0.974724901601794,0.8,5
