Time_s,Position_Z_m,Velocity_Z_m_s
0,-0.866612136363983,0.00202357769012451
0.02,-0.866571664810181,0.00178664922714233
0.04,-0.866540670394897,0.0038832426071167
0.06,-0.866416335105896,0.00704526901245117
0.08,-0.866258859634399,0.00732541084289551
0.1,-0.86612331867218,0.0070616602897644
0.12,-0.865976393222809,0.00764280557632446
0.14,-0.865817606449127,0.0108912587165833
0.16,-0.865540742874146,0.0129625201225281
0.18,-0.865299105644226,0.0128909945487976
0.2,-0.865025103092194,0.0135496258735657
0.22,-0.864757120609283,0.0156253576278687
0.24,-0.864400088787079,0.0203564763069153
0.26,-0.863942861557007,0.0218763947486877
0.28,-0.863525032997131,0.0202953815460205
0.3,-0.863131046295166,0.0196114182472229
0.32,-0.862740576267242,0.0200629234313965
0.34,-0.86232852935791,0.0207215547561646
0.36,-0.861911714076996,0.0214070081710815
0.38,-0.861472249031067,0.0218600034713745
0.4,-0.861037313938141,0.0206589698791504
0.42,-0.860645890235901,0.0208675861358643
0.44,-0.860202610492706,0.0228419899940491
0.46,-0.859732210636139,0.025668740272522
0.48,-0.859175860881805,0.0268712639808655
0.5,-0.858657360076904,0.0265300273895264
0.52,-0.858114659786224,0.0264599919319153
0.54,-0.857598960399628,0.0284954905509949
0.56,-0.856974840164185,0.0316217541694641
0.58,-0.856334090232849,0.0309184193611145
0.6,-0.85573810338974,0.0278159976005554
0.62,-0.855221450328827,0.0278159976005554
0.64,-0.854625463485718,0.0302597880363464
0.66,-0.854011058807373,0.0292748212814331
0.68,-0.85345447063446,0.0246688723564148
0.7,-0.853024303913116,0.0215232372283936
0.72,-0.852593541145325,0.0220596790313721
0.74,-0.852141916751862,0.0225171446800232
0.76,-0.851692855358124,0.0208914279937744
0.78,-0.851306259632111,0.0180408358573914
0.8,-0.850971221923828,0.0175893306732178
0.82,-0.850602686405182,0.0192135572433472
0.84,-0.850202679634094,0.017741322517395
0.86,-0.849893033504486,0.0172019004821777
0.88,-0.849514603614807,0.0181570649147034
0.9,-0.849166750907898,0.015006959438324
0.92,-0.848914325237274,0.0163555145263672
0.94,-0.848512530326843,0.0196307897567749
0.96,-0.848129093647003,0.0182986259460449
0.98,-0.847780585289001,0.01649409532547
1,-0.847469329833984,0.0147461891174316
1.02,-0.847190737724304,0.0147625803947449
1.04,-0.846878826618195,0.0150084495544434
1.06,-0.846590399742126,0.0131711363792419
1.08,-0.846351981163025,0.0121846795082092
1.1,-0.846103012561798,0.0114575028419495
1.12,-0.845893681049347,0.0128269195556641
1.14,-0.845589935779572,0.0153690576553345
1.16,-0.845278918743134,0.013403594493866
1.18,-0.845053791999817,0.0146999955177307
1.2,-0.844690918922424,0.0164330005645752
1.22,-0.844396471977234,0.0149369239807129
1.24,-0.844093441963196,0.0163853168487549
1.26,-0.843741059303284,0.0147163867950439
1.28,-0.843504786491394,0.0126928091049194
1.3,-0.843233346939087,0.0136271119117737
1.32,-0.842959702014923,0.0133663415908813
1.34,-0.842698693275452,0.0101685523986816
1.36,-0.842552959918976,0.00732988119125366
1.38,-0.842405498027802,0.00539124011993408
1.4,-0.842337310314178,0.00507086515426636
1.42,-0.842202663421631,0.00621974468231201
1.44,-0.842088520526886,0.00457465648651123
1.46,-0.84201967716217,0.00118464231491089
1.48,-0.84204113483429,-0.000202655792236328
1.5,-0.84202778339386,0.00127553939819336
1.52,-0.841990113258362,-0.00130981206893921
1.54,-0.842080175876617,-0.00500530004501343
1.56,-0.842190325260162,-0.00670701265335083
1.58,-0.842348456382751,-0.0101670622825623
1.6,-0.842597007751465,-0.0125035643577576
1.62,-0.842848598957062,-0.0130370259284973
1.64,-0.843118488788605,-0.0151976943016052
1.66,-0.843456506729126,-0.0198990106582642
1.68,-0.843914449214935,-0.0245571136474609
1.7,-0.844438791275024,-0.0257596373558044
1.72,-0.844944834709167,-0.0275060534477234
1.74,-0.845539033412933,-0.0304237008094788
1.76,-0.846161782741547,-0.0330552458763123
1.78,-0.846861243247986,-0.0345036387443542
1.8,-0.847541928291321,-0.0334382057189941
1.82,-0.848198771476746,-0.0330045819282532
1.84,-0.848862111568451,-0.0337779521942139
1.86,-0.849549889564514,-0.0354677438735962
1.88,-0.850280821323395,-0.0364154577255249
1.9,-0.851006507873535,-0.0342041254043579
1.92,-0.851648986339569,-0.0331386923789978
1.94,-0.852332055568695,-0.0343412160873413
1.96,-0.853022634983063,-0.0341475009918213
1.98,-0.853697955608368,-0.0346779823303223
