Time_s,Position_Z_m,Velocity_Z_m_s
0,-0.689206898212433,-0.0649094581604004
0.02,-0.690505087375641,-0.0626519322395325
0.04,-0.691712975502014,-0.0578954815864563
0.06,-0.692820906639099,-0.0580281019210815
0.08,-0.694034099578857,-0.0603154301643372
0.1,-0.695233523845673,-0.0612393021583557
0.12,-0.696483671665192,-0.0615701079368591
0.14,-0.697696328163147,-0.0605270266532898
0.16,-0.698904752731323,-0.056120753288269
0.18,-0.699941158294678,-0.0508055090904236
0.2,-0.70093697309494,-0.0524088740348816
0.22,-0.702037513256073,-0.0545337796211243
0.24,-0.703118324279785,-0.0551596283912659
0.26,-0.704243898391724,-0.0539794564247131
0.28,-0.705277502536774,-0.050799548625946
0.3,-0.706275880336761,-0.049862265586853
0.32,-0.707271993160248,-0.0488579273223877
0.34,-0.708230197429657,-0.0494629144668579
0.36,-0.709250509738922,-0.0525146722793579
0.38,-0.710330784320831,-0.0525355339050293
0.4,-0.711351931095123,-0.0481978058815002
0.42,-0.712258696556091,-0.0453799962997437
0.44,-0.713167130947113,-0.0457882881164551
0.46,-0.71409022808075,-0.0476807355880737
0.48,-0.715074360370636,-0.050722062587738
0.5,-0.716119110584259,-0.0526636838912964
0.52,-0.717180907726288,-0.0487014651298523
0.54,-0.718067169189453,-0.0470444560050964
0.56,-0.719062685966492,-0.0473365187644958
0.58,-0.719960629940033,-0.0451564788818359
0.6,-0.720868945121765,-0.0465989112854004
0.62,-0.721824586391449,-0.0452920794487
0.64,-0.722680628299713,-0.0428453087806702
0.66,-0.723538398742676,-0.0416666269302368
0.68,-0.724347293376923,-0.0425398349761963
0.7,-0.725239992141724,-0.0413298606872559
0.72,-0.726000487804413,-0.0360697507858276
0.74,-0.726682782173157,-0.0336498022079468
0.76,-0.727346479892731,-0.0330477952957153
0.78,-0.728004693984985,-0.0323623418807983
0.8,-0.728640973567963,-0.0320374965667725
0.82,-0.729286193847656,-0.0327169895172119
0.84,-0.729949653148651,-0.0289410352706909
0.86,-0.730443835258484,-0.0203534960746765
0.88,-0.730763792991638,-0.0164195895195007
0.9,-0.731100618839264,-0.0173553824424744
0.92,-0.731458008289337,-0.0182285904884338
0.94,-0.731829762458801,-0.0190824270248413
0.96,-0.732221305370331,-0.0200569629669189
0.98,-0.732632040977478,-0.0154078006744385
1,-0.732837617397308,-0.00789016485214233
1.02,-0.732947647571564,-0.00550448894500732
1.04,-0.733057796955109,-0.00511407852172852
1.06,-0.733152210712433,-0.00403076410293579
1.08,-0.733219027519226,-0.00342726707458496
1.1,-0.733289301395416,-0.00341087579727173
1.12,-0.733355462551117,-0.00268667936325073
1.14,-0.733396768569946,-0.00243037939071655
1.16,-0.733452677726746,-0.00359117984771729
1.18,-0.733540415763855,-0.00101923942565918
1.2,-0.733493447303772,0.00314414501190186
1.22,-0.733414649963379,0.00355839729309082
1.24,-0.733351111412048,0.000961124897003174
1.26,-0.733376204967499,-0.000788271427154541
1.28,-0.733382642269135,0.000762939453125
1.3,-0.733345687389374,0.000730156898498535
1.32,-0.733353435993195,-0.00124126672744751
1.34,-0.733395338058472,0.00228136777877808
1.36,-0.733262181282043,0.000530481338500977
1.38,-0.733374118804932,-0.00472068786621094
1.4,-0.733451008796692,-0.00617057085037231
1.42,-0.733620941638947,-0.00703483819961548
1.44,-0.733732402324677,-0.00463873147964478
1.46,-0.733806490898132,-0.00512897968292236
1.48,-0.733937561511993,-0.00626593828201294
1.5,-0.734057128429413,-0.00655800104141235
1.52,-0.73419988155365,-0.0118345022201538
1.54,-0.734530508518219,-0.0156715512275696
1.56,-0.734826743602753,-0.0118941068649292
1.58,-0.735006272792816,-0.0110089778900146
1.6,-0.735267102718353,-0.0133082270622253
1.62,-0.735538601875305,-0.0150963664054871
1.64,-0.735870957374573,-0.0170513987541199
1.66,-0.73622065782547,-0.0192046165466309
1.68,-0.736639142036438,-0.0189453363418579
1.7,-0.736978471279144,-0.0165805220603943
1.72,-0.737302362918854,-0.0175565481185913
1.74,-0.737680733203888,-0.016920268535614
1.76,-0.737979173660278,-0.0147655606269836
1.78,-0.738271355628967,-0.0138774514198303
1.8,-0.738534271717072,-0.0142142176628113
1.82,-0.73883992433548,-0.0138849020004272
1.84,-0.739089667797089,-0.011618435382843
1.86,-0.739304661750793,-0.0090867280960083
1.88,-0.739453136920929,-0.00506937503814697
1.9,-0.739507436752319,-0.0013202428817749
1.92,-0.7395059466362,0.00170767307281494
1.94,-0.739439129829407,0.00218898057937622
1.96,-0.739418387413025,0.00175386667251587
1.98,-0.739368975162506,0.00682473182678223
2,-0.739145398139954,0.0122666358947754
2.02,-0.738878309726715,0.0125676393508911
2.04,-0.738642692565918,0.0150308012962341
2.06,-0.738277077674866,0.0206992030143738
2.08,-0.737814724445343,0.0233635306358337
2.1,-0.737342536449432,0.02775639295578
2.12,-0.736704468727112,0.0326856970787048
2.14,-0.736035108566284,0.0341147184371948
2.16,-0.735339879989624,0.0355616211891174
2.18,-0.734612643718719,0.0372216105461121
2.2,-0.73385101556778,0.0390499830245972
2.22,-0.733050644397736,0.0414401292800903
2.24,-0.732193410396576,0.0429168343544006
2.26,-0.73133397102356,0.046306848526001
2.28,-0.730341136455536,0.0469744205474854
2.3,-0.72945499420166,0.0434517860412598
2.32,-0.728603065013885,0.0422418117523193
2.34,-0.727765321731567,0.044269859790802
2.36,-0.726832270622253,0.0453069806098938
2.38,-0.725953042507172,0.0431418418884277
2.4,-0.725106596946716,0.0437811017036438
2.42,-0.724201798439026,0.043158233165741
2.44,-0.723380267620087,0.0410363078117371
2.46,-0.722560346126556,0.0412061810493469
2.48,-0.721732020378113,0.0401169061660767
2.5,-0.720955669879913,0.0372916460037231
2.52,-0.720240354537964,0.0342294573783875
2.54,-0.719586491584778,0.0315010547637939
2.56,-0.718980312347412,0.0297054648399353
2.58,-0.71839827299118,0.0269174575805664
2.6,-0.717903614044189,0.0266239047050476
2.62,-0.717333316802979,0.0240802764892578
2.64,-0.716940402984619,0.016416609287262
2.66,-0.716676652431488,0.0107362866401672
2.68,-0.716510951519012,0.00781863927841187
2.7,-0.716363906860352,0.00644177198410034
2.72,-0.716253280639648,0.00600963830947876
2.74,-0.716123521327972,0.00393837690353394
2.76,-0.716095745563507,-0.00262260437011719
2.78,-0.716228425502777,-0.0107347965240479
2.8,-0.716525137424469,-0.0138774514198303
2.82,-0.71678352355957,-0.015471875667572
2.84,-0.717144012451172,-0.0201821327209473
2.86,-0.717590808868408,-0.0253200531005859
2.88,-0.718156814575195,-0.0297605991363525
2.9,-0.718781232833862,-0.0332161784172058
2.92,-0.719485461711884,-0.0375598669052124
2.94,-0.720283627510071,-0.0435888767242432
2.96,-0.721229016780853,-0.0459656119346619
2.98,-0.722122251987457,-0.0490590929985046
3,-0.723191380500793,-0.0558242201805115
3.02,-0.724355220794678,-0.0570952892303467
3.04,-0.725475192070007,-0.057646632194519
3.06,-0.726661086082458,-0.0603333115577698
3.08,-0.727888524532318,-0.0625580549240112
3.1,-0.729163408279419,-0.0662118196487427
3.12,-0.730536997318268,-0.067959725856781
3.14,-0.73188179731369,-0.0659987330436707
3.16,-0.733176946640015,-0.0616610050201416
3.18,-0.734348237514496,-0.0592708587646484
3.2,-0.735547780990601,-0.0621601939201355
3.22,-0.736834645271301,-0.0641793012619019
3.24,-0.738114953041077,-0.0639334321022034
3.26,-0.739391982555389,-0.0630244612693787
3.28,-0.740635931491852,-0.0566110014915466
3.3,-0.741656422615051,-0.0495195388793945
3.32,-0.742616713047028,-0.0464871525764465
3.34,-0.743515908718109,-0.0462576746940613
3.36,-0.74446702003479,-0.047554075717926
3.38,-0.745418071746826,-0.0458136200904846
3.4,-0.746299564838409,-0.0409677624702454
3.42,-0.747056782245636,-0.0338286161422729
3.44,-0.7476527094841,-0.0269398093223572
3.46,-0.74813437461853,-0.0241294503211975
3.48,-0.748617887496948,-0.0239118933677673
3.5,-0.749090850353241,-0.0239461660385132
3.52,-0.749575734138489,-0.02288818359375
3.54,-0.750006377696991,-0.0204488635063171
3.56,-0.750393688678741,-0.0173971056938171
3.58,-0.750702261924744,-0.0146687030792236
3.6,-0.75098043680191,-0.013752281665802
3.62,-0.751252353191376,-0.0140726566314697
3.64,-0.751543343067169,-0.0152915716171265
3.66,-0.751864016056061,-0.0151321291923523
3.68,-0.752148628234863,-0.01412034034729
3.7,-0.752428829669952,-0.0167772173881531
3.72,-0.752819716930389,-0.0177577137947083
3.74,-0.753139138221741,-0.0177726149559021
3.76,-0.753530621528625,-0.0240877270698547
3.78,-0.754102647304535,-0.0295326113700867
3.8,-0.754711925983429,-0.0258207321166992
3.82,-0.755135476589203,-0.0243470072746277
3.84,-0.755685806274414,-0.0290662050247192
3.86,-0.756298124790192,-0.0324949622154236
3.88,-0.756985604763031,-0.0352323055267334
3.9,-0.757707417011261,-0.0396981835365295
3.92,-0.758573532104492,-0.0422701239585876
3.94,-0.759398221969604,-0.0379070639610291
3.96,-0.760089814662933,-0.0337511301040649
3.98,-0.760748267173767,-0.0330612063407898
4,-0.761412262916565,-0.036485493183136
4.02,-0.762207686901093,-0.0408262014389038
4.04,-0.763045310974121,-0.0408351421356201
4.06,-0.763841092586517,-0.0365316867828369
4.08,-0.764506578445435,-0.0332504510879517
4.1,-0.765171110630035,-0.0323206186294556
4.12,-0.765799403190613,-0.0326275825500488
4.14,-0.766476213932037,-0.0349834561347961
4.16,-0.767198741436005,-0.0348716974258423
4.18,-0.767871081829071,-0.0321179628372192
4.2,-0.768483459949493,-0.027880072593689
4.22,-0.768986284732819,-0.0245139002799988
4.24,-0.769464015960693,-0.0249713659286499
4.26,-0.769985139369965,-0.0258177518844604
4.28,-0.770496726036072,-0.0275462865829468
4.3,-0.771086990833282,-0.0264272093772888
4.32,-0.771553814411163,-0.0200182199478149
4.34,-0.771887719631195,-0.0139862298965454
4.36,-0.772113263607025,-0.0141307711601257
4.38,-0.7724529504776,-0.017903745174408
4.4,-0.772829413414001,-0.0181242823600769
4.42,-0.773177921772003,-0.0187039375305176
4.44,-0.773577570915222,-0.0172004103660583
4.46,-0.773865938186646,-0.0107601284980774
4.48,-0.774007976055145,-0.00925660133361816
4.5,-0.77423620223999,-0.0127226114273071
4.52,-0.774516880512238,-0.0146299600601196
4.54,-0.774821400642395,-0.0155434012413025
4.56,-0.77513861656189,-0.014883279800415
4.58,-0.775416731834412,-0.0124633312225342
4.6,-0.775637149810791,-0.0120609998703003
4.62,-0.775899171829224,-0.0143393874168396
4.64,-0.776210725307465,-0.0155091285705566
4.66,-0.776519536972046,-0.0164493918418884
4.68,-0.77686870098114,-0.017915666103363
4.7,-0.77723616361618,-0.0173106789588928
4.72,-0.777561128139496,-0.0164985656738281
4.74,-0.777896106243134,-0.0152617692947388
4.76,-0.778171598911285,-0.0198572874069214
4.78,-0.77869039773941,-0.0264003872871399
4.8,-0.779227614402771,-0.0247806310653687
4.82,-0.779681622982025,-0.0214427709579468
4.84,-0.780085325241089,-0.0224202871322632
4.86,-0.780578434467316,-0.0252872705459595
4.88,-0.781096816062927,-0.0268653035163879
4.9,-0.781653046607971,-0.0290319323539734
4.92,-0.782258093357086,-0.0299990177154541
4.94,-0.782853007316589,-0.0266298651695251
4.96,-0.783323287963867,-0.0198736786842346
4.98,-0.783647954463959,-0.0179752707481384
5,-0.784042298793793,-0.0194594264030457
5.02,-0.784426331520081,-0.0220626592636108
5.04,-0.784924805164337,-0.0225484371185303
5.06,-0.785328269004822,-0.0212714076042175
5.08,-0.785775661468506,-0.0208035111427307
5.1,-0.786160409450531,-0.0191301107406616
5.12,-0.786540865898132,-0.0171080231666565
5.14,-0.786844730377197,-0.0152915716171265
5.16,-0.787152528762817,-0.0174567103385925
5.18,-0.787542998790741,-0.0190705060958862
5.2,-0.787915349006653,-0.0153243541717529
5.22,-0.788155972957611,-0.0109031796455383
5.24,-0.788351476192474,-0.0114724040031433
5.26,-0.788614869117737,-0.0128179788589478
5.28,-0.788864195346832,-0.0134974718093872
5.3,-0.789154767990112,-0.0152885913848877
5.32,-0.789475739002228,-0.0156804919242859
5.34,-0.789781987667084,-0.0144362449645996
