Time_s,Position_Z_m,Velocity_Z_m_s
0,-0.748245775699615,-0.0669300556182861
0.02,-0.749584376811981,-0.0653445720672607
0.04,-0.750859558582306,-0.0671565532684326
0.06,-0.752270638942719,-0.0713825225830078
0.08,-0.753714859485626,-0.0714883208274841
0.1,-0.755130171775818,-0.0704243779182434
0.12,-0.756531834602356,-0.0727832317352295
0.14,-0.758041501045227,-0.0777125358581543
0.16,-0.759640336036682,-0.0796809792518616
0.18,-0.761228740215302,-0.0777065753936768
0.2,-0.762748599052429,-0.0785961747169495
0.22,-0.764372587203979,-0.0817149877548218
0.24,-0.766017198562622,-0.0839114189147949
0.26,-0.767729043960571,-0.0834494829177856
0.28,-0.769355177879333,-0.0822216272354126
0.3,-0.771017909049988,-0.0869676470756531
0.32,-0.77283388376236,-0.088055431842804
0.34,-0.7745401263237,-0.085960328578949
0.36,-0.776272296905518,-0.0858083367347717
0.38,-0.777972459793091,-0.0849053263664246
0.4,-0.779668509960175,-0.0849023461341858
0.42,-0.781368553638458,-0.0851824879646301
0.44,-0.78307580947876,-0.0836923718452454
0.46,-0.784716248512268,-0.0806599855422974
0.48,-0.786302208900452,-0.0769838690757751
0.5,-0.787795603275299,-0.0730916857719421
0.52,-0.789225876331329,-0.0712364912033081
0.54,-0.790645062923431,-0.0687405467033386
0.56,-0.791975498199463,-0.0619500875473022
0.58,-0.793123066425323,-0.0535964965820312
0.6,-0.794119358062744,-0.0530228018760681
0.62,-0.795243978500366,-0.0532910227775574
0.64,-0.796250998973846,-0.0437989830970764
0.66,-0.796995937824249,-0.0365972518920898
0.68,-0.79771488904953,-0.0352427363395691
0.7,-0.798405647277832,-0.0333309173583984
0.72,-0.799048125743866,-0.0282332301139832
0.74,-0.799534976482391,-0.01850426197052
0.76,-0.799788296222687,-0.0194057822227478
0.78,-0.800311207771301,-0.0247657299041748
0.8,-0.800778925418854,-0.0182583928108215
0.82,-0.801041543483734,-0.0127851963043213
0.84,-0.801290333271027,-0.0124454498291016
0.86,-0.801539361476898,-0.0133529305458069
0.88,-0.801824450492859,-0.0111222267150879
0.9,-0.801984250545502,-0.0108286738395691
0.92,-0.802257597446442,-0.0122591853141785
0.94,-0.802474617958069,-0.00530630350112915
0.96,-0.802469849586487,-0.00446140766143799
0.98,-0.802653074264526,-0.00945776700973511
1,-0.802848160266876,-0.00868439674377441
1.02,-0.803000450134277,-0.00311732292175293
1.04,-0.802972853183746,-0.00351667404174805
1.06,-0.803141117095947,-0.0063478946685791
1.08,-0.80322676897049,-0.00617355108261108
1.1,-0.803388059139252,-0.00465214252471924
1.12,-0.803412854671478,0.00137090682983398
1.14,-0.803333222866058,0.00170022249221802
1.16,-0.80334484577179,-0.0014767050743103
1.18,-0.803392291069031,-0.000821053981781006
1.2,-0.803377687931061,0.00202059745788574
1.22,-0.803311467170715,0.00155270099639893
1.24,-0.803315579891205,-0.000445544719696045
1.26,-0.803329288959503,0.000293552875518799
1.28,-0.803303837776184,0.00226050615310669
1.3,-0.803238868713379,0.00174790620803833
1.32,-0.803233921527863,0.000397861003875732
1.34,-0.803222954273224,0.00216811895370483
1.36,-0.803147196769714,0.00141113996505737
1.38,-0.803166508674622,-0.00187903642654419
1.4,-0.803222358226776,-0.000646710395812988
1.42,-0.803192377090454,-0.00207275152206421
1.44,-0.803305268287659,-0.00377893447875977
1.46,-0.803343534469604,-0.00642836093902588
1.48,-0.80356240272522,-0.0107273459434509
1.5,-0.803772628307343,-0.00876933336257935
1.52,-0.803913176059723,-0.00571012496948242
1.54,-0.804001033306122,-0.00608712434768677
1.56,-0.80415666103363,-0.00940263271331787
1.58,-0.804377138614655,-0.00969171524047852
1.6,-0.80454432964325,-0.0070035457611084
1.62,-0.804657280445099,-0.00829249620437622
1.64,-0.804876029491425,-0.0128969550132751
1.66,-0.80517315864563,-0.0122398138046265
1.68,-0.80536562204361,-0.00840127468109131
1.7,-0.805509209632874,-0.00832527875900269
1.72,-0.80569863319397,-0.0118076801300049
1.74,-0.805981516838074,-0.012601912021637
1.76,-0.806202709674835,-0.0096246600151062
1.78,-0.806366503238678,-0.0090375542640686
1.8,-0.806564211845398,-0.0117495656013489
1.82,-0.806836485862732,-0.0147059559822083
1.84,-0.807152450084686,-0.0146269798278809
1.86,-0.807421565055847,-0.0144496560096741
1.88,-0.807730436325073,-0.0169798731803894
1.9,-0.808100759983063,-0.0201255083084106
1.92,-0.80853545665741,-0.0212833285331726
1.94,-0.80895209312439,-0.0220030546188354
1.96,-0.809415578842163,-0.0234976410865784
1.98,-0.809891998767853,-0.0257134437561035
2,-0.810444116592407,-0.0278696417808533
2.02,-0.811006784439087,-0.0291481614112854
2.04,-0.811610043048859,-0.0297337770462036
2.06,-0.812196135520935,-0.0332161784172058
2.08,-0.812938690185547,-0.0369176268577576
2.1,-0.813672840595245,-0.0366747379302979
2.12,-0.814405679702759,-0.038495659828186
2.14,-0.815212666988373,-0.0403270125389099
2.16,-0.816018760204315,-0.0423982739448547
2.18,-0.816908597946167,-0.045149028301239
2.2,-0.817824721336365,-0.0444710254669189
2.22,-0.818687438964844,-0.0440433621406555
2.24,-0.819586455821991,-0.0488445162773132
2.26,-0.820641219615936,-0.0533267855644226
2.28,-0.821719527244568,-0.04873126745224
2.3,-0.822590470314026,-0.0461339950561523
2.32,-0.823564887046814,-0.0498637557029724
2.34,-0.824585020542145,-0.0528305768966675
2.36,-0.825678110122681,-0.0500664114952087
2.38,-0.826587677001953,-0.0465825200080872
2.4,-0.827541410923004,-0.0469133257865906
2.42,-0.828464210033417,-0.0475227832794189
2.44,-0.829442322254181,-0.0464752316474915
2.46,-0.830323219299316,-0.0439539551734924
2.48,-0.831200480461121,-0.0407040119171143
2.5,-0.831951379776001,-0.0372901558876038
2.52,-0.832692086696625,-0.0368863344192505
2.54,-0.833426833152771,-0.0333458185195923
2.56,-0.834025919437408,-0.0272125005722046
2.58,-0.834515333175659,-0.0184804201126099
2.6,-0.834765136241913,-0.0173002481460571
2.62,-0.835207343101501,-0.0193893909454346
2.64,-0.83554071187973,-0.00981986522674561
2.66,-0.835600137710571,-0.00269711017608643
2.68,-0.835648596286774,-0.00226646661758423
2.7,-0.835690796375275,0.000514090061187744
2.72,-0.835628032684326,0.00431090593338013
2.74,-0.835518360137939,0.00964254140853882
2.76,-0.835242331027985,0.0157982110977173
2.78,-0.834886431694031,0.0164315104484558
2.8,-0.834585070610046,0.0196173787117004
2.82,-0.834101736545563,0.0300750136375427
2.84,-0.833382070064545,0.033704936504364
2.86,-0.832753539085388,0.0339344143867493
2.88,-0.832024693489075,0.0370696187019348
2.9,-0.831270754337311,0.0409960746765137
2.92,-0.830384850502014,0.0458568334579468
2.94,-0.829436480998993,0.0471577048301697
2.96,-0.828498542308807,0.0503137707710266
2.98,-0.827423930168152,0.0602737069129944
3,-0.826087594032288,0.065043568611145
3.02,-0.824822187423706,0.0619769096374512
3.04,-0.82360851764679,0.0675469636917114
3.06,-0.822120308876038,0.075984001159668
3.08,-0.820569157600403,0.0779807567596436
3.1,-0.819001078605652,0.0830188393592834
3.12,-0.817248404026031,0.0880628824234009
3.14,-0.815478563308716,0.0913694500923157
3.16,-0.813593626022339,0.0958159565925598
3.18,-0.811645925045013,0.0996053218841553
3.2,-0.809609413146973,0.107684731483459
3.22,-0.807338535785675,0.109347701072693
3.24,-0.805235505104065,0.107684731483459
3.26,-0.803031146526337,0.114269554615021
3.28,-0.800664722919464,0.122012197971344
3.3,-0.798150658607483,0.122296810150146
3.32,-0.795772850513458,0.118239223957062
3.34,-0.7934210896492,0.121407210826874
3.36,-0.790916562080383,0.127938389778137
3.38,-0.788303554058075,0.12400895357132
3.4,-0.785956203937531,0.119279325008392
3.42,-0.783532381057739,0.122785568237305
3.44,-0.781044781208038,0.126180052757263
3.46,-0.778485178947449,0.12078583240509
3.48,-0.776213347911835,0.113545358181
3.5,-0.773943364620209,0.112928450107574
3.52,-0.771696209907532,0.111012160778046
3.54,-0.769502878189087,0.10790079832077
3.56,-0.767380177974701,0.103969871997833
3.58,-0.765344083309174,0.0980257987976074
3.6,-0.763459146022797,0.0909432768821716
3.62,-0.761706352233887,0.0868529081344604
3.64,-0.759985029697418,0.082862377166748
3.66,-0.758391857147217,0.075763463973999
3.68,-0.756954491138458,0.067545473575592
3.7,-0.755690038204193,0.0607207417488098
3.72,-0.754525661468506,0.0570625066757202
3.74,-0.753407537937164,0.055268406867981
3.76,-0.752314925193787,0.050903856754303
3.78,-0.751371383666992,0.0456482172012329
3.8,-0.750488996505737,0.0392943620681763
3.82,-0.749799609184265,0.0362023711204529
3.84,-0.749040901660919,0.0352218747138977
3.86,-0.748390734195709,0.0300303101539612
3.88,-0.747839689254761,0.0264689326286316
3.9,-0.747331976890564,0.0254377722740173
3.92,-0.7468221783638,0.0247463583946228
3.94,-0.746342122554779,0.0210791826248169
3.96,-0.745979011058807,0.0148728489875793
3.98,-0.745747208595276,0.0148698687553406
4,-0.745384216308594,0.0155255198478699
4.02,-0.745126187801361,0.0139489769935608
4.04,-0.744826257228851,0.01220703125
4.06,-0.744637906551361,0.00835657119750977
4.08,-0.744491994380951,0.009135901927948
4.1,-0.744272470474243,0.00993013381958008
4.12,-0.744094789028168,0.00659674406051636
4.14,-0.744008600711823,0.00634640455245972
4.16,-0.743840932846069,0.00778138637542725
4.18,-0.743697345256805,0.00618845224380493
4.2,-0.743593394756317,0.00252574682235718
4.22,-0.743596315383911,-0.0027775764465332
4.24,-0.743704497814178,-0.00500530004501343
4.26,-0.743796527385712,-0.0041767954826355
4.28,-0.743871569633484,-0.00667273998260498
4.3,-0.744063436985016,-0.0122934579849243
4.32,-0.744363307952881,-0.0139907002449036
4.34,-0.744623064994812,-0.0147983431816101
4.36,-0.744955241680145,-0.0172942876815796
4.38,-0.745314836502075,-0.0216245651245117
4.4,-0.745820224285126,-0.024867057800293
4.42,-0.746309518814087,-0.0259175896644592
4.44,-0.746856927871704,-0.0291123986244202
4.46,-0.747474014759064,-0.0333204865455627
4.48,-0.748189747333527,-0.0361412763595581
4.5,-0.748919665813446,-0.0363677740097046
4.52,-0.749644458293915,-0.0364646315574646
4.54,-0.750378251075745,-0.0381872057914734
4.56,-0.751171946525574,-0.0424757599830627
4.58,-0.752077281475067,-0.0430777668952942
4.6,-0.752895057201385,-0.0431329011917114
4.62,-0.753802597522736,-0.0424206256866455
4.64,-0.754591882228851,-0.0357538461685181
4.66,-0.755232751369476,-0.0355646014213562
4.68,-0.756014466285706,-0.038108229637146
4.7,-0.756757080554962,-0.0355243682861328
4.72,-0.757435441017151,-0.0307813286781311
4.74,-0.757988333702087,-0.0275701284408569
4.76,-0.758538246154785,-0.0278592109680176
4.78,-0.759102702140808,-0.0222831964492798
4.8,-0.759429574012756,-0.010739266872406
4.82,-0.759532272815704,-0.00678151845932007
4.84,-0.759700834751129,-0.008431077003479
4.86,-0.759869515895844,-0.00645220279693604
4.88,-0.759958922863007,-0.000169873237609863
4.9,-0.759876310825348,0.00773966312408447
4.92,-0.759649336338043,0.0113621354103088
4.94,-0.759421825408936,0.0154197216033936
4.96,-0.759032547473907,0.021110475063324
4.98,-0.758577406406403,0.0266402959823608
5,-0.757966935634613,0.0306040048599243
5.02,-0.757353246212006,0.0318363308906555
5.04,-0.756693482398987,0.030769407749176
5.06,-0.756122469902039,0.0322148203849792
5.08,-0.755404889583588,0.0354036688804626
5.1,-0.75470632314682,0.034274160861969
5.12,-0.754033923149109,0.0349104404449463
5.14,-0.753309905529022,0.035451352596283
5.16,-0.752615869045258,0.0346526503562927
5.18,-0.751923799514771,0.0339135527610779
5.2,-0.751259326934814,0.0330880284309387
5.22,-0.750600278377533,0.0294968485832214
5.24,-0.750079452991486,0.025707483291626
5.26,-0.749571979045868,0.0254079699516296
5.28,-0.74906313419342,0.0233680009841919
5.3,-0.7486372590065,0.0177174806594849
5.32,-0.748354434967041,0.0139400362968445
5.34,-0.748079657554626,0.0111877918243408
5.36,-0.747906923294067,0.00907331705093384
5.38,-0.747716724872589,0.00921338796615601
5.4,-0.747538387775421,0.00529289245605469
5.42,-0.747505009174347,-0.00255405902862549
5.44,-0.747640550136566,-0.00582486391067505
5.46,-0.747738003730774,-0.00315755605697632
5.48,-0.747766852378845,-0.00384300947189331
5.5,-0.74789172410965,-0.00905990600585938
5.52,-0.74812924861908,-0.0102907419204712
5.54,-0.748303353786469,-0.006142258644104
5.56,-0.748374938964844,-0.00209212303161621
5.58,-0.748387038707733,-0.00849217176437378
5.6,-0.748714625835419,-0.0141814351081848
5.62,-0.748954296112061,-0.00677257776260376
5.64,-0.748985528945923,-0.00318586826324463
5.66,-0.74908173084259,-0.005301833152771
5.68,-0.749197602272034,-0.00792592763900757
5.7,-0.749398767948151,-0.00470727682113647
5.72,-0.749385893344879,-0.00215768814086914
5.74,-0.749485075473785,-0.00350326299667358
5.76,-0.749526023864746,-0.0019565224647522
5.78,-0.749563336372375,-0.000271201133728027
5.8,-0.749536871910095,-0.00105500221252441
5.82,-0.749605536460876,-0.00132471323013306
5.84,-0.749589860439301,0.000536441802978516
5.86,-0.749584078788757,0.00189989805221558
5.88,-0.749513864517212,0.00142902135848999
5.9,-0.749526917934418,-0.000385940074920654
5.92,-0.749529302120209,0.00204145908355713
5.94,-0.749445259571075,0.00404417514801025
5.96,-0.749367535114288,0.00224560499191284
5.98,-0.749355435371399,0.00271201133728027
6,-0.749259054660797,0.00239163637161255
6.02,-0.749259769916534,0.00237375497817993
6.04,-0.74916410446167,0.00524222850799561
6.06,-0.749050080776215,0.00242292881011963
6.08,-0.749067187309265,-0.00165849924087524
6.1,-0.74911642074585,0.000178813934326172
6.12,-0.749060034751892,0.00180155038833618
6.14,-0.749044358730316,-0.00285506248474121
6.16,-0.749174237251282,-0.00477135181427002
6.18,-0.749235212802887,-0.00263005495071411
6.2,-0.74927943944931,-0.00310391187667847
6.22,-0.749359369277954,-0.00516623258590698
6.24,-0.749486088752747,-0.00767260789871216
6.26,-0.749666273593903,-0.0103577971458435
6.28,-0.74990040063858,-0.0112876296043396
6.3,-0.750117778778076,-0.0111669301986694
6.32,-0.750347077846527,-0.0154122710227966
6.34,-0.750734269618988,-0.022067129611969
6.36,-0.751229763031006,-0.0249952077865601
6.38,-0.75173407793045,-0.0238522887229919
6.4,-0.752183854579926,-0.0272601842880249
6.42,-0.752824485301971,-0.0342324376106262
6.44,-0.753553152084351,-0.0365585088729858
6.46,-0.754286825656891,-0.0380665063858032
6.48,-0.755075812339783,-0.042194128036499
6.5,-0.755974590778351,-0.0466614961624146
6.52,-0.756942272186279,-0.0504329800605774
6.54,-0.757991909980774,-0.0529304146766663
6.56,-0.759059488773346,-0.0535503029823303
6.58,-0.760133922100067,-0.0563368201255798
6.6,-0.761312961578369,-0.059761106967926
6.62,-0.762524366378784,-0.0625774264335632
6.64,-0.763816058635712,-0.0646546483039856
6.66,-0.765110552310944,-0.0644445419311523
6.68,-0.766393840312958,-0.0667944550514221
6.7,-0.767782330513,-0.0702783465385437
6.72,-0.7692049741745,-0.0677928328514099
6.74,-0.770494043827057,-0.0658541917800903
6.76,-0.771839141845703,-0.0663146376609802
6.78,-0.773146629333496,-0.0653177499771118
6.8,-0.774451851844788,-0.0654458999633789
6.82,-0.775764465332031,-0.0618517398834229
6.84,-0.776925921440125,-0.0564947724342346
6.86,-0.778024256229401,-0.0555500388145447
6.88,-0.779147922992706,-0.053127110004425
6.9,-0.780149340629578,-0.0499069690704346
6.92,-0.781144201755524,-0.046171247959137
6.94,-0.781996190547943,-0.0450775027275085
6.96,-0.782947301864624,-0.0444754958152771
6.98,-0.783775210380554,-0.0436544418334961
7,-0.784693479537964,-0.0438213348388672
7.02,-0.785528063774109,-0.040745735168457
7.04,-0.786323308944702,-0.0389158725738525
7.06,-0.787084698677063,-0.0378072261810303
7.08,-0.787835597991943,-0.0382646918296814
7.1,-0.78861528635025,-0.0391647219657898
7.12,-0.789402186870575,-0.036272406578064
7.14,-0.790066182613373,-0.0333026051521301
7.16,-0.79073429107666,-0.0353679060935974
7.18,-0.791480898857117,-0.0390246510505676
7.2,-0.792295277118683,-0.0348910689353943
7.22,-0.792876541614532,-0.0313922762870789
7.24,-0.793550968170166,-0.0356361269950867
7.26,-0.794301986694336,-0.0348582863807678
7.28,-0.794945299625397,-0.0329971313476562
7.3,-0.795621871948242,-0.031048059463501
7.32,-0.796187222003937,-0.0321105122566223
7.34,-0.796906292438507,-0.0361338257789612
7.36,-0.797632575035095,-0.0333473086357117
7.38,-0.798240184783936,-0.0285983085632324
7.4,-0.798776507377625,-0.0276267528533936
7.42,-0.799345254898071,-0.030122697353363
7.44,-0.799981415271759,-0.0284850597381592
7.46,-0.800484657287598,-0.022163987159729
7.48,-0.800867974758148,-0.0199675559997559
7.5,-0.801283359527588,-0.0223278999328613
7.52,-0.801761090755463,-0.0219583511352539
7.54,-0.802161693572998,-0.0172749161720276
7.56,-0.802452087402344,-0.0138744711875916
7.58,-0.802716672420502,-0.0149071216583252
7.6,-0.803048372268677,-0.0161260366439819
7.62,-0.803361713886261,-0.0129327178001404
7.64,-0.803565680980682,-0.011231005191803
7.66,-0.803810954093933,-0.0115513801574707
7.68,-0.804027736186981,-0.0100791454315186
7.7,-0.804214119911194,-0.00990480184555054
7.72,-0.804423928260803,-0.0100880861282349
7.74,-0.804617643356323,-0.00728815793991089
7.76,-0.8047154545784,-0.0039324164390564
7.78,-0.804774940013885,-0.00456571578979492
7.8,-0.804898083209991,-0.0053107738494873
7.82,-0.804987370967865,-0.00162273645401001
7.84,-0.804962992668152,0.000688433647155762
7.86,-0.804959833621979,-0.0022396445274353
7.88,-0.805052578449249,-0.00218302011489868
7.9,-0.805047154426575,0.0014379620552063
7.92,-0.804995059967041,0.00446885824203491
7.94,-0.804868400096893,0.00401288270950317
7.96,-0.804834544658661,0.00147372484207153
7.98,-0.80480945110321,0.00406950712203979
8,-0.804671764373779,0.00775754451751709
8.02,-0.80449914932251,0.00698268413543701
8.04,-0.804392457008362,0.0051155686378479
8.06,-0.804294526576996,0.00648349523544312
8.08,-0.804133117198944,0.00942051410675049
8.1,-0.803917706012726,0.0107899308204651
8.12,-0.803701519966125,0.00910907983779907
8.14,-0.803553342819214,0.010254979133606
8.16,-0.803291320800781,0.0144332647323608
8.18,-0.802976012229919,0.0157549977302551
