TimeUS,PLX,PLY,PLZ,AX,AY,BX,BY,CX,CY,F,P,X,Y,SW
480139568,-0.05077359825372696,0.07259763032197952,-23.41964340209961,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480149308,-0.04656562581658363,0.07158409804105759,-23.418424606323242,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480159409,-0.04338927939534187,0.07542327791452408,-23.424274444580078,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480169853,-0.046833332628011703,0.07598190754652023,-23.426227569580078,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480179386,-0.041174400597810745,0.07675869762897491,-23.422157287597656,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480189544,-0.04655779153108597,0.0751282125711441,-23.413917541503906,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480199389,-0.05313800647854805,0.08051556348800659,-23.41219711303711,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480209306,-0.054355792701244354,0.08390793949365616,-23.418630599975586,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480219585,-0.04772206395864487,0.07747401297092438,-23.420677185058594,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480229300,-0.05014617741107941,0.06842771917581558,-23.419002532958984,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480239598,-0.04240722954273224,0.06710215657949448,-23.418392181396484,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480249338,-0.04230155795812607,0.07505697011947632,-23.416833877563477,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480259292,-0.04609332233667374,0.07898730039596558,-23.419063568115234,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480269961,-0.04420142248272896,0.0798669308423996,-23.42484474182129,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480279304,-0.04269794747233391,0.07954395562410355,-23.425308227539062,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
480289608,-0.04415230080485344,0.07526814192533493,-23.419103622436523,0.0,0.0,0.0,0.0,0.0,0.0,0.5794000029563904,0.0,0.0,0.0,0
