TimeUS,PLX,PLY,PLZ,AX,AY,BX,BY,CX,CY,F,P,X,Y,SW
185477561,0.21870636940002441,0.15752291679382324,-23.47934341430664,-0.0011860271915793419,8.332396828336641e-05,0.0004019943007733673,-0.000540455337613821,0.2162768840789795,0.15853822231292725,0.6000000238418579,0.0,-16.12964630126953,55.673851013183594,0
185487613,0.21694280207157135,0.15872716903686523,-23.48426628112793,-0.0010297645349055529,5.94927478232421e-05,0.00037512584822252393,-0.0005363576929084957,0.2163487672805786,0.15852725505828857,0.6000000238418579,0.0,-16.152198791503906,55.631351470947266,0
185497496,0.21631017327308655,0.15866217017173767,-23.488323211669922,-0.0009579472243785858,3.4638691431609914e-05,0.0003616614849306643,-0.0005316980532370508,0.21638230979442596,0.15851564705371857,0.6000000238418579,0.0,-16.163850784301758,55.5859375,0
185508203,0.21757493913173676,0.15482217073440552,-23.488187789916992,-0.0008126651518978179,-0.0002566821640357375,0.0003314673085696995,-0.0004711524525191635,0.21645158529281616,0.15837673842906952,0.6000000238418579,0.0,-16.190135955810547,55.02204132080078,0
185517874,0.21943295001983643,0.15661676228046417,-23.481124877929688,-0.0005757384351454675,-0.00038355254218913615,0.00027757405769079924,-0.00044229350169189274,0.21656687557697296,0.1583150029182434,0.6000000238418579,0.0,-16.252098083496094,54.80649185180664,0
185527610,0.21382296085357666,0.1609375774860382,-23.478227615356445,-0.0007017585448920727,-0.00024207225942518562,0.00030946958577260375,-0.00047810195246711373,0.21650388836860657,0.15838570892810822,0.6000000238418579,0.0,-16.21819496154785,55.05219268798828,0
185537580,0.21745549142360687,0.15894430875778198,-23.479150772094727,-0.0006198505288921297,-0.0002277969615533948,0.0002862486580852419,-0.0004821490147151053,0.21654614806175232,0.15839307010173798,0.6000000238418579,0.0,-16.235483169555664,55.079505920410156,0
185547641,0.22420476377010345,0.1574440449476242,-23.486236572265625,-0.00023599441919941455,-0.00028669118182733655,0.00016352369857486337,-0.00046331959310919046,0.2167517989873886,0.1583615094423294,0.6000000238418579,0.0,-16.408811569213867,54.96677017211914,0
185557990,0.21843239665031433,0.16449369490146637,-23.495439529418945,-0.00015470619837287813,-4.076014010934159e-05,0.00013399632007349283,-0.0005526523455046117,0.2167973518371582,0.1584993153810501,0.6000000238418579,0.0,-16.516643524169922,55.447261810302734,0
185568447,0.214698925614357,0.16680875420570374,-23.48545265197754,-0.00022609600273426622,0.00025131835718639195,0.000164107492309995,-0.0006758467643521726,0.21675492823123932,0.15867288410663605,0.6000000238418579,0.0,-16.430709838867188,55.876895904541016,0
