TimeUS,PLX,PLY,PLZ,AX,AY,BX,BY,CX,CY,F,P,X,Y
321246210,0.3526148200035095,0.1782638132572174,-23.478946685791016,0.0006614208105020225,0.0003343801654409617,0.17544646561145782,0.08869665861129761,0.1754477173089981,0.08869728446006775,0.0,0.0,-1.5670263767242432,-1.5670263767242432
321256737,0.356820672750473,0.17012181878089905,-23.472856521606445,0.0009085523779504001,3.9870796172181144e-05,0.17843769490718842,0.08513197302818298,0.17844147980213165,0.08512958139181137,0.0,0.0,-1.5657047033309937,-1.5703279972076416
321267438,0.350531667470932,0.1668580025434494,-23.474382400512695,-1.1047545740439091e-05,-0.0004530960286501795,0.17562104761600494,0.08362206071615219,0.17561987042427063,0.08361700922250748,0.0,0.0,-1.5708591938018799,-1.5762146711349487
321276732,0.3507559299468994,0.16728803515434265,-23.47283172607422,0.00027916402905248106,-0.00017997068061958998,0.17595067620277405,0.0839322879910469,0.1759495884180069,0.08392731845378876,0.0,0.0,-1.5692096948623657,-1.572940468788147
321287007,0.3495379686355591,0.17491763830184937,-23.47502899169922,1.9251130652264692e-05,0.006651662290096283,0.17582419514656067,0.08725681155920029,0.1758231818675995,0.08724970370531082,0.0,0.0,-1.5706868171691895,-1.4947125911712646
321296711,0.3456614315509796,0.17428278923034668,-23.480703353881836,-0.003532744012773037,0.006797695532441139,0.17487987875938416,0.08729563653469086,0.17488063871860504,0.08728845417499542,0.0,0.0,-1.5909944772720337,-1.4930833578109741
321306786,0.34507834911346436,0.1709972769021988,-23.480886459350586,-0.0024534151889383793,0.002583312103524804,0.17508989572525024,0.08647557348012924,0.17509014904499054,0.08647036552429199,0.0,0.0,-1.5848077535629272,-1.5409319400787354
321317070,0.34583809971809387,0.1700652539730072,-23.477619171142578,0.001469366136007011,0.001997388433665037,0.17578749358654022,0.08637137711048126,0.17578671872615814,0.08636632561683655,0.0,0.0,-1.5624377727508545,-1.5476748943328857
321326793,0.34818223118782043,0.17269191145896912,-23.473648071289062,0.006929390132427216,0.006251832004636526,0.17683914303779602,0.08719082176685333,0.17683477699756622,0.08718297630548477,0.0,0.0,-1.5316317081451416,-1.4992159605026245
321337444,0.35488370060920715,0.17193390429019928,-23.471778869628906,0.01736559346318245,0.006948907859623432,0.17901363968849182,0.08733606338500977,0.17900235950946808,0.0873277559876442,0.0,0.0,-1.4740917682647705,-1.4913984537124634
321346787,0.35083258152008057,0.170222207903862,-23.472787857055664,0.016588479280471802,0.006216689478605986,0.17882978916168213,0.08716282993555069,0.17881982028484344,0.08715575933456421,0.0,0.0,-1.4782997369766235,-1.4995942115783691
321356733,0.3570777177810669,0.1685962826013565,-23.470787048339844,0.023276425898075104,0.005617144051939249,0.1805730164051056,0.08700655400753021,0.18054606020450592,0.0870010107755661,0.0,0.0,-1.442600131034851,-1.5063258409500122
321367005,0.3629225492477417,0.17336522042751312,-23.479265213012695,0.030421249568462372,0.009740984998643398,0.1826128363609314,0.08818389475345612,0.1825597733259201,0.08816327899694443,0.0,0.0,-1.4057234525680542,-1.460780143737793
321376794,0.36096933484077454,0.18062487244606018,-23.47372055053711,0.032401811331510544,0.016059106215834618,0.18322709202766418,0.09014340490102768,0.18316419422626495,0.09009144455194473,0.0,0.0,-1.395766258239746,-1.3944952487945557
321387394,0.35495442152023315,0.1740879863500595,-23.466577529907227,0.03113749250769615,0.01512245275080204,0.18280832469463348,0.08983316272497177,0.18275249004364014,0.08978644013404846,0.0,0.0,-1.4020867347717285,-1.4040206670761108
321396738,0.3507113754749298,0.16949531435966492,-23.467493057250977,0.02981523424386978,0.013185002841055393,0.1823338121175766,0.08913787454366684,0.18228861689567566,0.08910675346851349,0.0,0.0,-1.4087107181549072,-1.4239442348480225
321406830,0.3455919027328491,0.1784224957227707,-23.476484298706055,0.028373993933200836,0.016748830676078796,0.18178565800189972,0.09049331396818161,0.18175388872623444,0.09042900800704956,0.0,0.0,-1.4159607887268066,-1.3877837657928467
321417017,0.3471650183200836,0.18226055800914764,-23.481735229492188,0.02949909120798111,0.02022010274231434,0.18223656713962555,0.09188453108072281,0.18219317495822906,0.09178432077169418,0.0,0.0,-1.410315752029419,-1.3541889190673828
321426712,0.349172443151474,0.1754092574119568,-23.480159759521484,0.03177428990602493,0.02007693238556385,0.18319247663021088,0.09182438254356384,0.18312397599220276,0.09172575175762177,0.0,0.0,-1.399057388305664,-1.3555389642715454
321437086,0.3514924645423889,0.16872303187847137,-23.47732162475586,0.034736089408397675,0.01857568696141243,0.18448108434677124,0.09117122739553452,0.1843835860490799,0.09108729660511017,0.0,0.0,-1.3846845626831055,-1.3698023557662964
321446749,0.3495481610298157,0.16699036955833435,-23.475879669189453,0.03665756806731224,0.017761144787073135,0.185358464717865,0.09079929441213608,0.18523934483528137,0.09072452783584595,0.0,0.0,-1.3755499124526978,-1.3776265382766724
321456729,0.34552183747291565,0.16843217611312866,-23.475698471069336,0.037697941064834595,0.018111297860741615,0.18584978580474854,0.0909646600484848,0.1857200711965561,0.09088632464408875,0.0,0.0,-1.3706705570220947,-1.3742637634277344
321467456,0.34673964977264404,0.17132100462913513,-23.47607421875,0.039560385048389435,0.01943136192858219,0.18674930930137634,0.09160222113132477,0.1866079866886139,0.09151566028594971,0.0,0.0,-1.3620455265045166,-1.361767292022705
321476827,0.34672024846076965,0.1723269373178482,-23.47942352294922,0.04145439341664314,0.020807314664125443,0.18769723176956177,0.09229087084531784,0.1875453144311905,0.09219661355018616,0.0,0.0,-1.3534280061721802,-1.3490501642227173
321487121,0.3463318943977356,0.17621800303459167,-23.47747230529785,0.043488115072250366,0.02283109351992607,0.18873009085655212,0.09331867843866348,0.18858027458190918,0.09322650730609894,0.0,0.0,-1.3443243503570557,-1.3308523893356323
321496724,0.3508390784263611,0.1727457493543625,-23.467369079589844,0.04627484828233719,0.023909280076622963,0.19018512964248657,0.09388163685798645,0.19004632532596588,0.09379372745752335,0.0,0.0,-1.3321194648742676,-1.321422815322876
321506801,0.3539610803127289,0.1686929315328598,-23.468996047973633,0.04938822239637375,0.024375323206186295,0.1918342113494873,0.09412848949432373,0.1917305737733841,0.09404584765434265,0.0,0.0,-1.31881582736969,-1.3174045085906982
321517039,0.357787549495697,0.1641499102115631,-23.46672821044922,0.05281705781817436,0.02440141886472702,0.19366870820522308,0.09414245188236237,0.19363580644130707,0.09406034648418427,0.0,0.0,-1.3045523166656494,-1.3171807527542114
321526727,0.3555464744567871,0.16732963919639587,-23.466367721557617,0.055644288659095764,0.025195125490427017,0.19518932700157166,0.09456934779882431,0.19524767994880676,0.09451285749673843,0.0,0.0,-1.2930845022201538,-1.3104246854782104
321537459,0.3538931608200073,0.1767464131116867,-23.476551055908203,0.05823828652501106,0.02732454612851143,0.19657175242900848,0.09570418298244476,0.19676080346107483,0.09575498104095459,0.0,0.0,-1.2827651500701904,-1.2926851511001587
321546920,0.34916797280311584,0.182365283370018,-23.4735050201416,0.060188282281160355,0.029841803014278412,0.1976148784160614,0.0970507562160492,0.1979285478591919,0.0972624346613884,0.0,0.0,-1.275148868560791,-1.272485375404358
321556812,0.3432784080505371,0.17522135376930237,-23.47748565673828,0.061648085713386536,0.03125615417957306,0.19838528335094452,0.09779717028141022,0.19882312417030334,0.09812915325164795,0.0,0.0,-1.2695071697235107,-1.2614545822143555
321567008,0.34827324748039246,0.15942929685115814,-23.469459533691406,0.06391173601150513,0.031000614166259766,0.19955377280712128,0.09766525775194168,0.2002415806055069,0.09796902537345886,0.0,0.0,-1.2608455419540405,-1.2634382247924805
321576724,0.3471553921699524,0.16118042171001434,-23.47031593322754,0.06616804003715515,0.03127731382846832,0.2006811648607254,0.0978035181760788,0.2016863375902176,0.09814620018005371,0.0,0.0,-1.2523038387298584,-1.2612770795822144
321587345,0.35211455821990967,0.17285971343517303,-23.473974227905273,0.06906288117170334,0.03290518745779991,0.20204472541809082,0.09857030212879181,0.20357723534107208,0.09920951724052429,0.0,0.0,-1.2414275407791138,-1.2486037015914917
321596718,0.3521626889705658,0.17708119750022888,-23.483333587646484,0.07189135253429413,0.03482633829116821,0.20331448316574097,0.09943274408578873,0.20546531677246094,0.10049194097518921,0.0,0.0,-1.2309207916259766,-1.233898639678955
321606735,0.3487516939640045,0.16708819568157196,-23.480186462402344,0.07445169240236282,0.035814765840768814,0.20437125861644745,0.09984071552753448,0.20720866322517395,0.10116496682167053,0.0,0.0,-1.2214425802230835,-1.2263752222061157
321617102,0.3493068814277649,0.1635202020406723,-23.476871490478516,0.07719359546899796,0.036635734140872955,0.20535968244075775,0.1001366674900055,0.20911084115505219,0.10173451155424118,0.0,0.0,-1.211241602897644,-1.2200651168823242
321626740,0.3514982759952545,0.17131808400154114,-23.473262786865234,0.08009974658489227,0.03813987970352173,0.20627321302890778,0.10060948878526688,0.21116693317890167,0.10279868543148041,0.0,0.0,-1.200400471687317,-1.2084462642669678
321637018,0.34930482506752014,0.17243832349777222,-23.47445297241211,0.08288072794675827,0.0397266261279583,0.20696799457073212,0.1010059118270874,0.21317104995250702,0.10394217818975449,0.0,0.0,-1.1899003982543945,-1.1960705518722534
321646733,0.3519413471221924,0.16423989832401276,-23.477182388305664,0.08590458333492279,0.04073958098888397,0.20749309659004211,0.10118181258440018,0.21538984775543213,0.10468544811010361,0.0,0.0,-1.1782695055007935,-1.1880184412002563
321656721,0.3501596748828888,0.1591396927833557,-23.479692459106445,0.08883741497993469,0.041502442210912704,0.2077413946390152,0.10124640166759491,0.21758021414279938,0.10525518655776978,0.0,0.0,-1.166696310043335,-1.1817716360092163
321667465,0.3435136675834656,0.16690155863761902,-23.477575302124023,0.09144400805234909,0.0429031178355217,0.20766568183898926,0.10120571404695511,0.2195611149072647,0.10631963610649109,0.0,0.0,-1.1560026407241821,-1.1698408126831055
321676795,0.34550586342811584,0.17966555058956146,-23.474931716918945,0.09421622008085251,0.04507804289460182,0.2073001116514206,0.10091891139745712,0.22170400619506836,0.10800082981586456,0.0,0.0,-1.1442131996154785,-1.1507102251052856
321687032,0.3479636609554291,0.1786990612745285,-23.465410232543945,0.09723974764347076,0.04712972790002823,0.2065083384513855,0.10038164258003235,0.2240815907716751,0.10961420089006424,0.0,0.0,-1.130718469619751,-1.1318405866622925
321696850,0.34854161739349365,0.1713818609714508,-23.459043502807617,0.10027071088552475,0.04868093132972717,0.20538969337940216,0.09980913251638412,0.2265041321516037,0.11085402220487595,0.0,0.0,-1.1166353225708008,-1.1170045137405396
321706717,0.3506741523742676,0.17248308658599854,-23.46578025817871,0.10342082381248474,0.05028237774968147,0.20383089780807495,0.09901667386293411,0.22906388342380524,0.11215534061193466,0.0,0.0,-1.1012578010559082,-1.100914478302002
321717027,0.3485771715641022,0.17761516571044922,-23.477760314941406,0.10647647827863693,0.05213824659585953,0.2018684595823288,0.09782477468252182,0.2315901666879654,0.11368968337774277,0.0,0.0,-1.085426926612854,-1.0811172723770142
321726757,0.34733712673187256,0.1731688380241394,-23.480989456176758,0.10940305143594742,0.05369417369365692,0.1996309906244278,0.09663521498441696,0.23404809832572937,0.11499645560979843,0.0,0.0,-1.069469690322876,-1.063634991645813
321737393,0.3537742495536804,0.16871358454227448,-23.473573684692383,0.11261751502752304,0.055025193840265274,0.19663392007350922,0.09539420902729034,0.2367968112230301,0.11613462120294571,0.0,0.0,-1.0506720542907715,-1.0475960969924927
321746726,0.3496551215648651,0.16598652303218842,-23.470008850097656,0.11551842093467712,0.056205522269010544,0.19351905584335327,0.09412682801485062,0.2393176555633545,0.11716030538082123,0.0,0.0,-1.0326330661773682,-1.0324931144714355
321756737,0.34717950224876404,0.17373131215572357,-23.472536087036133,0.11822953820228577,0.0576898455619812,0.19012707471847534,0.09226973354816437,0.2417166382074356,0.11847373843193054,0.0,0.0,-1.0144691467285156,-1.0120313167572021
321767057,0.34724900126457214,0.18242226541042328,-23.474754333496094,0.12087184935808182,0.059441715478897095,0.18623310327529907,0.0896880030632019,0.24410463869571686,0.12005700170993805,0.0,0.0,-0.9950996041297913,-0.9855024814605713
