TimeUS,PLX,PLY,PLZ,AX,AY,BX,BY,CX,CY,F,P,X,Y
635671691,0.21746452152729034,-0.005640827119350433,-23.54197883605957,0.0003938867594115436,-1.0217056114925072e-05,0.10819597542285919,-0.0028065028600394726,0.1081966981291771,-0.002806521486490965,0.5794000029563904,0.0,1.5671558380126953,-1.5744367837905884
635682373,0.22419239580631256,-0.004696487449109554,-23.535728454589844,0.0007330984226427972,2.9112557967891917e-05,0.11209341883659363,-0.002354617463424802,0.11209780722856522,-0.002354210475459695,0.5794000029563904,0.0,1.5642563104629517,-1.558432936668396
635693319,0.23025672137737274,-0.008308105170726776,-23.529809951782227,0.0017539941472932696,-0.0005470102187246084,0.11519273370504379,-0.004103656392544508,0.11520221829414368,-0.004106125794351101,0.5794000029563904,0.0,1.5555708408355713,-1.7033133506774902
635702560,0.2313668429851532,-0.011948724277317524,-23.531124114990234,0.0023796979803591967,-0.0020430837757885456,0.11590689420700073,-0.005811234470456839,0.11591645330190659,-0.0058138747699558735,0.5794000029563904,0.0,1.5502680540084839,-1.908873438835144
635712751,0.22705811262130737,-0.00785268284380436,-23.536516189575195,-0.000770211685448885,0.0013073565205559134,0.11435410380363464,-0.004159589298069477,0.11436495929956436,-0.004163609351962805,0.5794000029563904,0.0,1.5775314569473267,-1.266273021697998
635722449,0.22341428697109222,-0.008454457856714725,-23.536283493041992,-0.0047507937997579575,0.000730648695025593,0.11328098922967911,-0.0043150619603693485,0.1132940798997879,-0.004318758845329285,0.5794000029563904,0.0,1.612709879875183,-1.403062105178833
635732460,0.22481605410575867,-0.008651128038764,-23.540136337280273,-0.00153530843090266,0.00030200532637536526,0.11391118913888931,-0.0043990714475512505,0.1139226034283638,-0.004402544815093279,0.5794000029563904,0.0,1.5842735767364502,-1.5022518634796143
635742709,0.2243984341621399,-0.011569124646484852,-23.54157257080078,-0.0003124176000710577,-0.00399220734834671,0.11413116008043289,-0.005171514116227627,0.11414196342229843,-0.005172820761799812,0.5794000029563904,0.0,1.5735336542129517,-2.2282049655914307
635752471,0.22250646352767944,-0.010120384395122528,-23.528528213500977,-0.0011178789427503943,-0.0024902571458369493,0.113980233669281,-0.004890082404017448,0.11399151384830475,-0.004892277996987104,0.5794000029563904,0.0,1.5806035995483398,-2.041813611984253
635763302,0.22503012418746948,-0.01190891396254301,-23.523061752319336,0.003252471797168255,-0.004257485270500183,0.11486583203077316,-0.005248190835118294,0.11487454921007156,-0.005249349400401115,0.5794000029563904,0.0,1.5424884557724,-2.252346992492676
635772356,0.22286906838417053,-0.01200832799077034,-23.5302734375,0.0030392841435968876,-0.004566981457173824,0.11481693387031555,-0.005319182761013508,0.11482596397399902,-0.005319883581250906,0.5794000029563904,0.0,1.5443317890167236,-2.280254602432251
635782372,0.22649922966957092,-0.011127403005957603,-23.53835105895996,0.007216429803520441,-0.0038356399163603783,0.11586946994066238,-0.005134903360158205,0.11586935073137283,-0.005137206520885229,0.5794000029563904,0.0,1.5085959434509277,-2.212357997894287
635792748,0.2234705090522766,-0.008700056932866573,-23.533905029296875,0.00712560722604394,-0.001897510839626193,0.1158444881439209,-0.0046017346903681755,0.11584464460611343,-0.004610017407685518,0.5794000029563904,0.0,1.5093636512756348,-1.9619009494781494
635802506,0.22046031057834625,-0.009521476924419403,-23.532167434692383,0.006261181551963091,-0.0018690101569518447,0.11558700352907181,-0.004593245219439268,0.11559070646762848,-0.004601644817739725,0.5794000029563904,0.0,1.5166805982589722,-1.9572402238845825
635813377,0.22666184604167938,-0.0036537812557071447,-23.524158477783203,0.010390243493020535,0.0012819130206480622,0.11689656972885132,-0.003593902103602886,0.11688191443681717,-0.003616312751546502,0.5794000029563904,0.0,1.4821451902389526,-1.228173017501831
635822418,0.22667434811592102,-0.007333397399634123,-23.523391723632812,0.012665819376707077,0.0006602453649975359,0.11767585575580597,-0.003806796856224537,0.11764674633741379,-0.003825258230790496,0.5794000029563904,0.0,1.4635759592056274,-1.3990660905838013
635832387,0.2261209934949875,-0.01296431664377451,-23.52883529663086,0.01415408868342638,-0.0019383453764021397,0.11821456253528595,-0.0047474089078605175,0.11817482113838196,-0.004747302737087011,0.5794000029563904,0.0,1.4516314268112183,-1.9584333896636963
635842762,0.22105716168880463,-0.018446745350956917,-23.538183212280273,0.013719848357141018,-0.00509342085570097,0.11804935336112976,-0.0059477798640728,0.1180129423737526,-0.005923445336520672,0.5794000029563904,0.0,1.4550940990447998,-2.2789692878723145
635852388,0.2098451554775238,-0.012763719074428082,-23.538341522216797,0.010607218369841576,-0.004777563735842705,0.11681091785430908,-0.005822108127176762,0.11679896712303162,-0.005800256039947271,0.5794000029563904,0.0,1.4802379608154297,-2.2579667568206787
635862883,0.20920470356941223,-0.0044334642589092255,-23.533544540405273,0.009504405781626701,-0.0022212518379092216,0.11635413765907288,-0.004763295408338308,0.11635055392980576,-0.004760840442031622,0.5794000029563904,0.0,1.4892921447753906,-2.0071442127227783
635872395,0.2116658091545105,-0.011593793518841267,-23.531509399414062,0.010189216583967209,-0.0026885075494647026,0.11664818972349167,-0.004963930230587721,0.11663997173309326,-0.0049583157524466515,0.5794000029563904,0.0,1.4836674928665161,-2.067174196243286
635882409,0.21625280380249023,-0.015144865959882736,-23.535415649414062,0.012265502475202084,-0.0037965199444442987,0.11756885051727295,-0.005455241072922945,0.11754968762397766,-0.005443786270916462,0.5794000029563904,0.0,1.466846227645874,-2.1787922382354736
