TimeUS,PLX,PLY,PLZ,AX,AY,BX,BY,CX,CY,F,P,X,Y,SW
2063448081,0.10541049391031265,0.10681788623332977,-23.50197410583496,0.0012003841111436486,-0.0002532558573875576,-0.0007730762008577585,-0.0008101392304524779,0.11367034912109375,0.11048364639282227,0.5794000029563904,0.0,-31.555505752563477,-45.56665802001953,0
2063458110,0.10056465119123459,0.11188077181577682,-23.505434036254883,0.0013649570755660534,-0.0002721093187574297,-0.0008765472448430955,-0.0007982855895534158,0.11355214565992355,0.11049718409776688,0.5794000029563904,0.0,-31.554201126098633,-45.59218978881836,0
2063468736,0.10656765848398209,0.10390633344650269,-23.505924224853516,0.001438677660189569,-0.00018208069377578795,-0.0009289078880101442,-0.0008622291497886181,0.11349765956401825,0.11043065041303635,0.5794000029563904,0.0,-31.55666732788086,-45.4717903137207,0
2063478300,0.10898533463478088,0.10166577249765396,-23.510875701904297,0.0014761810889467597,-6.823572766734287e-05,-0.0009588028769940138,-0.0009529781527817249,0.11346907168626785,0.11034387350082397,0.5794000029563904,0.0,-31.559377670288086,-45.33515548706055,0
2063488089,0.1211872547864914,0.11300532519817352,-23.50868034362793,0.001356608816422522,-0.00010532734449952841,-0.0008525184821337461,-0.0009200084605254233,0.11356327682733536,0.11037309467792511,0.5794000029563904,0.0,-31.544397354125977,-45.377662658691406,0
2063498113,0.12531745433807373,0.10492459684610367,-23.498262405395508,0.0011940241092815995,-4.19576681451872e-05,-0.0006917337886989117,-0.0009826765162870288,0.11369609087705612,0.11032132804393768,0.5794000029563904,0.0,-31.508424758911133,-45.30634689331055,0
2063508114,0.1202387660741806,0.10551781952381134,-23.49873924255371,0.0011014307383447886,9.926953680405859e-06,-0.0005901351105421782,-0.0010396072175353765,0.11377474665641785,0.11027725040912628,0.5794000029563904,0.0,-31.475210189819336,-45.254127502441406,0
2063518283,0.11604545265436172,0.11075995117425919,-23.505334854125977,0.0010620541870594025,-7.583533943034126e-07,-0.0005423452239483595,-0.0010266388999298215,0.11380962282419205,0.11028671264648438,0.5794000029563904,0.0,-31.45547866821289,-45.2644157409668,0
2063528432,0.1083555519580841,0.09925388544797897,-23.511762619018555,0.0011074714129790664,0.00011158532288391143,-0.0006033428944647312,-0.0011775223538279533,0.11376750469207764,0.11018252372741699,0.5794000029563904,0.0,-31.482179641723633,-45.16919708251953,0
2063538135,0.10873585939407349,0.11529367417097092,-23.5202579498291,0.0011456148931756616,5.284863800625317e-05,-0.0006599527550861239,-0.001090349513106048,0.11373034864664078,0.11023974418640137,0.5794000029563904,0.0,-31.505979537963867,-45.215248107910156,0
2063548105,0.11030138283967972,0.1038607582449913,-23.509918212890625,0.0011657753493636847,0.00010778864088933915,-0.000692996836733073,-0.0011803993256762624,0.11370964348316193,0.11018332093954086,0.5794000029563904,0.0,-31.519672393798828,-45.17261505126953,0
